Wavelength,PLANCK_550
3.8512E+03,1.1841E-07
3.8264E+03,1.2004E-07
3.8018E+03,1.2170E-07
3.7776E+03,1.2340E-07
3.7537E+03,1.2513E-07
3.7301E+03,1.2691E-07
3.7068E+03,1.2872E-07
3.6838E+03,1.3056E-07
3.6610E+03,1.3245E-07
3.6386E+03,1.3438E-07
3.6164E+03,1.3636E-07
3.5945E+03,1.3837E-07
3.5728E+03,1.4043E-07
3.5514E+03,1.4254E-07
3.5303E+03,1.4469E-07
3.5094E+03,1.4689E-07
3.4887E+03,1.4914E-07
3.4683E+03,1.5143E-07
3.4482E+03,1.5378E-07
3.4282E+03,1.5619E-07
3.4085E+03,1.5864E-07
3.3891E+03,1.6116E-07
3.3698E+03,1.6373E-07
3.3508E+03,1.6636E-07
3.3319E+03,1.6904E-07
3.3133E+03,1.7180E-07
3.2949E+03,1.7461E-07
3.2767E+03,1.7749E-07
3.2587E+03,1.8044E-07
3.2409E+03,1.8345E-07
3.2233E+03,1.8654E-07
3.2059E+03,1.8970E-07
3.1886E+03,1.9293E-07
3.1716E+03,1.9624E-07
3.1547E+03,1.9963E-07
3.1380E+03,2.0310E-07
3.1215E+03,2.0665E-07
3.1052E+03,2.1029E-07
3.0890E+03,2.1401E-07
3.0730E+03,2.1783E-07
3.0571E+03,2.2174E-07
3.0415E+03,2.2575E-07
3.0259E+03,2.2985E-07
3.0106E+03,2.3405E-07
2.9954E+03,2.3836E-07
2.9803E+03,2.4278E-07
2.9654E+03,2.4731E-07
2.9507E+03,2.5195E-07
2.9361E+03,2.5670E-07
2.9216E+03,2.6158E-07
2.9073E+03,2.6658E-07
2.8931E+03,2.7171E-07
2.8791E+03,2.7697E-07
2.8651E+03,2.8236E-07
2.8514E+03,2.8789E-07
2.8377E+03,2.9357E-07
2.8242E+03,2.9940E-07
2.8108E+03,3.0537E-07
2.7976E+03,3.1150E-07
2.7844E+03,3.1780E-07
2.7714E+03,3.2426E-07
2.7585E+03,3.3089E-07
2.7458E+03,3.3770E-07
2.7331E+03,3.4469E-07
2.7206E+03,3.5187E-07
2.7081E+03,3.5925E-07
2.6958E+03,3.6682E-07
2.6836E+03,3.7460E-07
2.6716E+03,3.8260E-07
2.6596E+03,3.9081E-07
2.6477E+03,3.9925E-07
2.6359E+03,4.0793E-07
2.6243E+03,4.1684E-07
2.6127E+03,4.2601E-07
2.6012E+03,4.3543E-07
2.5899E+03,4.4512E-07
2.5786E+03,4.5508E-07
2.5675E+03,4.6533E-07
2.5564E+03,4.7587E-07
2.5454E+03,4.8671E-07
2.5346E+03,4.9787E-07
2.5238E+03,5.0935E-07
2.5131E+03,5.2116E-07
2.5025E+03,5.3332E-07
2.4920E+03,5.4584E-07
2.4815E+03,5.5872E-07
2.4712E+03,5.7199E-07
2.4609E+03,5.8565E-07
2.4508E+03,5.9972E-07
2.4407E+03,6.1422E-07
2.4307E+03,6.2915E-07
2.4208E+03,6.4454E-07
2.4109E+03,6.6039E-07
2.4012E+03,6.7673E-07
2.3915E+03,6.9357E-07
2.3819E+03,7.1093E-07
2.3723E+03,7.2883E-07
2.3629E+03,7.4729E-07
2.3535E+03,7.6633E-07
2.3442E+03,7.8597E-07
2.3350E+03,8.0622E-07
2.3258E+03,8.2713E-07
2.3167E+03,8.4870E-07
2.3077E+03,8.7096E-07
2.2988E+03,8.9394E-07
2.2899E+03,9.1766E-07
2.2811E+03,9.4215E-07
2.2724E+03,9.6745E-07
2.2637E+03,9.9358E-07
2.2551E+03,1.0206E-06
2.2465E+03,1.0485E-06
2.2381E+03,1.0773E-06
2.2296E+03,1.1070E-06
2.2213E+03,1.1378E-06
2.2130E+03,1.1697E-06
2.2048E+03,1.2026E-06
2.1966E+03,1.2366E-06
2.1885E+03,1.2718E-06
2.1805E+03,1.3082E-06
2.1725E+03,1.3459E-06
2.1645E+03,1.3849E-06
2.1567E+03,1.4252E-06
2.1489E+03,1.4670E-06
2.1411E+03,1.5102E-06
2.1334E+03,1.5550E-06
2.1258E+03,1.6014E-06
2.1182E+03,1.6495E-06
2.1106E+03,1.6993E-06
2.1031E+03,1.7508E-06
2.0957E+03,1.8043E-06
2.0883E+03,1.8598E-06
2.0810E+03,1.9172E-06
2.0737E+03,1.9768E-06
2.0665E+03,2.0387E-06
2.0593E+03,2.1028E-06
2.0522E+03,2.1694E-06
2.0451E+03,2.2384E-06
2.0381E+03,2.3101E-06
2.0311E+03,2.3846E-06
2.0242E+03,2.4619E-06
2.0173E+03,2.5422E-06
2.0105E+03,2.6255E-06
2.0037E+03,2.7122E-06
1.9969E+03,2.8023E-06
1.9902E+03,2.8959E-06
1.9836E+03,2.9932E-06
1.9769E+03,3.0944E-06
1.9704E+03,3.1997E-06
1.9639E+03,3.3092E-06
1.9574E+03,3.4231E-06
1.9509E+03,3.5417E-06
1.9445E+03,3.6652E-06
1.9382E+03,3.7937E-06
1.9319E+03,3.9276E-06
1.9256E+03,4.0671E-06
1.9194E+03,4.2124E-06
1.9132E+03,4.3638E-06
1.9070E+03,4.5217E-06
1.9009E+03,4.6863E-06
1.8948E+03,4.8580E-06
1.8888E+03,5.0370E-06
1.8828E+03,5.2239E-06
1.8769E+03,5.4188E-06
1.8709E+03,5.6224E-06
1.8650E+03,5.8350E-06
1.8592E+03,6.0569E-06
1.8534E+03,6.2889E-06
1.8476E+03,6.5312E-06
1.8419E+03,6.7845E-06
1.8362E+03,7.0493E-06
1.8305E+03,7.3263E-06
1.8249E+03,7.6160E-06
1.8193E+03,7.9191E-06
1.8137E+03,8.2364E-06
1.8082E+03,8.5686E-06
1.8027E+03,8.9164E-06
1.7972E+03,9.2808E-06
1.7918E+03,9.6626E-06
1.7864E+03,1.0063E-05
1.7810E+03,1.0482E-05
1.7757E+03,1.0922E-05
1.7704E+03,1.1384E-05
1.7651E+03,1.1868E-05
1.7599E+03,1.2377E-05
1.7547E+03,1.2910E-05
1.7495E+03,1.3471E-05
1.7444E+03,1.4060E-05
1.7393E+03,1.4679E-05
1.7342E+03,1.5330E-05
1.7291E+03,1.6015E-05
1.7241E+03,1.6735E-05
1.7191E+03,1.7493E-05
1.7141E+03,1.8291E-05
1.7092E+03,1.9132E-05
1.7043E+03,2.0017E-05
1.6994E+03,2.0950E-05
1.6945E+03,2.1934E-05
1.6897E+03,2.2972E-05
1.6849E+03,2.4067E-05
1.6801E+03,2.5222E-05
1.6754E+03,2.6442E-05
1.6707E+03,2.7731E-05
1.6660E+03,2.9093E-05
1.6613E+03,3.0533E-05
1.6567E+03,3.2055E-05
1.6520E+03,3.3666E-05
1.6475E+03,3.5371E-05
1.6429E+03,3.7177E-05
1.6384E+03,3.9090E-05
1.6338E+03,4.1117E-05
1.6294E+03,4.3267E-05
1.6249E+03,4.5547E-05
1.6205E+03,4.7968E-05
1.6160E+03,5.0538E-05
1.6116E+03,5.3268E-05
1.6073E+03,5.6169E-05
1.6029E+03,5.9255E-05
1.5986E+03,6.2538E-05
1.5943E+03,6.6033E-05
1.5900E+03,6.9754E-05
1.5858E+03,7.3721E-05
1.5816E+03,7.7949E-05
1.5774E+03,1.1291E-04
1.5732E+03,1.1171E-04
1.5690E+03,1.0853E-04
1.5649E+03,8.8282E-05
1.5607E+03,8.2845E-05
1.5567E+03,9.7361E-05
1.5526E+03,1.1197E-04
1.5485E+03,1.2139E-04
1.5445E+03,1.2473E-04
1.5405E+03,1.2819E-04
1.5365E+03,1.2158E-04
1.5325E+03,1.0470E-04
1.5286E+03,8.7964E-05
1.5246E+03,9.3679E-05
1.5207E+03,1.1938E-04
1.5168E+03,1.4525E-04
1.5130E+03,1.7940E-04
1.5091E+03,2.0356E-04
1.5053E+03,2.2772E-04
1.5015E+03,2.3083E-04
1.4977E+03,2.1982E-04
1.4939E+03,2.0881E-04
1.4902E+03,1.8319E-04
1.4864E+03,1.4911E-04
1.4827E+03,1.1504E-04
1.4790E+03,8.8428E-05
1.4753E+03,6.5540E-05
1.4717E+03,4.2651E-05
1.4680E+03,3.1432E-05
1.4644E+03,2.5159E-05
1.4608E+03,1.8886E-05
1.4572E+03,2.0862E-05
1.4536E+03,2.5782E-05
1.4501E+03,3.0703E-05
1.4465E+03,4.3473E-05
1.4430E+03,5.8567E-05
1.4395E+03,7.3662E-05
1.4360E+03,7.6536E-05
1.4326E+03,7.6469E-05
1.4291E+03,7.6403E-05
1.4257E+03,9.1146E-05
1.4223E+03,1.0870E-04
1.4189E+03,1.2625E-04
1.4155E+03,1.2100E-04
1.4121E+03,1.1250E-04
1.4088E+03,1.0400E-04
1.4054E+03,8.8608E-05
1.4021E+03,7.2527E-05
1.3988E+03,5.6446E-05
1.3955E+03,5.2441E-05
1.3922E+03,4.9148E-05
1.3890E+03,4.5855E-05
1.3857E+03,4.3662E-05
1.3825E+03,4.1493E-05
1.3793E+03,3.9599E-05
1.3761E+03,5.7831E-05
1.3729E+03,7.6064E-05
1.3697E+03,9.3675E-05
1.3666E+03,7.4905E-05
1.3634E+03,1.0427E-04
1.3603E+03,1.0832E-04
1.3572E+03,9.8512E-05
1.3541E+03,8.8702E-05
1.3510E+03,8.0436E-05
1.3479E+03,8.3807E-05
1.3449E+03,8.7177E-05
1.3418E+03,8.9892E-05
1.3388E+03,8.8946E-05
1.3358E+03,8.8000E-05
1.3328E+03,8.7603E-05
1.3298E+03,8.9598E-05
1.3268E+03,9.1593E-05
1.3238E+03,9.5888E-05
1.3209E+03,1.0829E-04
1.3180E+03,1.2070E-04
1.3150E+03,1.2969E-04
1.3121E+03,1.2877E-04
1.3092E+03,1.2785E-04
1.3064E+03,1.2291E-04
1.3035E+03,1.0815E-04
1.3006E+03,9.3383E-05
1.2978E+03,8.0599E-05
1.2949E+03,7.1933E-05
1.2921E+03,6.3267E-05
1.2893E+03,5.1129E-05
1.2865E+03,3.2799E-05
1.2837E+03,1.4470E-05
1.2810E+03,6.9088E-06
1.2782E+03,1.5921E-05
1.2755E+03,2.4934E-05
1.2727E+03,3.5984E-05
1.2700E+03,4.9751E-05
1.2673E+03,6.3518E-05
1.2646E+03,7.4198E-05
1.2619E+03,8.1298E-05
1.2592E+03,8.8399E-05
1.2565E+03,8.0834E-05
1.2539E+03,5.8461E-05
1.2512E+03,3.6088E-05
1.2486E+03,2.7598E-05
1.2460E+03,3.1311E-05
1.2434E+03,3.5025E-05
1.2408E+03,4.0984E-05
1.2382E+03,4.8660E-05
1.2356E+03,5.6336E-05
1.2330E+03,7.6696E-05
1.2305E+03,1.0547E-04
1.2279E+03,1.3424E-04
1.2254E+03,1.4978E-04
1.2229E+03,1.5775E-04
1.2203E+03,1.6572E-04
1.2178E+03,1.4774E-04
1.2153E+03,1.1701E-04
1.2129E+03,8.6279E-05
1.2104E+03,7.0068E-05
1.2079E+03,8.4979E-05
1.2055E+03,8.9534E-05
1.2030E+03,1.0276E-04
1.2006E+03,1.1903E-04
1.1982E+03,1.3531E-04
1.1957E+03,1.1903E-04
1.1933E+03,1.0232E-04
1.1909E+03,8.1663E-05
1.1885E+03,6.0767E-05
1.1862E+03,3.9816E-05
1.1838E+03,1.8864E-05
1.1814E+03,4.3783E-05
1.1791E+03,7.7222E-05
1.1768E+03,1.1066E-04
1.1744E+03,1.5776E-04
1.1721E+03,2.0677E-04
1.1698E+03,2.5577E-04
1.1675E+03,2.6119E-04
1.1652E+03,2.6244E-04
1.1629E+03,2.6368E-04
1.1606E+03,2.3939E-04
1.1584E+03,2.1369E-04
1.1561E+03,1.8798E-04
1.1539E+03,1.6849E-04
1.1516E+03,1.4912E-04
1.1494E+03,1.3013E-04
1.1472E+03,1.3397E-04
1.1450E+03,1.3781E-04
1.1427E+03,1.4221E-04
1.1405E+03,1.5703E-04
1.1384E+03,1.7186E-04
1.1362E+03,1.8609E-04
1.1340E+03,1.9400E-04
1.1318E+03,2.0191E-04
1.1297E+03,2.0890E-04
1.1275E+03,2.0921E-04
1.1254E+03,2.0951E-04
1.1233E+03,2.0876E-04
1.1211E+03,2.0224E-04
1.1190E+03,1.9572E-04
1.1169E+03,1.8366E-04
1.1148E+03,1.4792E-04
1.1127E+03,1.1217E-04
1.1106E+03,5.8832E-05
1.1086E+03,6.0695E-05
1.1065E+03,8.1873E-05
1.1044E+03,9.4658E-05
1.1024E+03,1.4745E-04
1.1003E+03,2.0024E-04
1.0983E+03,1.9573E-04
1.0963E+03,1.9046E-04
1.0943E+03,1.8519E-04
1.0922E+03,1.7649E-04
1.0902E+03,1.6076E-04
1.0882E+03,1.4503E-04
1.0862E+03,1.2961E-04
1.0843E+03,1.3637E-04
1.0823E+03,1.1717E-04
1.0803E+03,9.2681E-05
1.0783E+03,6.0155E-05
1.0764E+03,2.7629E-05
1.0744E+03,8.8660E-06
1.0725E+03,8.2635E-06
1.0706E+03,7.6610E-06
1.0686E+03,2.0087E-05
1.0667E+03,4.7461E-05
1.0648E+03,7.4836E-05
1.0629E+03,1.0972E-04
1.0610E+03,1.5211E-04
1.0591E+03,1.9450E-04
1.0572E+03,2.1721E-04
1.0553E+03,2.2282E-04
1.0534E+03,2.2843E-04
1.0516E+03,2.2909E-04
1.0497E+03,1.9835E-04
1.0479E+03,2.2291E-04
1.0460E+03,2.0184E-04
1.0442E+03,1.6896E-04
1.0423E+03,1.3609E-04
1.0405E+03,1.1497E-04
1.0387E+03,1.0050E-04
1.0369E+03,8.6033E-05
1.0351E+03,1.0963E-04
1.0332E+03,1.5170E-04
1.0315E+03,1.9378E-04
1.0297E+03,2.0311E-04
1.0279E+03,1.9892E-04
1.0261E+03,1.9474E-04
1.0243E+03,1.8182E-04
1.0226E+03,1.6588E-04
1.0208E+03,1.4994E-04
1.0190E+03,1.4315E-04
1.0173E+03,1.3900E-04
1.0156E+03,1.3484E-04
1.0138E+03,1.3122E-04
1.0121E+03,1.2772E-04
1.0104E+03,1.2422E-04
1.0086E+03,1.4045E-04
1.0069E+03,1.6027E-04
1.0052E+03,1.8009E-04
1.0035E+03,1.6526E-04
1.0018E+03,1.8149E-04
1.0001E+03,1.8098E-04
9.9846E+02,1.8410E-04
9.9678E+02,1.8755E-04
9.9511E+02,1.9101E-04
9.9344E+02,1.8849E-04
9.9178E+02,1.9751E-04
9.9012E+02,2.0075E-04
9.8847E+02,2.2689E-04
9.8683E+02,2.1580E-04
9.8519E+02,2.7978E-04
9.8356E+02,3.0075E-04
9.8193E+02,2.9907E-04
9.8031E+02,3.4062E-04
9.7869E+02,3.2287E-04
9.7708E+02,3.0513E-04
9.7547E+02,2.8587E-04
9.7387E+02,1.2494E-04
9.7227E+02,2.1599E-04
9.7068E+02,1.8258E-04
9.6909E+02,1.6011E-04
9.6751E+02,1.3765E-04
9.6594E+02,1.1969E-04
9.6437E+02,1.2592E-04
9.6280E+02,1.3214E-04
9.6124E+02,1.3759E-04
9.5968E+02,1.3975E-04
9.5813E+02,1.4191E-04
9.5659E+02,1.4198E-04
9.5505E+02,1.3490E-04
9.5351E+02,1.1309E-04
9.5198E+02,1.1956E-04
9.5046E+02,1.0797E-04
9.4894E+02,9.6390E-05
9.4742E+02,8.6486E-05
9.4591E+02,8.0591E-05
9.4440E+02,7.4695E-05
9.4290E+02,8.1449E-05
9.4140E+02,1.1388E-04
9.3991E+02,1.4630E-04
9.3843E+02,1.6737E-04
9.3694E+02,1.6865E-04
9.3547E+02,1.6737E-04
9.3399E+02,1.6522E-04
9.3252E+02,1.5149E-04
9.3106E+02,1.3776E-04
9.2960E+02,1.3831E-04
9.2815E+02,1.5748E-04
9.2670E+02,1.7665E-04
9.2525E+02,1.8741E-04
9.2381E+02,1.8863E-04
9.2237E+02,1.8985E-04
9.2094E+02,1.8377E-04
9.1951E+02,1.7049E-04
9.1809E+02,1.5720E-04
9.1667E+02,1.5834E-04
9.1525E+02,1.7190E-04
9.1384E+02,1.8547E-04
9.1244E+02,1.5717E-04
9.1104E+02,1.7522E-04
9.0964E+02,1.6502E-04
9.0825E+02,1.6082E-04
9.0686E+02,1.6052E-04
9.0547E+02,1.6021E-04
9.0409E+02,1.9516E-04
9.0272E+02,2.4983E-04
9.0134E+02,3.0451E-04
8.9998E+02,3.2032E-04
8.9861E+02,3.1750E-04
8.9725E+02,3.1468E-04
8.9590E+02,3.0359E-04
8.9455E+02,2.8913E-04
8.9320E+02,2.7467E-04
8.9186E+02,2.9747E-04
8.9052E+02,2.8749E-04
8.8918E+02,3.6860E-04
8.8785E+02,4.0889E-04
8.8652E+02,4.5051E-04
8.8520E+02,4.9214E-04
8.8388E+02,3.4813E-04
8.8257E+02,5.0530E-04
8.8126E+02,5.0829E-04
8.7995E+02,4.8670E-04
8.7864E+02,4.6074E-04
8.7734E+02,4.3478E-04
8.7605E+02,4.2829E-04
8.7476E+02,4.2438E-04
8.7347E+02,4.2046E-04
8.7218E+02,4.3701E-04
8.7090E+02,4.5538E-04
8.6963E+02,4.7376E-04
8.6835E+02,4.8864E-04
8.6708E+02,5.0335E-04
8.6582E+02,4.7334E-04
8.6456E+02,5.3349E-04
8.6330E+02,5.4893E-04
8.6204E+02,5.6489E-04
8.6079E+02,6.0369E-04
8.5954E+02,6.4249E-04
8.5830E+02,6.7981E-04
8.5706E+02,6.9228E-04
8.5582E+02,6.9117E-04
8.5459E+02,5.0692E-04
8.5336E+02,4.8126E-04
8.5213E+02,6.6996E-04
8.5091E+02,5.9144E-04
8.4969E+02,6.3086E-04
8.4848E+02,7.1359E-04
8.4726E+02,7.4627E-04
8.4606E+02,5.7488E-04
8.4485E+02,8.4398E-04
8.4365E+02,7.1538E-04
8.4245E+02,7.8529E-04
8.4126E+02,9.1512E-04
8.4006E+02,9.8638E-04
8.3888E+02,6.9710E-04
8.3769E+02,1.0525E-03
8.3651E+02,8.4074E-04
8.3533E+02,1.1020E-03
8.3416E+02,1.1218E-03
8.3298E+02,1.1412E-03
8.3182E+02,1.1595E-03
8.3065E+02,1.0461E-03
8.2949E+02,1.0931E-03
8.2833E+02,1.2221E-03
8.2718E+02,9.6573E-04
8.2602E+02,1.2401E-03
8.2487E+02,1.1505E-03
8.2373E+02,1.0258E-03
8.2259E+02,1.3687E-03
8.2145E+02,1.3930E-03
8.2031E+02,6.8503E-04
8.1918E+02,1.4178E-03
8.1805E+02,1.4706E-03
8.1692E+02,1.3299E-03
8.1580E+02,1.4075E-03
8.1468E+02,1.4458E-03
8.1356E+02,1.6819E-03
8.1245E+02,1.6320E-03
8.1133E+02,1.8090E-03
8.1023E+02,1.4041E-03
8.0912E+02,1.3919E-03
8.0802E+02,1.0001E-03
8.0692E+02,6.7440E-04
8.0582E+02,7.5100E-04
8.0473E+02,1.4727E-03
8.0364E+02,1.6544E-03
8.0255E+02,1.6475E-03
8.0147E+02,1.4674E-03
8.0038E+02,1.6215E-03
7.9931E+02,1.4341E-03
7.9823E+02,1.5270E-03
7.9716E+02,1.5318E-03
7.9609E+02,1.4991E-03
7.9502E+02,2.7337E-03
7.9396E+02,2.8228E-03
7.9289E+02,2.0171E-03
7.9184E+02,1.5369E-03
7.9078E+02,4.3676E-04
7.8973E+02,2.7950E-03
7.8868E+02,3.2228E-03
7.8763E+02,3.0280E-03
7.8658E+02,3.1456E-03
7.8554E+02,2.2637E-03
7.8450E+02,2.5425E-03
7.8347E+02,2.6855E-03
7.8243E+02,3.3348E-03
7.8140E+02,2.5084E-03
7.8037E+02,2.0622E-03
7.7935E+02,3.4315E-03
7.7833E+02,2.3412E-03
7.7731E+02,1.1286E-03
7.7629E+02,2.3636E-03
7.7527E+02,3.4521E-03
7.7426E+02,3.7714E-03
7.7325E+02,4.4405E-03
7.7225E+02,3.3106E-03
7.7124E+02,2.2768E-03
7.7024E+02,3.0348E-03
7.6924E+02,3.1676E-03
7.6824E+02,4.1423E-03
7.6725E+02,4.3858E-03
7.6626E+02,4.3470E-03
7.6527E+02,3.9522E-03
7.6428E+02,3.0913E-03
7.6330E+02,4.5795E-03
7.6232E+02,4.0256E-03
7.6134E+02,3.4286E-03
7.6037E+02,3.6809E-03
7.5939E+02,4.7228E-03
7.5842E+02,6.3016E-03
7.5745E+02,5.0105E-03
7.5649E+02,4.6607E-03
7.5552E+02,2.5839E-03
7.5456E+02,2.4927E-03
7.5360E+02,3.6284E-03
7.5265E+02,4.1519E-03
7.5169E+02,4.3358E-03
7.5074E+02,3.1366E-03
7.4979E+02,2.3726E-03
7.4884E+02,4.1659E-03
7.4790E+02,5.1646E-03
7.4696E+02,5.9757E-03
7.4602E+02,5.2960E-03
7.4508E+02,4.2161E-03
7.4415E+02,5.0737E-03
7.4321E+02,4.7570E-03
7.4228E+02,2.4988E-03
7.4136E+02,3.1734E-03
7.4043E+02,5.9227E-03
7.3951E+02,6.0502E-03
7.3859E+02,4.0165E-03
7.3767E+02,3.7011E-03
7.3675E+02,4.1762E-03
7.3584E+02,5.2046E-03
7.3493E+02,6.3051E-03
7.3402E+02,1.0369E-02
7.3311E+02,1.1288E-02
7.3220E+02,8.7699E-03
7.3130E+02,7.3692E-03
7.3040E+02,8.6694E-03
7.2950E+02,1.3653E-02
7.2861E+02,1.6707E-02
7.2771E+02,1.3571E-02
7.2682E+02,9.5858E-03
7.2593E+02,8.0995E-03
7.2504E+02,8.1757E-03
7.2416E+02,6.9034E-03
7.2327E+02,8.4124E-03
7.2239E+02,1.3351E-02
7.2151E+02,1.5596E-02
7.2064E+02,1.2978E-02
7.1976E+02,1.0935E-02
7.1889E+02,9.6248E-03
7.1802E+02,1.4488E-02
7.1715E+02,2.5151E-02
7.1629E+02,3.1363E-02
7.1542E+02,3.0886E-02
7.1456E+02,2.1992E-02
7.1370E+02,1.5634E-02
7.1284E+02,1.3749E-02
7.1199E+02,1.7576E-02
7.1113E+02,2.5476E-02
7.1028E+02,2.9285E-02
7.0943E+02,2.5010E-02
7.0858E+02,1.6937E-02
7.0774E+02,1.2809E-02
7.0689E+02,1.3005E-02
7.0605E+02,1.8635E-02
7.0521E+02,2.5580E-02
7.0438E+02,2.9020E-02
7.0354E+02,2.6635E-02
7.0271E+02,2.1917E-02
7.0188E+02,2.1697E-02
7.0105E+02,2.9107E-02
7.0022E+02,4.6706E-02
6.9939E+02,6.3676E-02
6.9857E+02,6.1574E-02
6.9775E+02,5.1700E-02
6.9693E+02,3.9663E-02
6.9611E+02,3.7910E-02
6.9529E+02,4.5373E-02
6.9448E+02,5.6222E-02
6.9367E+02,5.8820E-02
6.9286E+02,4.6939E-02
6.9205E+02,3.0134E-02
6.9124E+02,2.1160E-02
6.9044E+02,2.1953E-02
6.8963E+02,2.9798E-02
6.8883E+02,3.8783E-02
6.8803E+02,4.1748E-02
6.8724E+02,3.4047E-02
6.8644E+02,2.7678E-02
6.8565E+02,2.7076E-02
6.8486E+02,3.2308E-02
6.8407E+02,4.6225E-02
6.8401E+02,4.7571E-02
6.8393E+02,4.9376E-02
6.8385E+02,5.1221E-02
6.8377E+02,5.3095E-02
6.8369E+02,5.4986E-02
6.8361E+02,5.6879E-02
