Wavelength,PLANCK_3000
6.1768E+03,9.3865E-09
6.1131E+03,1.0318E-08
6.0507E+03,1.1359E-08
5.9896E+03,1.2524E-08
5.9297E+03,1.3830E-08
5.8710E+03,1.5296E-08
5.8135E+03,1.6944E-08
5.7570E+03,1.8800E-08
5.7017E+03,2.0894E-08
5.6474E+03,2.3260E-08
5.5941E+03,2.5939E-08
5.5418E+03,2.8977E-08
5.4905E+03,3.2428E-08
5.4401E+03,3.6356E-08
5.3907E+03,4.0835E-08
5.3421E+03,4.5954E-08
5.2944E+03,5.1814E-08
5.2475E+03,5.8537E-08
5.2015E+03,6.6266E-08
5.1563E+03,7.5171E-08
5.1118E+03,8.5453E-08
5.0681E+03,9.7352E-08
5.0252E+03,1.1116E-07
4.9830E+03,1.2720E-07
4.9414E+03,1.4591E-07
4.9006E+03,1.6777E-07
4.8604E+03,1.9339E-07
4.8209E+03,2.2348E-07
4.7820E+03,2.5893E-07
4.7438E+03,3.0081E-07
4.7061E+03,3.5043E-07
4.6691E+03,4.0941E-07
4.6326E+03,4.7974E-07
4.5967E+03,5.6386E-07
4.5613E+03,6.6483E-07
4.5265E+03,7.8646E-07
4.4922E+03,9.3350E-07
4.4584E+03,1.1119E-06
4.4252E+03,1.3294E-06
4.3924E+03,1.5954E-06
4.3601E+03,1.9222E-06
4.3283E+03,2.3257E-06
4.2969E+03,2.8261E-06
4.2660E+03,3.4497E-06
4.2355E+03,4.2312E-06
4.2055E+03,5.2157E-06
4.1759E+03,6.4633E-06
4.1467E+03,8.0542E-06
4.1179E+03,1.0096E-05
4.0895E+03,1.2735E-05
4.0615E+03,1.6171E-05
4.0338E+03,2.0681E-05
4.0066E+03,2.6651E-05
3.9797E+03,3.4628E-05
3.9532E+03,4.5391E-05
3.9270E+03,6.0074E-05
3.9011E+03,8.0343E-05
3.8756E+03,1.0869E-04
3.8505E+03,1.4893E-04
3.8256E+03,2.0696E-04
3.8011E+03,2.9221E-04
3.7769E+03,4.2010E-04
3.7530E+03,6.1662E-04
3.7294E+03,9.2731E-04
3.7061E+03,1.4355E-03
3.6831E+03,2.3022E-03
3.6603E+03,3.8611E-03
3.6379E+03,6.8721E-03
3.6157E+03,1.3316E-02
3.5938E+03,2.9671E-02
3.5721E+03,8.8018E-02
3.5507E+03,3.6811E-01
3.5296E+03,4.0075E-01
3.5087E+03,3.6117E-01
3.4881E+03,3.4317E-01
3.4677E+03,4.3824E-01
3.4475E+03,6.1245E-01
3.4276E+03,5.5600E-01
3.4079E+03,5.1413E-01
3.3884E+03,5.6067E-01
3.3692E+03,6.7560E-01
3.3501E+03,9.2676E-01
3.3313E+03,1.0000E+00
3.3127E+03,6.5526E-01
3.2943E+03,5.4925E-01
3.2761E+03,6.4485E-01
3.2581E+03,6.1729E-01
3.2403E+03,5.9968E-01
3.2227E+03,5.7852E-01
3.2053E+03,6.3355E-01
3.1880E+03,8.8731E-01
3.1710E+03,7.8941E-01
3.1541E+03,6.9799E-01
3.1374E+03,7.8254E-01
3.1209E+03,6.6391E-01
3.1046E+03,6.1939E-01
3.0884E+03,6.0872E-01
3.0724E+03,6.4892E-01
3.0566E+03,6.0552E-01
3.0409E+03,6.1039E-01
3.0254E+03,6.6121E-01
3.0100E+03,6.2914E-01
2.9948E+03,4.9171E-01
2.9798E+03,4.8910E-01
2.9649E+03,6.5512E-01
2.9501E+03,6.8195E-01
2.9355E+03,6.1394E-01
2.9210E+03,5.9782E-01
2.9067E+03,6.1668E-01
2.8926E+03,6.9873E-01
2.8785E+03,7.5729E-01
2.8646E+03,7.1432E-01
2.8508E+03,6.6282E-01
2.8372E+03,6.5224E-01
2.8237E+03,6.4084E-01
2.8103E+03,5.8874E-01
2.7970E+03,6.7605E-01
2.7839E+03,6.2430E-01
2.7709E+03,5.5895E-01
2.7580E+03,5.0844E-01
2.7452E+03,5.2197E-01
2.7452E+03,5.2233E-01
2.7439E+03,5.2931E-01
2.7427E+03,5.3637E-01
2.7414E+03,5.4325E-01
2.7401E+03,5.4969E-01
2.7389E+03,5.5550E-01
2.7376E+03,5.6051E-01
2.7364E+03,5.6464E-01
2.7351E+03,5.6787E-01
2.7339E+03,5.7022E-01
2.7326E+03,5.7177E-01
2.7326E+03,5.7180E-01
2.7314E+03,5.7266E-01
2.7301E+03,5.7304E-01
2.7289E+03,5.7307E-01
2.7277E+03,5.7294E-01
2.7264E+03,5.7281E-01
2.7252E+03,5.7283E-01
2.7239E+03,5.7310E-01
2.7227E+03,5.7373E-01
2.7214E+03,5.7473E-01
2.7202E+03,5.7613E-01
2.7201E+03,5.7635E-01
2.7190E+03,5.7790E-01
2.7177E+03,5.7996E-01
2.7165E+03,5.8225E-01
2.7153E+03,5.8467E-01
2.7140E+03,5.8711E-01
2.7128E+03,5.8948E-01
2.7116E+03,5.9169E-01
2.7103E+03,5.9368E-01
2.7091E+03,5.9538E-01
2.7079E+03,5.9679E-01
2.7076E+03,5.9704E-01
2.7067E+03,5.9790E-01
2.7054E+03,5.9874E-01
2.7042E+03,5.9936E-01
2.7030E+03,5.9982E-01
2.7018E+03,6.0021E-01
2.7006E+03,6.0062E-01
2.6993E+03,6.0114E-01
2.6981E+03,6.0185E-01
2.6969E+03,6.0285E-01
2.6957E+03,6.0419E-01
2.6953E+03,6.0467E-01
2.6945E+03,6.0592E-01
2.6933E+03,6.0808E-01
2.6921E+03,6.1067E-01
2.6908E+03,6.1368E-01
2.6896E+03,6.1706E-01
2.6884E+03,6.2075E-01
2.6872E+03,6.2467E-01
2.6860E+03,6.2872E-01
2.6848E+03,6.3278E-01
2.6836E+03,6.3673E-01
2.6831E+03,6.3818E-01
2.6824E+03,6.4044E-01
2.6812E+03,6.4379E-01
2.6800E+03,6.4667E-01
2.6788E+03,6.4897E-01
2.6776E+03,6.5060E-01
2.6764E+03,6.5152E-01
2.6752E+03,6.5169E-01
2.6740E+03,6.5111E-01
2.6728E+03,6.4983E-01
2.6716E+03,6.4792E-01
2.6710E+03,6.4680E-01
2.6704E+03,6.4546E-01
2.6692E+03,6.4260E-01
2.6680E+03,6.3947E-01
2.6668E+03,6.3624E-01
2.6657E+03,6.3307E-01
2.6645E+03,6.3011E-01
2.6633E+03,6.2752E-01
2.6621E+03,6.2540E-01
2.6609E+03,6.2384E-01
2.6597E+03,6.2289E-01
2.6591E+03,6.2263E-01
2.6586E+03,6.2253E-01
2.6574E+03,6.2271E-01
2.6562E+03,6.2334E-01
2.6550E+03,6.2427E-01
2.6538E+03,6.2532E-01
2.6527E+03,6.2628E-01
2.6515E+03,6.2694E-01
2.6503E+03,6.2705E-01
2.6491E+03,6.2642E-01
2.6480E+03,6.2484E-01
2.6472E+03,6.2318E-01
2.6468E+03,6.2215E-01
2.6456E+03,6.1827E-01
2.6444E+03,6.1313E-01
2.6433E+03,6.0675E-01
2.6421E+03,5.9921E-01
2.6409E+03,5.9064E-01
2.6398E+03,5.8124E-01
2.6386E+03,5.7126E-01
2.6375E+03,5.6096E-01
2.6363E+03,5.5064E-01
2.6354E+03,5.4323E-01
2.6351E+03,5.4061E-01
2.6340E+03,5.3115E-01
2.6328E+03,5.2252E-01
2.6317E+03,5.1496E-01
2.6305E+03,5.0862E-01
2.6293E+03,5.0363E-01
2.6282E+03,5.0002E-01
2.6270E+03,4.9779E-01
2.6259E+03,4.9683E-01
2.6247E+03,4.9703E-01
2.6238E+03,4.9793E-01
2.6236E+03,4.9818E-01
2.6224E+03,5.0008E-01
2.6213E+03,5.0246E-01
2.6201E+03,5.0509E-01
2.6190E+03,5.0770E-01
2.6178E+03,5.1008E-01
2.6167E+03,5.1201E-01
2.6155E+03,5.1335E-01
2.6144E+03,5.1396E-01
2.6133E+03,5.1379E-01
2.6122E+03,5.1292E-01
2.6121E+03,5.1281E-01
2.6110E+03,5.1105E-01
2.6098E+03,5.0858E-01
2.6087E+03,5.0550E-01
2.6076E+03,5.0194E-01
2.6064E+03,4.9804E-01
2.6053E+03,4.9395E-01
2.6042E+03,4.8981E-01
2.6030E+03,4.8577E-01
2.6019E+03,4.8193E-01
2.6008E+03,4.7840E-01
2.6008E+03,4.7840E-01
2.5996E+03,4.7523E-01
2.5985E+03,4.7247E-01
2.5974E+03,4.7012E-01
2.5962E+03,4.6817E-01
2.5951E+03,4.6658E-01
2.5940E+03,4.6529E-01
2.5929E+03,4.6425E-01
2.5917E+03,4.6338E-01
2.5906E+03,4.6260E-01
2.5895E+03,4.6182E-01
2.5894E+03,4.6167E-01
2.5781E+03,4.4858E-01
2.5670E+03,4.2857E-01
2.5559E+03,3.7075E-01
2.5449E+03,2.7641E-01
2.5341E+03,2.1953E-01
2.5233E+03,2.0069E-01
2.5126E+03,1.8389E-01
2.5020E+03,1.3550E-01
2.4915E+03,1.0404E-01
2.4811E+03,7.9426E-02
2.4707E+03,4.9716E-02
2.4605E+03,3.0489E-02
2.4503E+03,2.5732E-02
2.4402E+03,2.2301E-02
2.4302E+03,2.0453E-02
2.4203E+03,1.5972E-02
2.4105E+03,1.7244E-02
2.4007E+03,1.8685E-02
2.3810E+03,1.3389E-02
2.3529E+03,8.6382E-03
2.3256E+03,5.3317E-03
2.2989E+03,3.5386E-03
2.2727E+03,3.2213E-03
2.2472E+03,2.9070E-03
2.2222E+03,2.3845E-03
2.1978E+03,1.8727E-03
2.1739E+03,1.1506E-03
2.1505E+03,5.5473E-04
2.1277E+03,6.4089E-04
2.1053E+03,8.9354E-04
2.0833E+03,6.5385E-04
2.0619E+03,3.4145E-04
2.0408E+03,2.3483E-04
2.0202E+03,2.9605E-04
2.0000E+03,4.2170E-04
1.9802E+03,3.1867E-04
1.9608E+03,7.0175E-05
1.9417E+03,8.8307E-05
1.9231E+03,2.5822E-04
1.9048E+03,2.0095E-04
1.8868E+03,1.4761E-04
1.8692E+03,2.3648E-04
1.8519E+03,3.0487E-04
1.8349E+03,2.3160E-04
1.8182E+03,1.5754E-04
1.8018E+03,2.9103E-04
1.7857E+03,2.7713E-04
1.7699E+03,1.4299E-04
1.7544E+03,4.7465E-05
1.7391E+03,2.6664E-05
1.7241E+03,1.3339E-05
1.7094E+03,6.1040E-06
1.6949E+03,4.3408E-05
1.6807E+03,5.2050E-05
1.6667E+03,7.2625E-05
1.6529E+03,5.9720E-05
1.6393E+03,5.2157E-05
1.6260E+03,4.1700E-05
1.6129E+03,4.6117E-05
1.6000E+03,4.9046E-05
1.5873E+03,5.8873E-05
1.5748E+03,6.5185E-05
1.5625E+03,4.7951E-05
1.5504E+03,4.3098E-05
1.5385E+03,4.4416E-05
1.5267E+03,5.0812E-05
1.5152E+03,3.5914E-05
1.5038E+03,2.6742E-05
1.4925E+03,3.1422E-05
1.4815E+03,2.8760E-05
1.4706E+03,1.9271E-05
1.4599E+03,1.2061E-05
1.4493E+03,9.7619E-06
1.4388E+03,9.4500E-06
1.4286E+03,7.6154E-06
1.4184E+03,6.4783E-06
1.4085E+03,5.6198E-06
1.3986E+03,4.3641E-06
1.3889E+03,3.2965E-06
1.3793E+03,5.1653E-06
1.3699E+03,8.0317E-06
1.3605E+03,6.6199E-06
1.3514E+03,5.2121E-06
1.3423E+03,5.4575E-06
1.3333E+03,5.9619E-06
1.3245E+03,5.7690E-06
1.3158E+03,5.1232E-06
1.3072E+03,6.1225E-06
1.2987E+03,6.7102E-06
1.2903E+03,5.5071E-06
1.2821E+03,4.3212E-06
1.2739E+03,4.2063E-06
1.2658E+03,5.0024E-06
1.2579E+03,5.8076E-06
1.2500E+03,5.9147E-06
1.2422E+03,6.4416E-06
1.2346E+03,8.0467E-06
1.2270E+03,8.7422E-06
1.2195E+03,7.7725E-06
1.2121E+03,6.0946E-06
1.2048E+03,4.5564E-06
1.1976E+03,4.3992E-06
1.1905E+03,5.2736E-06
1.1834E+03,5.5218E-06
1.1765E+03,4.9251E-06
1.1696E+03,3.8587E-06
1.1628E+03,3.3742E-06
1.1561E+03,3.7727E-06
1.1494E+03,4.6081E-06
1.1429E+03,5.2937E-06
1.1364E+03,4.6264E-06
1.1299E+03,3.0093E-06
1.1236E+03,2.5631E-06
1.1173E+03,3.2020E-06
1.1111E+03,3.4931E-06
1.1050E+03,3.2735E-06
1.0989E+03,2.9427E-06
1.0929E+03,2.4233E-06
1.0870E+03,1.8341E-06
1.0811E+03,1.9935E-06
1.0753E+03,2.5266E-06
1.0695E+03,1.9498E-06
1.0638E+03,1.4307E-06
1.0582E+03,1.5387E-06
1.0526E+03,1.6485E-06
1.0471E+03,1.8290E-06
1.0417E+03,2.0716E-06
1.0363E+03,1.6274E-06
1.0309E+03,1.3416E-06
1.0256E+03,1.3829E-06
1.0204E+03,1.3170E-06
1.0152E+03,1.0979E-06
1.0101E+03,7.3810E-07
1.0050E+03,3.6416E-07
1.0000E+03,1.7510E-07
9.9502E+02,1.4376E-07
9.9010E+02,1.4999E-07
9.8522E+02,1.0948E-07
9.8039E+02,7.5107E-08
9.7561E+02,4.4585E-08
9.7087E+02,2.4892E-08
9.6618E+02,1.9405E-08
9.6154E+02,1.5316E-08
9.5694E+02,1.1128E-08
9.5238E+02,8.3301E-09
9.4787E+02,8.5885E-09
9.4340E+02,7.7755E-09
9.3897E+02,5.9936E-09
9.3458E+02,7.7434E-09
9.3023E+02,7.6207E-09
9.2593E+02,5.8739E-09
9.2166E+02,9.2384E-09
9.1743E+02,1.4450E-08
9.1324E+02,1.8056E-08
9.0909E+02,1.3640E-09
9.0498E+02,1.1858E-09
9.0090E+02,1.3863E-09
8.9686E+02,1.7470E-09
8.9286E+02,1.3798E-09
8.8889E+02,1.5679E-09
8.8496E+02,2.7950E-09
8.8106E+02,2.4543E-09
8.7719E+02,2.2992E-11
8.7336E+02,1.8467E-09
8.6957E+02,4.4542E-09
8.6580E+02,1.4143E-08
8.6207E+02,1.5957E-08
8.5837E+02,1.1395E-08
8.5470E+02,1.6155E-09
8.5106E+02,4.1891E-09
8.4746E+02,4.4275E-09
8.4388E+02,4.0126E-09
8.4034E+02,4.4143E-10
8.3682E+02,6.6333E-11
8.3333E+02,3.5669E-09
8.2988E+02,8.6525E-10
8.2645E+02,2.8784E-10
8.2305E+02,1.1761E-09
8.1967E+02,2.8156E-09
8.1633E+02,4.1089E-10
8.1301E+02,7.3693E-10
8.0972E+02,1.4312E-09
8.0645E+02,7.8511E-10
8.0321E+02,6.1730E-10
8.0000E+02,1.0813E-09
7.9681E+02,1.6765E-09
7.9365E+02,9.0919E-10
7.9051E+02,2.3064E-09
7.8740E+02,5.7387E-09
7.8431E+02,4.7951E-09
7.8125E+02,2.7704E-09
7.7821E+02,2.8884E-09
7.7519E+02,1.3119E-09
7.7220E+02,1.3070E-09
7.6923E+02,1.4025E-09
7.6628E+02,1.4722E-09
7.6336E+02,1.5460E-09
7.6046E+02,5.9279E-10
7.5758E+02,1.2062E-09
7.5472E+02,6.5695E-10
7.5188E+02,1.6350E-10
7.4906E+02,6.5288E-10
7.4627E+02,3.8111E-10
7.4349E+02,1.5811E-10
7.4074E+02,4.9346E-11
7.3801E+02,8.2672E-11
7.3529E+02,1.2923E-10
7.3260E+02,1.3562E-10
7.2993E+02,4.3980E-11
7.2727E+02,2.7780E-10
7.2464E+02,2.4988E-10
7.2202E+02,6.2044E-10
7.1942E+02,8.1024E-10
7.1685E+02,3.3685E-10
7.1429E+02,2.4864E-10
7.1174E+02,1.9976E-10
7.0922E+02,4.3305E-10
7.0671E+02,3.6445E-10
7.0423E+02,3.1600E-10
7.0175E+02,3.1273E-10
6.9930E+02,3.5944E-10
6.9686E+02,1.6910E-10
6.9444E+02,2.5676E-10
6.9204E+02,1.6859E-10
6.8966E+02,3.4168E-11
6.8729E+02,1.0867E-10
6.8493E+02,8.3722E-11
6.8259E+02,1.6343E-10
6.8027E+02,2.6399E-10
6.7797E+02,3.1949E-10
6.7568E+02,2.9413E-10
6.7340E+02,2.8307E-10
6.7114E+02,2.6595E-10
6.6890E+02,2.0852E-10
6.6667E+02,9.1132E-11
6.6445E+02,2.4156E-11
6.6225E+02,4.7518E-11
6.6007E+02,5.2102E-11
6.5789E+02,3.5624E-11
6.5574E+02,2.4743E-11
6.5359E+02,1.5924E-11
6.5147E+02,1.1639E-11
6.4935E+02,1.0218E-11
6.4725E+02,9.5847E-12
6.4516E+02,6.5781E-12
6.4309E+02,4.3594E-12
6.4103E+02,3.2557E-12
6.3898E+02,4.5899E-12
6.3694E+02,6.6222E-12
6.3492E+02,1.0370E-11
6.3291E+02,1.1838E-12
6.3091E+02,1.5435E-12
6.2893E+02,2.5717E-12
6.2696E+02,3.6308E-13
6.2500E+02,3.4729E-13
6.2305E+02,3.6426E-13
6.2112E+02,3.3223E-13
6.1920E+02,2.8070E-13
6.1728E+02,2.8775E-13
6.1538E+02,3.2460E-13
6.1350E+02,2.3753E-13
6.1162E+02,2.8744E-13
6.0976E+02,7.3027E-13
6.0790E+02,1.3059E-12
6.0606E+02,5.5978E-13
6.0423E+02,2.5105E-13
6.0241E+02,6.0157E-13
6.0060E+02,3.5031E-13
5.9880E+02,3.1879E-15
5.9701E+02,1.5113E-13
5.9524E+02,2.7608E-13
5.9347E+02,1.1114E-14
5.9172E+02,3.2753E-14
5.8997E+02,1.5704E-13
5.8824E+02,7.4723E-14
5.8651E+02,1.0668E-13
5.8480E+02,5.4579E-14
5.8309E+02,5.8123E-15
5.8140E+02,2.3830E-14
5.7971E+02,1.1629E-15
5.7803E+02,1.9135E-14
5.7637E+02,2.5714E-14
5.7471E+02,4.4601E-15
5.7307E+02,2.5418E-14
5.7143E+02,6.2871E-15
5.6980E+02,3.5732E-14
5.6818E+02,1.6284E-14
5.6657E+02,6.9888E-15
5.6497E+02,1.1412E-14
5.6338E+02,6.7346E-15
5.6180E+02,1.2520E-14
5.6022E+02,3.0184E-15
5.5866E+02,1.7665E-15
5.5710E+02,1.5114E-14
5.5556E+02,7.3961E-15
5.5402E+02,5.5268E-15
5.5249E+02,8.9388E-15
5.5096E+02,1.1079E-14
5.4945E+02,1.5218E-15
5.4795E+02,1.7261E-16
5.4645E+02,8.2717E-16
5.4496E+02,1.3744E-15
5.4348E+02,1.0324E-15
5.4201E+02,2.0395E-16
5.4054E+02,2.0255E-16
5.3908E+02,4.5393E-16
5.3763E+02,7.2280E-16
5.3619E+02,2.9425E-17
5.3476E+02,1.9125E-15
5.3333E+02,4.0126E-16
5.3191E+02,6.1842E-16
5.3050E+02,2.3810E-15
5.2910E+02,7.6048E-16
5.2770E+02,4.5720E-17
5.2632E+02,1.2219E-16
5.2493E+02,2.0340E-15
5.2356E+02,3.2474E-15
5.2219E+02,1.8197E-15
5.2083E+02,2.2963E-15
5.1948E+02,1.3563E-15
5.1813E+02,7.1063E-16
5.1680E+02,1.2530E-15
5.1546E+02,2.3131E-15
5.1414E+02,1.1172E-15
5.1282E+02,5.5780E-16
5.1151E+02,4.6141E-16
5.1020E+02,1.2991E-16
5.0891E+02,3.3788E-15
5.0761E+02,6.2390E-15
5.0633E+02,3.5278E-15
5.0505E+02,8.8000E-16
5.0378E+02,2.6084E-15
5.0251E+02,1.6216E-15
5.0125E+02,4.7705E-16
5.0000E+02,5.7302E-17
4.9875E+02,2.5581E-17
4.9751E+02,1.5172E-18
4.9628E+02,2.4461E-17
4.9505E+02,1.3659E-16
4.9383E+02,9.3680E-17
4.9261E+02,1.6306E-16
4.9140E+02,3.2120E-16
4.9020E+02,2.1159E-16
4.8900E+02,7.1093E-17
4.8780E+02,5.0898E-17
4.8662E+02,7.3445E-16
4.8544E+02,1.0087E-15
4.8426E+02,9.0524E-16
4.8309E+02,7.8361E-16
4.8193E+02,5.2144E-16
4.8077E+02,1.0110E-15
4.7962E+02,1.4573E-15
4.7847E+02,7.0087E-16
4.7733E+02,4.8703E-16
4.7619E+02,6.5136E-16
4.7506E+02,5.5999E-16
4.7393E+02,4.0449E-16
4.7281E+02,1.7082E-16
4.7170E+02,2.4458E-18
4.7059E+02,8.8579E-18
4.6948E+02,8.0603E-17
4.6838E+02,1.8705E-16
4.6729E+02,1.7842E-16
4.6620E+02,1.1387E-16
4.6512E+02,1.8979E-16
4.6404E+02,3.4655E-16
4.6296E+02,3.0277E-16
4.6189E+02,3.6772E-16
4.6083E+02,4.6341E-16
4.5977E+02,2.5089E-16
4.5872E+02,2.1780E-16
4.5767E+02,3.0851E-16
4.5662E+02,1.3301E-16
4.5558E+02,1.5899E-16
4.5455E+02,3.7718E-16
4.5351E+02,8.7786E-17
4.5249E+02,2.4327E-17
4.5147E+02,1.0863E-16
4.5045E+02,7.0119E-17
4.4944E+02,1.0630E-16
4.4843E+02,1.5577E-16
4.4743E+02,1.8330E-16
4.4643E+02,2.0014E-16
4.4543E+02,1.5513E-16
4.4444E+02,1.2593E-16
4.4346E+02,1.2378E-16
4.4248E+02,2.4554E-16
4.4150E+02,5.6151E-16
4.4053E+02,6.0480E-16
4.3956E+02,6.4493E-16
4.3860E+02,1.0845E-15
4.3764E+02,2.2318E-15
4.3668E+02,4.1536E-15
4.3573E+02,6.5028E-15
4.3478E+02,7.7780E-15
4.3384E+02,8.1577E-15
4.3290E+02,8.5781E-15
4.3197E+02,8.1581E-15
4.3103E+02,4.7001E-15
4.3011E+02,2.7408E-15
4.2918E+02,2.4460E-15
4.2827E+02,2.4068E-15
4.2735E+02,4.6029E-15
4.2644E+02,6.2120E-15
4.2553E+02,5.0370E-15
4.2463E+02,3.0456E-15
4.2373E+02,1.7641E-15
4.2283E+02,2.8565E-15
4.2194E+02,1.7657E-15
4.2105E+02,1.4097E-15
4.2017E+02,1.0195E-15
4.1929E+02,9.6391E-16
4.1841E+02,8.9420E-16
4.1754E+02,1.3594E-16
4.1667E+02,1.2611E-16
4.1580E+02,1.5717E-16
4.1494E+02,1.2572E-16
4.1408E+02,2.3457E-16
4.1322E+02,2.5165E-16
4.1237E+02,1.7084E-16
4.1152E+02,1.2583E-16
4.1068E+02,1.9059E-16
4.0984E+02,1.2885E-16
4.0900E+02,4.2777E-17
4.0816E+02,5.7387E-17
4.0733E+02,1.8570E-16
4.0650E+02,1.2205E-16
4.0568E+02,1.3211E-16
4.0486E+02,1.4057E-16
4.0404E+02,9.8458E-17
4.0323E+02,2.4371E-16
4.0241E+02,2.5581E-16
4.0161E+02,7.7864E-17
4.0080E+02,9.0138E-17
4.0000E+02,4.0003E-17
3.9920E+02,2.3915E-17
3.9841E+02,1.1463E-17
3.9761E+02,3.5665E-18
3.9683E+02,5.0685E-20
3.9604E+02,8.4500E-21
3.9526E+02,9.3103E-21
3.9448E+02,1.0135E-20
3.9370E+02,1.0891E-20
3.9293E+02,1.1545E-20
3.9216E+02,1.2086E-20
3.9139E+02,1.2657E-20
3.9062E+02,1.3494E-20
3.8986E+02,1.4924E-20
3.8911E+02,1.7454E-20
3.8835E+02,2.1806E-20
3.8760E+02,2.8439E-20
3.8685E+02,3.7534E-20
3.8610E+02,3.5485E-20
3.8536E+02,6.1610E-20
3.8462E+02,1.5398E-19
3.8388E+02,2.2485E-19
3.8314E+02,2.7278E-19
3.8241E+02,3.0645E-19
3.8168E+02,3.4155E-19
3.8095E+02,3.9426E-19
3.8023E+02,4.6070E-19
3.7951E+02,5.2632E-19
3.7879E+02,5.7635E-19
3.7807E+02,5.9969E-19
3.7736E+02,5.9182E-19
3.7665E+02,5.5593E-19
3.7594E+02,4.9669E-19
3.7523E+02,4.1894E-19
3.7453E+02,3.2893E-19
3.7383E+02,2.3475E-19
3.7313E+02,1.4853E-19
3.7244E+02,7.9330E-20
3.7175E+02,2.9681E-20
3.7106E+02,2.8161E-21
3.7037E+02,2.2647E-20
3.6969E+02,2.5385E-20
3.6900E+02,2.5850E-20
3.6832E+02,2.6681E-20
3.6765E+02,2.8105E-20
3.6697E+02,1.6914E-19
3.6630E+02,1.9134E-19
3.6563E+02,1.0146E-19
3.6496E+02,9.3972E-20
3.6430E+02,1.4731E-19
3.6364E+02,1.7547E-19
3.6298E+02,2.0655E-19
3.6232E+02,2.3989E-19
3.6166E+02,2.7458E-19
3.6101E+02,3.0936E-19
3.6036E+02,3.4251E-19
3.5971E+02,3.7316E-19
3.5907E+02,4.0182E-19
3.5842E+02,4.2980E-19
3.5778E+02,4.5956E-19
3.5714E+02,1.3407E-19
3.5651E+02,5.3705E-19
3.5587E+02,1.3734E-18
3.5524E+02,2.3813E-18
3.5461E+02,3.5462E-18
3.5398E+02,4.8209E-18
3.5336E+02,6.1425E-18
3.5273E+02,7.4805E-18
3.5211E+02,4.0164E-18
3.5149E+02,1.0310E-17
3.5088E+02,2.7054E-17
3.5026E+02,4.5454E-17
3.4965E+02,6.5102E-17
3.4904E+02,8.5072E-17
3.4843E+02,1.0346E-16
3.4783E+02,1.1675E-16
3.4722E+02,1.2117E-16
3.4662E+02,1.1574E-16
