Wavelength,PLANCK_350
1.8304E+03,4.6698E-06
1.8248E+03,4.7502E-06
1.8192E+03,4.8324E-06
1.8136E+03,4.9164E-06
1.8081E+03,5.0022E-06
1.8026E+03,5.0899E-06
1.7972E+03,5.1795E-06
1.7917E+03,5.2711E-06
1.7863E+03,5.3648E-06
1.7810E+03,5.4606E-06
1.7756E+03,5.5585E-06
1.7703E+03,5.6586E-06
1.7651E+03,5.7610E-06
1.7598E+03,5.8657E-06
1.7546E+03,5.9728E-06
1.7494E+03,6.0823E-06
1.7443E+03,6.1943E-06
1.7392E+03,6.3090E-06
1.7341E+03,6.4262E-06
1.7290E+03,6.5462E-06
1.7240E+03,6.6690E-06
1.7190E+03,6.7947E-06
1.7141E+03,6.9233E-06
1.7091E+03,7.0549E-06
1.7042E+03,7.1897E-06
1.6993E+03,7.3276E-06
1.6945E+03,7.4688E-06
1.6896E+03,7.6134E-06
1.6848E+03,7.7615E-06
1.6801E+03,7.9131E-06
1.6753E+03,8.0683E-06
1.6706E+03,8.2274E-06
1.6659E+03,8.3903E-06
1.6612E+03,8.5572E-06
1.6566E+03,8.7282E-06
1.6520E+03,8.9034E-06
1.6474E+03,9.0829E-06
1.6428E+03,9.2669E-06
1.6383E+03,9.4555E-06
1.6338E+03,9.6488E-06
1.6293E+03,9.8469E-06
1.6248E+03,1.0050E-05
1.6204E+03,1.0258E-05
1.6160E+03,1.0472E-05
1.6116E+03,1.0691E-05
1.6072E+03,1.0915E-05
1.6029E+03,1.1146E-05
1.5985E+03,1.1382E-05
1.5943E+03,1.1625E-05
1.5900E+03,1.1873E-05
1.5857E+03,1.2129E-05
1.5815E+03,1.2390E-05
1.5773E+03,1.2659E-05
1.5731E+03,1.2935E-05
1.5689E+03,1.3218E-05
1.5648E+03,1.3509E-05
1.5607E+03,1.3808E-05
1.5566E+03,1.4114E-05
1.5525E+03,1.4429E-05
1.5485E+03,1.4752E-05
1.5444E+03,1.5085E-05
1.5404E+03,1.5426E-05
1.5364E+03,1.5776E-05
1.5325E+03,1.6137E-05
1.5285E+03,1.6507E-05
1.5246E+03,1.6887E-05
1.5207E+03,1.7278E-05
1.5168E+03,1.7680E-05
1.5129E+03,1.8093E-05
1.5091E+03,1.8518E-05
1.5052E+03,1.8955E-05
1.5014E+03,1.9405E-05
1.4976E+03,1.9867E-05
1.4939E+03,2.0342E-05
1.4901E+03,2.0832E-05
1.4864E+03,2.1335E-05
1.4827E+03,2.1853E-05
1.4790E+03,2.2386E-05
1.4753E+03,2.2935E-05
1.4716E+03,2.3500E-05
1.4680E+03,2.4082E-05
1.4643E+03,2.4681E-05
1.4607E+03,2.5297E-05
1.4572E+03,2.5933E-05
1.4536E+03,2.6587E-05
1.4500E+03,2.7261E-05
1.4465E+03,2.7956E-05
1.4430E+03,2.8672E-05
1.4395E+03,2.3222E-05
1.4360E+03,2.8348E-05
1.4325E+03,3.4356E-05
1.4291E+03,4.0381E-05
1.4256E+03,4.9703E-05
1.4222E+03,8.2032E-05
1.4188E+03,9.9456E-05
1.4154E+03,1.4025E-04
1.4121E+03,1.2613E-04
1.4087E+03,1.1190E-04
1.4054E+03,8.1375E-05
1.4020E+03,4.9423E-05
1.3987E+03,1.7706E-05
1.3954E+03,2.0457E-05
1.3922E+03,2.4862E-05
1.3889E+03,2.9189E-05
1.3857E+03,2.2079E-05
1.3824E+03,1.4841E-05
1.3792E+03,7.8435E-06
1.3760E+03,8.5809E-06
1.3728E+03,9.3184E-06
1.3697E+03,1.0059E-05
1.3665E+03,1.0843E-05
1.3634E+03,1.1628E-05
1.3602E+03,1.2413E-05
1.3571E+03,1.3203E-05
1.3540E+03,1.3994E-05
1.3509E+03,1.4782E-05
1.3479E+03,1.5560E-05
1.3448E+03,1.6364E-05
1.3418E+03,2.1310E-05
1.3387E+03,4.6887E-05
1.3357E+03,7.2439E-05
1.3327E+03,9.4057E-05
1.3297E+03,1.0008E-04
1.3268E+03,1.0606E-04
1.3238E+03,1.0575E-04
1.3208E+03,8.5017E-05
1.3179E+03,6.4304E-05
1.3150E+03,4.6520E-05
1.3121E+03,3.6653E-05
1.3092E+03,2.6815E-05
1.3063E+03,2.1034E-05
1.3034E+03,2.4532E-05
1.3006E+03,2.8021E-05
1.2977E+03,3.0232E-05
1.2949E+03,2.9948E-05
1.2921E+03,2.9640E-05
1.2893E+03,2.5983E-05
1.2865E+03,1.6694E-05
1.2837E+03,7.4529E-06
1.2809E+03,4.7016E-06
1.2781E+03,1.1395E-05
1.2754E+03,1.8071E-05
1.2727E+03,2.2271E-05
1.2699E+03,2.3342E-05
1.2672E+03,2.4422E-05
1.2645E+03,2.6754E-05
1.2618E+03,3.0463E-05
1.2592E+03,3.4195E-05
1.2565E+03,4.1030E-05
1.2538E+03,5.0840E-05
1.2512E+03,6.0571E-05
1.2486E+03,5.9796E-05
1.2459E+03,5.0244E-05
1.2433E+03,4.0762E-05
1.2407E+03,4.0492E-05
1.2381E+03,4.6914E-05
1.2355E+03,5.3041E-05
1.2330E+03,4.4553E-05
1.2304E+03,6.6859E-05
1.2279E+03,7.3599E-05
1.2253E+03,6.7184E-05
1.2228E+03,5.3626E-05
1.2203E+03,4.0221E-05
1.2178E+03,4.6357E-05
1.2153E+03,6.1580E-05
1.2128E+03,7.6845E-05
1.2103E+03,9.7494E-05
1.2079E+03,1.2027E-04
1.2054E+03,1.4266E-04
1.2030E+03,1.3325E-04
1.2005E+03,1.3890E-04
1.1981E+03,1.3335E-04
1.1957E+03,1.1891E-04
1.1933E+03,1.0205E-04
1.1909E+03,8.5228E-05
1.1885E+03,7.3067E-05
1.1861E+03,6.1927E-05
1.1838E+03,5.0866E-05
1.1814E+03,4.9750E-05
1.1790E+03,5.0318E-05
1.1767E+03,5.0910E-05
1.1744E+03,5.4416E-05
1.1721E+03,5.8283E-05
1.1697E+03,6.2118E-05
1.1674E+03,6.1983E-05
1.1652E+03,6.1523E-05
1.1629E+03,6.0984E-05
1.1606E+03,5.0733E-05
1.1583E+03,4.0067E-05
1.1561E+03,2.9467E-05
1.1538E+03,2.6030E-05
1.1516E+03,2.2647E-05
1.1493E+03,1.9467E-05
1.1471E+03,2.1668E-05
1.1449E+03,2.3872E-05
1.1427E+03,2.6521E-05
1.1405E+03,3.4939E-05
1.1383E+03,3.8019E-05
1.1361E+03,5.2600E-05
1.1340E+03,5.4203E-05
1.1318E+03,7.8641E-05
1.1296E+03,8.7079E-05
1.1275E+03,6.7145E-05
1.1254E+03,4.7229E-05
1.1232E+03,2.9545E-05
1.1211E+03,2.2545E-05
1.1190E+03,1.5557E-05
1.1169E+03,1.0108E-05
1.1148E+03,1.0556E-05
1.1127E+03,1.0996E-05
1.1106E+03,1.0533E-05
1.1085E+03,7.2263E-06
1.1065E+03,3.9801E-06
1.1044E+03,8.1533E-06
1.1023E+03,3.1846E-05
1.1003E+03,5.5489E-05
1.0983E+03,7.3050E-05
1.0962E+03,7.7048E-05
1.0942E+03,8.1037E-05
1.0922E+03,8.3904E-05
1.0902E+03,8.4628E-05
1.0882E+03,8.5352E-05
1.0862E+03,8.6125E-05
1.0842E+03,8.1216E-05
1.0822E+03,8.7807E-05
1.0803E+03,8.5520E-05
1.0783E+03,7.8797E-05
1.0763E+03,7.2078E-05
1.0744E+03,6.5724E-05
1.0724E+03,5.9825E-05
1.0705E+03,5.3919E-05
1.0686E+03,4.7273E-05
1.0667E+03,3.9828E-05
1.0647E+03,3.2426E-05
1.0628E+03,2.9845E-05
1.0609E+03,3.1796E-05
1.0590E+03,3.3788E-05
1.0572E+03,4.0405E-05
1.0553E+03,5.0809E-05
1.0534E+03,6.1174E-05
1.0515E+03,6.7219E-05
1.0497E+03,7.0188E-05
1.0478E+03,7.3097E-05
1.0460E+03,6.9250E-05
1.0441E+03,6.1238E-05
1.0423E+03,5.3302E-05
1.0405E+03,5.3719E-05
1.0386E+03,5.8577E-05
1.0368E+03,6.3505E-05
1.0350E+03,7.6076E-05
1.0332E+03,9.2121E-05
1.0314E+03,1.0795E-04
1.0296E+03,9.9794E-05
1.0278E+03,8.2404E-05
1.0261E+03,6.4995E-05
1.0243E+03,4.5627E-05
1.0225E+03,2.5628E-05
1.0208E+03,5.7917E-06
1.0190E+03,3.5450E-06
1.0173E+03,5.9508E-06
1.0155E+03,8.4530E-06
1.0138E+03,2.1254E-05
1.0121E+03,3.6234E-05
1.0103E+03,5.1190E-05
1.0086E+03,6.3648E-05
1.0069E+03,7.5698E-05
1.0052E+03,8.7564E-05
1.0035E+03,7.9886E-05
1.0018E+03,6.9902E-05
1.0001E+03,6.0003E-05
9.9842E+02,5.8980E-05
9.9674E+02,5.8634E-05
9.9507E+02,5.8359E-05
9.9340E+02,6.5472E-05
9.9174E+02,7.2864E-05
9.9009E+02,7.9983E-05
9.8844E+02,6.8209E-05
9.8679E+02,5.6314E-05
9.8515E+02,4.4715E-05
9.8352E+02,3.9820E-05
9.8189E+02,3.4925E-05
9.8027E+02,3.0061E-05
9.7865E+02,2.5579E-05
9.7704E+02,2.1102E-05
9.7543E+02,1.7236E-05
9.7383E+02,1.8302E-05
9.7223E+02,1.9365E-05
9.7064E+02,2.0045E-05
9.6905E+02,1.8455E-05
9.6747E+02,1.6865E-05
9.6590E+02,1.5272E-05
9.6433E+02,1.3669E-05
9.6276E+02,1.2085E-05
9.6120E+02,1.2666E-05
9.5965E+02,2.1265E-05
9.5810E+02,2.9823E-05
9.5655E+02,3.3934E-05
9.5501E+02,2.4467E-05
9.5348E+02,1.5025E-05
9.5194E+02,8.1834E-06
9.5042E+02,8.0030E-06
9.4890E+02,7.8227E-06
9.4738E+02,7.6379E-06
9.4587E+02,7.4435E-06
9.4437E+02,7.2634E-06
9.4286E+02,8.5567E-06
9.4137E+02,1.2597E-05
9.3988E+02,1.6599E-05
9.3839E+02,1.6744E-05
9.3691E+02,1.0686E-05
9.3543E+02,4.6655E-06
9.3396E+02,2.4582E-06
9.3249E+02,5.5674E-06
9.3102E+02,8.6895E-06
9.2956E+02,1.3109E-05
9.2811E+02,1.9102E-05
9.2666E+02,2.5071E-05
9.2521E+02,2.8668E-05
9.2377E+02,2.9758E-05
9.2234E+02,3.0834E-05
9.2090E+02,3.0496E-05
9.1948E+02,2.8854E-05
9.1805E+02,2.7186E-05
9.1663E+02,2.2868E-05
9.1522E+02,1.6424E-05
9.1381E+02,1.0029E-05
9.1240E+02,8.4332E-06
9.1100E+02,1.0185E-05
9.0960E+02,1.1920E-05
9.0821E+02,1.2121E-05
9.0682E+02,1.1396E-05
9.0544E+02,1.0668E-05
9.0406E+02,9.6752E-06
9.0268E+02,8.5455E-06
9.0131E+02,7.4929E-06
8.9994E+02,1.3810E-05
8.9858E+02,2.3404E-05
8.9722E+02,3.2989E-05
8.9586E+02,4.1742E-05
8.9451E+02,5.0183E-05
8.9317E+02,5.8554E-05
8.9182E+02,6.0307E-05
8.9048E+02,5.9983E-05
8.8915E+02,5.9638E-05
8.8782E+02,5.7387E-05
8.8649E+02,5.4647E-05
8.8517E+02,5.1894E-05
8.8385E+02,4.8028E-05
8.8253E+02,4.3934E-05
8.8122E+02,3.9864E-05
8.7991E+02,3.6213E-05
8.7861E+02,3.6368E-05
8.7731E+02,3.4729E-05
8.7601E+02,2.7401E-05
8.7472E+02,1.5102E-05
8.7343E+02,1.1926E-05
8.7215E+02,8.7263E-06
8.7087E+02,5.8515E-06
8.6959E+02,3.0109E-06
8.6832E+02,3.2929E-06
8.6705E+02,3.6768E-06
8.6578E+02,4.1326E-06
8.6452E+02,8.2582E-06
8.6326E+02,1.2402E-05
8.6201E+02,1.6244E-05
8.6076E+02,1.4125E-05
8.5951E+02,1.2005E-05
8.5827E+02,9.7947E-06
8.5703E+02,6.5717E-06
8.5579E+02,3.3599E-06
8.5456E+02,1.4247E-06
8.5333E+02,9.2118E-06
8.5210E+02,1.6983E-05
8.5088E+02,2.3067E-05
8.4966E+02,1.9591E-05
8.4844E+02,1.6121E-05
8.4723E+02,1.3230E-05
8.4602E+02,1.2907E-05
8.4482E+02,1.2608E-05
8.4362E+02,1.4594E-05
8.4242E+02,2.4772E-05
8.4122E+02,3.4943E-05
8.4003E+02,4.4387E-05
8.3884E+02,5.1675E-05
8.3766E+02,5.8915E-05
8.3648E+02,6.1626E-05
8.3530E+02,5.3045E-05
8.3412E+02,4.4549E-05
8.3295E+02,4.3977E-05
8.3178E+02,6.0217E-05
8.3062E+02,7.6420E-05
8.2946E+02,8.9188E-05
8.2830E+02,9.5703E-05
8.2714E+02,1.0209E-04
8.2599E+02,9.6478E-05
8.2484E+02,7.2005E-05
8.2370E+02,4.7624E-05
8.2255E+02,3.1454E-05
8.2141E+02,2.6494E-05
8.2028E+02,2.1536E-05
8.1915E+02,1.6841E-05
8.1802E+02,1.2459E-05
8.1689E+02,8.0916E-06
8.1577E+02,5.0579E-06
8.1465E+02,3.4053E-06
8.1353E+02,1.7972E-06
8.1241E+02,4.0896E-06
8.1130E+02,9.9042E-06
8.1019E+02,1.5723E-05
8.0909E+02,2.1935E-05
8.0799E+02,2.7940E-05
8.0689E+02,3.4856E-05
8.0579E+02,3.1093E-05
8.0470E+02,2.0383E-05
8.0361E+02,9.9190E-06
8.0252E+02,2.0425E-05
8.0143E+02,4.3332E-05
8.0035E+02,6.6051E-05
7.9927E+02,7.2717E-05
7.9820E+02,7.1215E-05
7.9713E+02,6.9561E-05
7.9606E+02,5.5168E-05
7.9499E+02,3.5238E-05
7.9392E+02,1.5479E-05
7.9286E+02,1.0101E-05
7.9180E+02,1.0002E-05
7.9075E+02,1.0037E-05
7.8970E+02,2.1259E-05
7.8865E+02,3.5898E-05
7.8760E+02,5.0434E-05
7.8655E+02,5.6377E-05
7.8551E+02,6.0176E-05
7.8447E+02,6.4006E-05
7.8344E+02,7.0393E-05
7.8240E+02,6.2299E-05
7.8137E+02,8.3993E-05
7.8034E+02,7.5344E-05
7.7932E+02,6.4387E-05
7.7830E+02,5.3375E-05
7.7728E+02,3.7796E-05
7.7626E+02,2.1733E-05
7.7524E+02,5.8740E-06
7.7423E+02,6.7242E-06
7.7322E+02,8.6692E-06
7.7222E+02,1.0609E-05
7.7121E+02,1.2170E-05
7.7021E+02,1.3721E-05
7.6921E+02,1.5457E-05
7.6821E+02,2.4692E-05
7.6722E+02,2.5560E-05
7.6623E+02,4.2297E-05
7.6524E+02,4.7473E-05
7.6425E+02,7.8312E-05
7.6327E+02,9.5106E-05
7.6229E+02,1.0644E-04
7.6131E+02,1.1774E-04
7.6034E+02,1.2620E-04
7.5936E+02,1.1421E-04
7.5839E+02,1.0221E-04
7.5742E+02,9.0232E-05
7.5646E+02,7.8324E-05
7.5549E+02,6.6431E-05
7.5453E+02,5.5939E-05
7.5357E+02,5.1430E-05
7.5262E+02,4.6930E-05
7.5166E+02,4.3336E-05
7.5071E+02,4.2884E-05
7.4976E+02,4.2405E-05
7.4882E+02,3.9575E-05
7.4787E+02,2.9970E-05
7.4693E+02,2.0457E-05
7.4599E+02,1.8701E-05
7.4505E+02,3.5784E-05
7.4412E+02,5.2922E-05
7.4318E+02,7.4641E-05
7.4225E+02,1.0584E-04
7.4133E+02,1.3689E-04
7.4040E+02,1.5501E-04
7.3948E+02,1.5013E-04
7.3856E+02,1.4532E-04
7.3764E+02,1.4516E-04
7.3672E+02,1.5218E-04
7.3581E+02,1.3298E-04
7.3490E+02,1.6292E-04
7.3399E+02,1.6237E-04
7.3308E+02,1.6166E-04
7.3217E+02,1.4819E-04
7.3127E+02,1.1987E-04
7.3037E+02,9.1630E-05
7.2947E+02,6.9404E-05
7.2858E+02,5.3285E-05
7.2768E+02,3.7268E-05
7.2679E+02,2.9176E-05
7.2590E+02,2.8098E-05
7.2501E+02,2.7047E-05
7.2413E+02,2.8176E-05
7.2325E+02,3.0985E-05
7.2236E+02,3.3765E-05
7.2149E+02,3.4349E-05
7.2061E+02,3.3464E-05
7.1973E+02,3.2554E-05
7.1886E+02,2.9746E-05
7.1799E+02,2.5839E-05
7.1712E+02,2.2214E-05
7.1626E+02,4.0198E-05
7.1539E+02,6.8942E-05
7.1453E+02,9.7206E-05
7.1367E+02,8.8892E-05
7.1281E+02,5.8919E-05
7.1196E+02,4.2274E-05
7.1111E+02,3.5068E-05
7.1025E+02,3.3631E-05
7.0940E+02,3.2568E-05
7.0856E+02,5.9554E-05
7.0771E+02,9.4886E-05
7.0687E+02,1.2992E-04
7.0603E+02,1.4307E-04
7.0519E+02,1.5092E-04
7.0435E+02,1.5864E-04
7.0351E+02,1.5709E-04
7.0268E+02,1.5378E-04
7.0185E+02,1.5061E-04
7.0102E+02,1.5789E-04
7.0019E+02,1.6668E-04
6.9937E+02,1.7530E-04
6.9854E+02,1.7137E-04
6.9772E+02,1.6619E-04
6.9690E+02,1.6097E-04
6.9608E+02,1.5262E-04
6.9527E+02,1.4408E-04
6.9445E+02,1.3457E-04
6.9364E+02,1.3567E-04
6.9283E+02,1.3587E-04
6.9202E+02,1.3606E-04
6.9121E+02,1.3610E-04
6.9041E+02,1.3615E-04
6.8961E+02,1.3742E-04
6.8881E+02,1.5508E-04
6.8801E+02,1.8619E-04
6.8721E+02,1.6998E-04
6.8641E+02,2.1055E-04
6.8562E+02,2.1176E-04
6.8483E+02,2.1002E-04
6.8404E+02,1.8820E-04
6.8325E+02,1.6642E-04
6.8246E+02,1.4837E-04
6.8168E+02,1.4954E-04
6.8090E+02,1.4687E-04
6.8012E+02,1.5321E-04
6.7934E+02,1.5900E-04
