Wavelength,PACS_160
13.48620033,0
13.49069881,0
13.49530125,0
13.49979973,0
13.50440025,0
13.50889874,0
13.51350117,0
13.51809883,0
13.52270126,0
13.52719975,0
13.53180027,0
13.53639984,0
13.54100037,0
13.54549885,0
13.55010033,0
13.55469894,0
13.55930042,0
13.56389904,0
13.56849957,0
13.57310104,0
13.57769966,0
13.58230114,0
13.58699989,0
13.59160042,0
13.59619999,0
13.60079956,0
13.60540009,0
13.61009884,0
13.61470127,0
13.61929893,0
13.6239996,0
13.62860012,0
13.63329887,0
13.63790035,0
13.64260006,0
13.64719963,0
13.65190125,0
13.65649891,0
13.66119957,0
13.66590118,0
13.67049885,0
13.67520046,0
13.67990112,0
13.68459988,0
13.68929958,0
13.69390106,0
13.69859982,0
13.70330048,0
13.70800018,0
13.71269894,0
13.7173996,0
13.72210121,0
13.72679996,0
13.73149967,0
13.73630047,0
13.74100018,0
13.74569893,0
13.75039959,0
13.75520039,0
13.75990105,0
13.7645998,0
13.76939964,0
13.77410126,0
13.77880001,0
13.78359985,0
13.78829956,0
13.79310036,0
13.79790115,0
13.80259991,0
13.80739975,0
13.81219959,0
13.81690121,0
13.82170105,0
13.82649899,0
13.83129883,0
13.83600044,0
13.84080029,0
13.84560013,0
13.85039997,0
13.85519981,0
13.85999966,0
13.86480045,0
13.8696003,0
13.87440014,0
13.87930107,0
13.88409901,0
13.88889885,0
13.89369965,0
13.89850044,0
13.90340042,0
13.90820026,0
13.91300011,0
13.91790104,0
13.92269897,0
13.92759991,0
13.93239975,0
13.93729877,0
13.94209957,0
13.94699955,0
13.95189953,0
13.95670033,0
13.9616003,0
13.96650124,0
13.97140026,0
13.9762001,0
13.98110104,0
13.98600006,0
13.99090099,0
13.99580002,0
14.00069904,0
14.00559998,0
14.010499,0
14.01539993,0
14.02029896,0
14.02519989,0
14.0302,0
14.03509903,0
14.03999996,0
14.04489899,0
14.04990101,0
14.05480003,0
14.05980015,0
14.06470108,0
14.06960011,0
14.07460022,0
14.07950115,0
14.08450127,0
14.08950043,0
14.09440041,0
14.09939957,0
14.10439968,0
14.10929966,0
14.11429882,0
14.11929893,0
14.12430096,0
14.12930107,0
14.13430119,0
14.13930035,0
14.14430046,0
14.14929962,0
14.15429878,0
14.1592989,0
14.16429901,0
14.16930103,0
14.17430115,0
14.17940044,0
14.1843996,0
14.18939972,0
14.19449902,0
14.19950104,0
14.20450115,0
14.20960045,0
14.21459961,0
14.21969891,0
14.22480011,0
14.22980022,0
14.23490047,0
14.23989964,0
14.24499989,0
14.25010109,0
14.25520039,0
14.26019955,0
14.26529884,0
14.27040005,0
14.27550125,0
14.28059959,0
14.28569889,0
14.29080009,0
14.29590034,0
14.30099964,0
14.30620003,0
14.31130123,0
14.31639957,0
14.32149887,0
14.32660007,0
14.33180046,0
14.3368988,0
14.3421011,0
14.34720039,0
14.35239983,0
14.35750103,0
14.36270046,0
14.36779976,0
14.37300014,0
14.3781004,0
14.38329887,0
14.38850117,0
14.39369965,0
14.3987999,0
14.40400028,0
14.40919971,0
14.4144001,0
14.41959953,0
14.42479992,0
14.43000031,0
14.43519974,0
14.44040012,0
14.44559956,0
14.45090103,0
14.45610046,0
14.46129894,0
14.46650124,0
14.47179985,0
14.47700024,0
14.48229885,0
14.48750114,0
14.49279976,0
14.49800014,0
14.50329876,0
14.50850105,0
14.51379967,0
14.51910114,0
14.52429962,0
14.52960014,0
14.53489876,0
14.54020023,0
14.54549885,0
14.55070114,0
14.55599976,0
14.56130123,0
14.56659985,0
14.57190037,0
14.57730103,0
14.58259964,0
14.58790112,0
14.59319973,0
14.59850121,0
14.603899,0
14.60919952,0
14.614501,0
14.6198988,0
14.62520027,0
14.63059998,0
14.63589954,0
14.64130116,0
14.64659977,0
14.65200043,0
14.65740013,0
14.66279984,0
14.66810036,0
14.67350101,0
14.67889881,0
14.68430042,0
14.68970108,0
14.69509888,0
14.70049953,0
14.70590115,0
14.71129894,0
14.7166996,0
14.72210121,0
14.72749901,0
14.7329998,0
14.73840046,0
14.74380016,0
14.74930096,0
14.75469875,0
14.76010036,0
14.7656002,0
14.77099991,0
14.77649879,0
14.78199959,0
14.78740025,0
14.79290104,0
14.79839993,0
14.80379963,0
14.80930042,0
14.81480026,0
14.82030106,0
14.82579994,0
14.83129883,0
14.83679962,0
14.84230042,0
14.84780025,0
14.85330105,0
14.85879993,0
14.86439991,0
14.8698988,0
14.87539959,0
14.88099957,0
14.88650036,0
14.8920002,0
14.89760017,0
14.90310097,0
14.90869904,0
14.91419983,0
25.60820007,0
25.62459946,0
25.64100075,0
25.65749931,0
25.6739006,0
25.69039917,0
25.70689964,0
25.7234993,0
25.73999977,0
25.75659943,0
25.77319908,0
25.78980064,0
25.80649948,0
25.82309914,0
25.83979988,0
25.85650063,0
25.87319946,0
31.54570007,0
31.57060242,0
31.59560013,0
31.62059784,0
31.64559937,0
31.67060089,0
48.95959854,0
49.01959991,0
49.07979965,0
49.13999939,0
49.20050049,0
49.26110077,0
49.32180023,0
49.38270187,0
49.44380188,0
49.50500107,0
49.56629944,0
49.62779999,0
49.68939972,0
49.75120163,0
49.8132019,0
49.87530136,0
49.93759918,0
50,0
50.06259918,0
50.12530136,0
50.1882019,0
50.25130081,0
50.3144989,0
50.37779999,0
50.44139862,0
50.50510025,0
50.56890106,0
50.63290024,0
50.69710159,0
50.76139832,0
50.82590103,0
50.8905983,0
50.95539856,0
51.020401,0
51.08560181,0
51.15090179,0
51.21640015,0
51.28210068,0
51.34790039,0
51.41389847,0
51.48009872,0
51.54639816,0
51.61289978,0
51.67959976,0
51.74639893,0
51.81349945,0
51.88069916,0
51.94810104,0
52.0155983,0
52.08330154,0
52.15119934,0
52.21929932,0
52.28760147,0
52.35599899,0
52.49340057,0
52.56240082,0
52.63159943,0
52.70090103,0
52.770401,0
52.84019852,0
52.91009903,0
52.98009872,0
53.05039978,0
53.12080002,0
53.19150162,0
53.26229858,0
53.33330154,0
53.40449905,0
53.47589874,0
53.54750061,0
53.61930084,0
53.69130325,0
53.76339722,0
53.83580017,0
53.90840149,0
53.98110199,0
54.05410004,0
54.12720108,0
54.20050049,0
54.27409744,0
54.34780121,0
54.42179871,0
54.4958992,0
54.57030487,0
54.64479828,0
54.71960449,0
54.79449463,0
54.86970139,0
54.94510269,0
55.02060318,0
55.09640503,1e-08
55.17240143,1e-08
55.24860001,1e-08
55.32499695,2e-08
55.40169525,2e-08
55.47850418,1e-08
55.5555954,3e-08
55.63280106,4e-08
55.71029663,4e-08
55.7879982,5e-08
55.86590195,7e-08
55.94410324,7e-08
56.0223999,1e-07
56.10100555,1.4e-07
56.17979431,1.5e-07
56.25880432,1.5e-07
56.33800507,1.6e-07
56.41749573,1.3e-07
56.49720383,1.1e-07
56.57710266,1.1e-07
56.65719604,8e-08
56.73759842,4e-08
56.81820297,3e-08
56.89899445,1e-08
56.98009491,0
57.06129837,0
57.14289856,0
57.22460175,0
57.30659866,0
57.38880157,0
57.4712944,0
57.55400467,1e-08
57.63690186,1e-08
57.72010422,2e-08
57.80350113,2e-08
57.88709641,2e-08
57.97100067,2e-08
58.05519867,2e-08
58.13949966,2e-08
58.22419739,2e-08
58.30899811,2e-08
58.39420319,1e-08
58.47949982,1e-08
58.56520462,1e-08
58.65100098,1e-08
58.73720169,1e-08
58.82350159,1e-08
58.9101944,1e-08
58.99710083,1e-08
59.08420563,0
59.17160416,0
59.25930405,0
59.34719849,0
59.4353981,0
59.5237999,0
59.61249924,0
59.70149612,0
59.79069901,0
59.88019943,0
59.97000504,0
60.06010056,0
60.15039825,0
60.24099731,0
60.33180237,0
60.42300034,0
60.51440048,0
60.60609818,0
60.69800186,0
60.79029846,0
60.88280487,0
60.97560501,0
61.06869888,0
61.16209793,0
61.25569916,0
61.34970093,0
61.44390488,0
61.53850174,0
61.63330078,0
61.728405,0
61.82380295,0
61.91950226,0
