Wavelength,PACS_100
61.728405,0.00019352
61.82380295,0.00017793
61.91950226,0.00014039
62.01549911,0.00022324
62.11180115,0.00025831
62.20840454,0.00025937
62.30529785,0.00036755
62.40250397,0.00039415
62.5,0.00034433
62.59779739,0.00041374
62.69589615,0.0005062
62.79429626,0.00047943
62.89310074,0.00054699
62.99210358,0.0005931
63.09149933,0.00047937
63.19120026,0.00050453
63.29109573,0.00055742
63.39139938,0.00036437
63.49210358,0.00026265
63.5929985,0.0003331
63.69430542,0.00023771
63.79589844,0.0002279
63.89779663,0.00042884
64,0.00041226
64.1026001,0.00035777
64.20549774,0.00054213
64.30870056,0.00053693
64.41220093,0.00043144
64.51609802,0.00057118
64.62039948,0.00052897
64.72489929,0.00032637
64.82980347,0.0004184
64.93509674,0.00036861
65.04060364,5.984e-05
65.14659882,0.00016475
65.25289917,0.00038953
65.35949707,0.00028246
65.46640015,0.00038264
65.57379913,0.00059997
65.68139648,0.00041652
65.78949738,0.00037095
65.89790344,0.00060895
66.00659943,0.00052152
66.11569977,0.00046092
66.22519684,0.00064822
66.33499908,0.00051589
66.44519806,0.00019766
66.55570221,0.00032219
66.66670227,0.00024643
66.77799988,2.263e-05
66.88960266,0.00018038
67.00170135,0.00029204
67.1140976,1.744e-05
67.22689819,0.00012827
67.34010315,0.00032209
67.45359802,2.201e-05
67.56759644,0.00014662
67.79660034,6.666e-05
67.91169739,7.8e-05
68.02719879,0.00037214
68.14309692,7.765e-05
68.37609863,0.00020852
68.49310303,7.243e-05
68.61060333,6.566e-05
68.72850037,0.00022404
68.84680176,0.00010943
68.96549988,6.412e-05
69.08460236,0.00052553
69.20420074,0.00041454
69.32409668,0.00029951
69.44439697,0.00074173
69.56520081,0.00055584
69.68640137,0.00020496
69.80799866,0.00055585
69.93009949,0.00030511
70.05249786,8.172e-05
70.17539978,0.00020673
70.29879761,0.00022707
70.42250061,3.8e-05
70.54669952,0.0003237
70.67140198,0.00067768
70.79650116,0.00028141
70.92199707,0.00060039
71.68460083,0.00088049
71.81330109,0.00137865
71.94239807,0.00092969
72.07209778,0.00053635
72.20220184,0.00093976
72.33270264,0.0005666
72.46379852,0.00013157
72.59529877,0.00062056
72.72730255,0.00033404
72.85970306,6.65e-05
72.99269867,7.177e-05
73.12609863,0.00019846
73.26010132,1.011e-05
73.39450073,2.501e-05
73.52940369,0.00010569
73.66480255,2.172e-05
73.80069733,9.14e-05
73.93720245,1.734e-05
74.21150208,0.00035674
74.34940338,0.00019632
74.48789978,0.00022349
74.62689972,0.00042985
74.7664032,0.00019533
74.90640259,5.676e-05
75.04689789,0.00015203
75.18800354,2.638e-05
75.32959747,1.392e-05
75.61440277,0.00020281
75.75759888,0.00019666
75.90129852,0.00085319
76.04560089,0.00051618
76.19049835,0.00013243
76.33589935,0.00087785
76.48179626,0.00059763
76.62830353,0.00014841
76.77539825,0.001077
76.92310333,0.00107757
77.07129669,0.00050576
77.2201004,0.00146602
77.36940002,0.00187287
77.51940155,0.0012279
77.66989899,0.00201758
77.82099915,0.00263618
77.97270203,0.00188691
78.125,0.00248817
78.2779007,0.00343843
78.43139648,0.00281022
78.58550262,0.00320552
78.74019623,0.00447173
78.89550018,0.00439539
79.05139923,0.00517591
79.207901,0.00716061
79.36509705,0.00761961
79.52290344,0.0083747
79.6812973,0.0105813
79.84030151,0.0114142
80,0.0122284
80.16030121,0.0148922
80.32129669,0.0165573
80.48290253,0.0180259
80.64520264,0.0219115
80.80809784,0.0254878
80.97170258,0.0281046
81.1359024,0.0329856
81.30079651,0.0391302
81.46640015,0.0450417
81.63269806,0.0518642
81.79959869,0.0589551
81.96720123,0.066848
82.13549805,0.0767671
82.30449677,0.0874425
82.47419739,0.10078
82.64459991,0.115714
82.81569672,0.131404
82.98750305,0.149148
83.16010284,0.167954
83.33329773,0.186327
83.50730133,0.205672
83.68199921,0.225335
83.85739899,0.242845
84.03359985,0.25958899
84.21050262,0.26947799
84.38819885,0.28338301
84.56659698,0.296556
84.7457962,0.31072
84.92569733,0.32531399
85.10639954,0.34153101
85.28780365,0.35937899
85.4701004,0.376443
85.65309906,0.39281699
85.8368988,0.40865001
86.02149963,0.420221
86.20690155,0.42962399
86.39309692,0.437686
86.58010101,0.44207799
86.76789856,0.44365403
86.95649719,0.44466099
87.14600372,0.44394699
87.3361969,0.44148901
87.52739716,0.43945301
87.71929932,0.43698499
87.91210175,0.433433
88.10569763,0.43101096
88.30020142,0.428992
88.49559784,0.425648
88.69180298,0.42288199
88.88890076,0.42048299
89.0868988,0.416628
89.28569794,0.41242301
89.48549652,0.409785
89.68609619,0.406396
89.88760376,0.40397599
90.09010315,0.404834
90.29350281,0.407556
90.49770355,0.41273299
90.70290375,0.42129299
90.90910339,0.429533
91.11620331,0.43793499
91.32420349,0.449141
91.53320312,0.46035099
91.74310303,0.47035199
91.95400238,0.48168799
92.16590118,0.49260899
92.37879944,0.50215298
92.59259796,0.512986
92.80740356,0.52349299
93.02330017,0.53169203
93.24009705,0.54063302
93.457901,0.549775
93.67680359,0.55576402
93.896698,0.56106794
94.11759949,0.56594199
94.33959961,0.56745201
94.56259918,0.56815702
94.78669739,0.570508
95.01190186,0.57161599
95.23809814,0.57301903
95.4654007,0.57577997
95.69380188,0.57636702
95.9233017,0.57573903
96.15380096,0.57861
96.38549805,0.58024597
96.61840057,0.57896602
96.85230255,0.58003801
97.08740234,0.58121902
97.32360077,0.58018398
97.56099701,0.58117199
97.79949951,0.58252603
98.03919983,0.581595
98.76540375,0.57895201
99.00990295,0.57516903
99.25559998,0.57110798
99.50250244,0.56364
99.75060272,0.55684602
100,0.55362701
100.25099945,0.54926902
100.50299835,0.54414701
100.7559967,0.54043102
101.01000214,0.53398103
101.26599884,0.52784401
101.52300262,0.52594501
101.78099823,0.524405
102.04100037,0.520724
102.30200195,0.51907402
102.56400299,0.51768798
102.82800293,0.51460803
103.09300232,0.51393098
103.35900116,0.51378298
103.6269989,0.51080197
103.89600372,0.50716901
104.16699982,0.50225598
104.43900299,0.49441001
104.71199799,0.48783499
104.98699951,0.482584
105.26300049,0.47337201
105.54100037,0.46371901
105.81999969,0.460195
106.10099792,0.455217
106.38300323,0.450775
106.66699982,0.45350099
106.95200348,0.45592001
107.23899841,0.45561901
107.52700043,0.45914099
107.81700134,0.45901799
108.10800171,0.45402899
108.40100098,0.45519999
108.69599915,0.45768601
108.99199677,0.45201299
109.29000092,0.44977799
109.58899689,0.450995
109.88999939,0.44514999
110.19300079,0.44295299
110.49700165,0.445748
110.8030014,0.441609
111.11100006,0.43860999
111.42099762,0.44206899
111.73200226,0.43767199
112.04499817,0.43332401
112.36000061,0.43609101
112.6760025,0.43265799
112.9940033,0.426907
113.31400299,0.42705801
113.63600159,0.422077
113.95999908,0.413699
114.28600311,0.41208801
114.61299896,0.40917501
114.94300079,0.401063
115.27400208,0.39728701
115.60700226,0.39353999
115.94200134,0.38430601
116.27899933,0.37917399
116.61799622,0.37625599
116.95899963,0.367713
117.30200195,0.361588
117.64700317,0.35832199
117.9940033,0.34884
118.34300232,0.340148
118.69400024,0.33493999
119.04799652,0.32430899
119.40299988,0.31322199
119.76000214,0.30562499
120.12000275,0.29358801
120.48200226,0.27990499
120.84600067,0.26900601
121.21199799,0.25519601
121.58100128,0.239686
121.9509964,0.226569
122.3239975,0.21142399
122.6989975,0.19412299
123.07700348,0.178874
123.45700073,0.16328
123.83899689,0.146036
124.22399902,0.130748
124.61100006,0.116502
125,0.101429
125.39199829,0.087673
125.78600311,0.0752222
126.18299866,0.0630799
126.58200073,0.052714
126.98400116,0.0439155
127.38899994,0.0355836
127.79599762,0.0284683
128.20500183,0.0227364
128.61700439,0.0176269
129.03199768,0.0135389
129.44999695,0.0107274
129.86999512,0.00872007
130.29299927,0.00730932
130.71899414,0.00653528
131.147995,0.00623437
131.57899475,0.00607881
132.01300049,0.00608448
132.44999695,0.00617388
132.88999939,0.00630913
133.33299255,0.00649564
133.77900696,0.00655158
134.22799683,0.0064134
134.67999268,0.00616954
135.13499451,0.00583824
135.59300232,0.00544316
136.05400085,0.00508928
136.51899719,0.00475427
136.98599243,0.00432618
137.45700073,0.00390367
137.9309845,0.00348306
138.40800476,0.00297993
138.88900757,0.00253829
139.3730011,0.0022366
139.86000061,0.00192585
140.35099792,0.00159185
140.84500122,0.0013164
141.34300232,0.00105967
141.84399414,0.00083636
142.34899902,0.0006717
142.85699463,0.00053865
143.3690033,0.00043019
143.88499451,0.00035439
144.40400696,0.00028647
144.92799377,0.00021861
145.45500183,0.00016899
145.98500061,0.00013475
146.52000427,0.00010513
147.05900574,8.315e-05
147.60099792,6.48e-05
148.147995,4.721e-05
148.69900513,3.549e-05
149.2539978,2.9e-05
149.81300354,2.248e-05
150.37600708,1.724e-05
150.94299316,1.456e-05
151.51499939,1.193e-05
152.09100342,9.26e-06
152.67199707,7.79e-06
153.25700378,6.37e-06
153.84599304,4.84e-06
154.44000244,4.08e-06
155.03900146,3.3e-06
155.64199829,2.32e-06
156.25,1.9e-06
156.86300659,1.73e-06
157.47999573,1.35e-06
158.10299683,1.1e-06
158.72999573,9.5e-07
159.36300659,7.1e-07
160,5.7e-07
160.64300537,5.3e-07
161.28999329,3.9e-07
161.94299316,3e-07
162.602005,2.8e-07
163.26499939,2.2e-07
163.93400574,1.6e-07
164.60899353,1.6e-07
165.28900146,1.5e-07
165.9750061,1e-07
166.66700745,1e-07
167.36399841,1e-07
168.06700134,7e-08
168.77600098,6e-08
169.49200439,7e-08
170.21299744,8e-08
170.94000244,9e-08
171.67399597,9e-08
172.41400146,7e-08
173.16000366,6e-08
173.91299438,5e-08
174.67199707,4e-08
175.43899536,4e-08
176.21099854,3e-08
176.99099731,3e-08
177.77799988,2e-08
178.57099915,2e-08
179.37199402,2e-08
180.17999268,2e-08
180.99499512,2e-08
181.81799316,1e-08
182.647995,1e-08
183.48599243,1e-08
184.33200073,1e-08
185.18499756,1e-08
186.04699707,1e-08
186.91600037,1e-08
187.79299927,0
188.67900085,0
189.57299805,0
190.47599792,0
191.38800049,0
192.30799866,0
193.23699951,0
194.17500305,0
195.12199402,0
196.07800293,0
197.04400635,0
198.02000427,0
199.00500488,0
200,0
201.00500488,0
202.02000427,0
203.04600525,0
204.08200073,0
205.12800598,0
206.18600464,0
207.2539978,0
208.33299255,0
209.42399597,0
210.52600098,0
211.63999939,0
212.76600647,0
213.90400696,0
215.05400085,0
216.21600342,0
217.39100647,0
218.57899475,0
219.77999878,0
220.9940033,0
222.22200012,0
223.46400452,0
224.71899414,0
225.98899841,0
227.272995,0
228.57099915,0
229.88499451,0
231.21400452,0
232.55799866,0
233.91799927,0
235.29400635,0
236.68600464,0
238.09500122,0
239.52099609,0
240.96400452,0
242.42399597,0
243.9019928,0
245.39900208,0
246.91400146,0
248.44700623,0
250,0
251.57200623,0
253.16499329,0
254.7769928,0
256.41000366,0
258.06500244,0
259.73999023,0
261.43798828,0
263.1579895,0
264.90100098,0
266.66699219,0
268.45599365,0
270.26998901,0
272.10900879,0
273.97299194,0
275.86196899,0
277.77801514,0
279.72000122,0
281.69000244,0
283.68798828,0
285.71398926,0
287.76998901,0
289.85501099,0
291.9710083,0
294.11801147,0
296.29598999,0
298.50698853,0
300.75201416,0
303.02999878,0
305.34399414,0
307.69198608,0
310.07800293,0
312.5,0
314.96099854,0
317.45999146,0
320,0
322.58099365,0
325.20300293,0
327.86898804,0
330.57901001,0
333.33297729,0
336.13400269,0
338.98300171,1e-08
341.88000488,1e-08
344.82800293,0
347.82598877,0
350.87701416,0
353.98199463,0
357.14300537,0
360.35998535,0
363.63598633,0
366.97198486,0
370.36999512,0
373.83200073,0
377.35800171,0
380.95199585,0
384.61499023,0
388.3500061,0
392.15701294,0
396.04000854,0
400,0
404.04000854,0
408.16299438,0
412.3710022,0
416.66702271,0
421.05300903,0
425.53201294,0
430.10800171,0
434.7829895,0
439.55999756,0
444.44400024,0
449.43798828,0
454.54501343,0
459.76998901,0
465.11599731,0
470.5880127,0
476.19000244,0
481.92800903,0
487.80499268,0
493.82699585,0
500,0
