Wavelength,PLANCK_1400
5.7577E+03,2.9211E-13
5.7023E+03,2.9938E-13
5.6480E+03,3.0691E-13
5.5947E+03,3.1471E-13
5.5425E+03,3.2280E-13
5.4911E+03,3.3118E-13
5.4408E+03,3.3986E-13
5.3913E+03,3.4886E-13
5.3427E+03,3.5820E-13
5.2950E+03,3.6788E-13
5.2482E+03,3.7793E-13
5.2021E+03,3.8835E-13
5.1569E+03,3.9917E-13
5.1124E+03,4.1040E-13
5.0687E+03,4.2206E-13
5.0258E+03,4.3416E-13
4.9836E+03,4.4673E-13
4.9420E+03,4.5979E-13
4.9012E+03,4.7337E-13
4.8610E+03,4.8747E-13
4.8215E+03,5.0213E-13
4.7826E+03,5.1738E-13
4.7443E+03,5.3323E-13
4.7067E+03,5.4972E-13
4.6696E+03,5.6688E-13
4.6331E+03,5.8474E-13
4.5972E+03,6.0333E-13
4.5619E+03,6.2268E-13
4.5270E+03,6.4283E-13
4.4927E+03,6.6383E-13
4.4590E+03,6.8570E-13
4.4257E+03,7.0849E-13
4.3929E+03,7.3225E-13
4.3606E+03,7.5702E-13
4.3288E+03,7.8286E-13
4.2974E+03,8.0981E-13
4.2665E+03,8.3793E-13
4.2360E+03,8.6727E-13
4.2060E+03,8.9791E-13
4.1764E+03,9.2990E-13
4.1472E+03,9.6331E-13
4.1184E+03,9.9822E-13
4.0899E+03,1.0347E-12
4.0619E+03,1.0728E-12
4.0343E+03,1.1127E-12
4.0070E+03,1.1544E-12
3.9802E+03,1.1980E-12
3.9536E+03,1.2436E-12
3.9274E+03,1.2914E-12
3.9016E+03,1.3414E-12
3.8761E+03,1.3938E-12
3.8509E+03,1.4486E-12
3.8261E+03,1.5061E-12
3.8016E+03,1.5664E-12
3.7773E+03,1.6295E-12
3.7534E+03,1.6958E-12
3.7298E+03,1.7653E-12
3.7065E+03,1.8382E-12
3.6835E+03,1.9147E-12
3.6608E+03,1.9950E-12
3.6383E+03,2.0794E-12
3.6161E+03,2.1681E-12
3.5942E+03,2.2612E-12
3.5725E+03,2.3592E-12
3.5512E+03,2.4621E-12
3.5300E+03,2.5705E-12
3.5091E+03,2.6844E-12
3.4885E+03,2.8043E-12
3.4681E+03,2.9306E-12
3.4479E+03,3.0636E-12
3.4280E+03,3.2037E-12
3.4083E+03,3.3513E-12
3.3888E+03,3.5069E-12
3.3696E+03,3.6709E-12
3.3505E+03,3.8440E-12
3.3317E+03,4.0266E-12
3.3131E+03,4.2194E-12
3.2947E+03,4.4229E-12
3.2765E+03,4.6379E-12
3.2585E+03,4.8650E-12
3.2407E+03,5.1051E-12
3.2231E+03,5.3589E-12
3.2056E+03,5.6273E-12
3.1884E+03,5.9114E-12
3.1714E+03,6.2120E-12
3.1545E+03,6.5303E-12
3.1378E+03,6.8674E-12
3.1213E+03,7.2245E-12
3.1049E+03,7.6031E-12
3.0888E+03,8.0045E-12
3.0728E+03,8.4302E-12
3.0569E+03,8.8820E-12
3.0412E+03,9.3615E-12
3.0257E+03,9.8707E-12
3.0104E+03,1.0412E-11
2.9952E+03,1.0986E-11
2.9801E+03,1.1597E-11
2.9652E+03,1.2247E-11
2.9505E+03,1.2939E-11
2.9359E+03,1.3674E-11
2.9214E+03,1.4458E-11
2.9071E+03,1.5293E-11
2.8929E+03,1.6182E-11
2.8788E+03,1.7130E-11
2.8649E+03,1.8141E-11
2.8512E+03,1.9220E-11
2.8375E+03,2.0371E-11
2.8240E+03,2.1600E-11
2.8106E+03,2.2914E-11
2.7974E+03,2.4317E-11
2.7842E+03,2.5818E-11
2.7712E+03,2.7423E-11
2.7583E+03,2.9141E-11
2.7456E+03,3.0980E-11
2.7329E+03,3.2949E-11
2.7204E+03,3.5060E-11
2.7080E+03,3.7322E-11
2.6956E+03,3.9749E-11
2.6835E+03,4.2353E-11
2.6714E+03,4.5148E-11
2.6594E+03,4.8150E-11
2.6475E+03,5.1376E-11
2.6357E+03,5.4844E-11
2.6241E+03,5.8574E-11
2.6125E+03,6.2587E-11
2.6011E+03,6.6908E-11
2.5897E+03,7.1563E-11
2.5784E+03,7.6580E-11
2.5673E+03,8.1988E-11
2.5562E+03,8.7823E-11
2.5452E+03,9.4122E-11
2.5344E+03,1.0092E-10
2.5236E+03,1.0827E-10
2.5129E+03,1.1622E-10
2.5023E+03,1.2481E-10
2.4918E+03,1.3411E-10
2.4813E+03,1.4418E-10
2.4710E+03,1.5509E-10
2.4608E+03,1.6692E-10
2.4506E+03,1.7975E-10
2.4405E+03,1.9368E-10
2.4305E+03,2.0880E-10
2.4206E+03,2.2523E-10
2.4107E+03,2.4309E-10
2.4010E+03,2.6253E-10
2.3913E+03,2.8368E-10
2.3817E+03,3.0672E-10
2.3722E+03,3.3183E-10
2.3627E+03,3.5922E-10
2.3533E+03,3.8911E-10
2.3440E+03,4.2174E-10
2.3348E+03,4.5740E-10
2.3257E+03,4.9640E-10
2.3166E+03,5.3906E-10
2.3076E+03,5.8577E-10
2.2986E+03,6.3695E-10
2.2897E+03,6.9307E-10
2.2809E+03,7.5464E-10
2.2722E+03,8.2224E-10
2.2635E+03,8.9652E-10
2.2549E+03,9.7820E-10
2.2464E+03,1.0681E-09
2.2379E+03,1.1671E-09
2.2295E+03,1.2761E-09
2.2211E+03,1.3964E-09
2.2128E+03,1.5292E-09
2.2046E+03,1.6759E-09
2.1965E+03,1.8381E-09
2.1883E+03,2.0176E-09
2.1803E+03,2.2163E-09
2.1723E+03,2.4366E-09
2.1644E+03,2.6810E-09
2.1565E+03,2.9523E-09
2.1487E+03,3.2538E-09
2.1409E+03,3.5892E-09
2.1332E+03,3.9626E-09
2.1256E+03,4.3787E-09
2.1180E+03,4.8428E-09
2.1105E+03,5.3609E-09
2.1030E+03,5.9401E-09
2.0956E+03,6.5879E-09
2.0882E+03,7.3135E-09
2.0809E+03,8.1268E-09
2.0736E+03,9.0395E-09
2.0664E+03,1.0065E-08
2.0592E+03,1.1218E-08
2.0521E+03,1.2517E-08
2.0450E+03,1.3980E-08
2.0379E+03,1.5632E-08
2.0310E+03,1.7498E-08
2.0240E+03,1.9609E-08
2.0172E+03,2.2000E-08
2.0103E+03,2.4712E-08
2.0035E+03,2.7791E-08
1.9968E+03,3.1292E-08
1.9901E+03,3.5278E-08
1.9834E+03,3.9822E-08
1.9768E+03,4.5011E-08
1.9702E+03,5.0943E-08
1.9637E+03,5.7737E-08
1.9572E+03,6.5527E-08
1.9508E+03,7.4476E-08
1.9444E+03,8.4771E-08
1.9380E+03,9.6633E-08
1.9317E+03,1.1033E-07
1.9255E+03,1.2616E-07
1.9192E+03,1.4449E-07
1.9130E+03,1.6577E-07
1.9069E+03,1.9051E-07
1.9008E+03,2.1933E-07
1.8947E+03,2.5296E-07
1.8887E+03,2.9229E-07
1.8827E+03,3.3839E-07
1.8767E+03,3.9253E-07
1.8708E+03,4.5628E-07
1.8649E+03,5.3149E-07
1.8591E+03,6.2045E-07
1.8533E+03,7.2594E-07
1.8475E+03,8.5135E-07
1.8417E+03,1.0009E-06
1.8360E+03,1.1796E-06
1.8304E+03,1.3938E-06
1.8247E+03,1.6515E-06
1.8191E+03,1.9622E-06
1.8136E+03,2.3384E-06
1.8081E+03,2.7952E-06
1.8026E+03,3.3520E-06
1.7971E+03,4.0333E-06
1.7917E+03,4.8701E-06
1.7863E+03,5.9023E-06
1.7809E+03,7.1812E-06
1.7756E+03,8.7730E-06
1.7703E+03,1.0764E-05
1.7650E+03,1.3268E-05
1.7598E+03,1.6434E-05
1.7546E+03,2.0462E-05
1.7494E+03,2.5618E-05
1.7442E+03,3.2264E-05
1.7391E+03,4.0893E-05
1.7340E+03,5.2189E-05
1.7290E+03,6.7103E-05
1.7240E+03,8.6983E-05
1.7190E+03,1.1376E-04
1.7140E+03,1.5025E-04
1.7091E+03,2.0062E-04
1.7041E+03,2.7117E-04
1.6993E+03,3.7162E-04
1.6944E+03,5.1741E-04
1.6896E+03,7.3373E-04
1.6848E+03,1.0633E-03
1.6800E+03,1.5817E-03
1.6753E+03,2.4305E-03
1.6705E+03,3.8947E-03
1.6658E+03,6.6082E-03
1.6612E+03,1.2211E-02
1.6565E+03,3.1755E-02
1.6519E+03,7.6425E-02
1.6473E+03,1.6710E-01
1.6428E+03,2.1464E-01
1.6382E+03,2.2518E-01
1.6337E+03,2.4436E-01
1.6292E+03,2.5995E-01
1.6248E+03,2.8891E-01
1.6203E+03,2.7381E-01
1.6159E+03,2.5540E-01
1.6115E+03,2.6695E-01
1.6072E+03,3.2167E-01
1.6028E+03,3.5186E-01
1.5985E+03,3.5646E-01
1.5942E+03,3.5206E-01
1.5899E+03,4.1398E-01
1.5857E+03,4.9679E-01
1.5814E+03,5.0969E-01
1.5772E+03,5.1154E-01
1.5731E+03,5.4817E-01
1.5689E+03,6.0870E-01
1.5648E+03,6.5074E-01
1.5606E+03,6.0382E-01
1.5565E+03,6.2379E-01
1.5525E+03,6.9179E-01
1.5484E+03,6.8781E-01
1.5444E+03,6.5785E-01
1.5404E+03,6.2326E-01
1.5364E+03,5.9349E-01
1.5324E+03,6.0491E-01
1.5285E+03,6.2018E-01
1.5245E+03,6.3958E-01
1.5206E+03,5.9805E-01
1.5167E+03,5.4325E-01
1.5129E+03,6.0506E-01
1.5090E+03,6.7723E-01
1.5052E+03,6.3015E-01
1.5014E+03,5.8391E-01
1.4976E+03,6.2828E-01
1.4938E+03,6.8054E-01
1.4901E+03,6.7009E-01
1.4863E+03,6.5683E-01
1.4826E+03,7.0087E-01
1.4789E+03,7.4948E-01
1.4752E+03,7.8400E-01
1.4716E+03,8.3120E-01
1.4679E+03,8.8865E-01
1.4643E+03,9.2227E-01
1.4607E+03,9.8109E-01
1.4571E+03,9.8738E-01
1.4535E+03,9.1939E-01
1.4500E+03,8.8995E-01
1.4464E+03,9.5193E-01
1.4429E+03,1.0000E+00
1.4394E+03,9.8921E-01
1.4359E+03,9.0845E-01
1.4325E+03,8.7586E-01
1.4290E+03,8.5839E-01
1.4256E+03,8.1375E-01
1.4222E+03,8.0636E-01
1.4188E+03,8.3632E-01
1.4154E+03,7.7657E-01
1.4120E+03,7.3242E-01
1.4087E+03,7.5405E-01
1.4053E+03,7.9204E-01
1.4020E+03,7.7262E-01
1.3987E+03,7.1031E-01
1.3954E+03,7.0257E-01
1.3921E+03,7.5882E-01
1.3889E+03,8.2888E-01
1.3856E+03,8.7554E-01
1.3824E+03,8.5146E-01
1.3792E+03,8.7140E-01
1.3760E+03,8.8609E-01
1.3728E+03,9.3134E-01
1.3696E+03,9.4911E-01
1.3695E+03,9.4842E-01
1.3692E+03,9.4675E-01
1.3688E+03,9.4495E-01
1.3685E+03,9.4306E-01
1.3682E+03,9.4110E-01
1.3679E+03,9.3906E-01
1.3676E+03,9.3688E-01
1.3673E+03,9.3451E-01
1.3670E+03,9.3184E-01
1.3667E+03,9.2885E-01
1.3665E+03,9.2675E-01
1.3663E+03,9.2547E-01
1.3660E+03,9.2164E-01
1.3657E+03,9.1732E-01
1.3654E+03,9.1251E-01
1.3651E+03,9.0721E-01
1.3648E+03,9.0150E-01
1.3645E+03,8.9545E-01
1.3642E+03,8.8920E-01
1.3639E+03,8.8289E-01
1.3635E+03,8.7666E-01
1.3633E+03,8.7229E-01
1.3632E+03,8.7068E-01
1.3629E+03,8.6510E-01
1.3626E+03,8.6003E-01
1.3623E+03,8.5557E-01
1.3620E+03,8.5179E-01
1.3617E+03,8.4869E-01
1.3614E+03,8.4625E-01
1.3611E+03,8.4440E-01
1.3607E+03,8.4304E-01
1.3604E+03,8.4206E-01
1.3602E+03,8.4142E-01
1.3601E+03,8.4130E-01
1.3598E+03,8.4063E-01
1.3595E+03,8.3991E-01
1.3592E+03,8.3903E-01
1.3589E+03,8.3790E-01
1.3586E+03,8.3649E-01
1.3583E+03,8.3477E-01
1.3580E+03,8.3279E-01
1.3577E+03,8.3062E-01
1.3574E+03,8.2837E-01
1.3571E+03,8.2640E-01
1.3570E+03,8.2618E-01
1.3567E+03,8.2420E-01
1.3564E+03,8.2259E-01
1.3561E+03,8.2148E-01
1.3558E+03,8.2104E-01
1.3555E+03,8.2135E-01
1.3552E+03,8.2249E-01
1.3549E+03,8.2451E-01
1.3546E+03,8.2741E-01
1.3543E+03,8.3113E-01
1.3540E+03,8.3556E-01
1.3540E+03,8.3563E-01
1.3537E+03,8.4078E-01
1.3534E+03,8.4647E-01
1.3531E+03,8.5257E-01
1.3527E+03,8.5893E-01
1.3524E+03,8.6542E-01
1.3521E+03,8.7191E-01
1.3518E+03,8.7829E-01
1.3515E+03,8.8448E-01
1.3512E+03,8.9041E-01
1.3509E+03,8.9603E-01
1.3509E+03,8.9643E-01
1.3506E+03,9.0131E-01
1.3503E+03,9.0624E-01
1.3500E+03,9.1083E-01
1.3497E+03,9.1507E-01
1.3494E+03,9.1898E-01
1.3491E+03,9.2256E-01
1.3488E+03,9.2581E-01
1.3485E+03,9.2872E-01
1.3482E+03,9.3127E-01
1.3479E+03,9.3345E-01
1.3478E+03,9.3375E-01
1.3476E+03,9.3522E-01
1.3473E+03,9.3653E-01
1.3470E+03,9.3736E-01
1.3467E+03,9.3767E-01
1.3464E+03,9.3743E-01
1.3461E+03,9.3662E-01
1.3457E+03,9.3521E-01
1.3454E+03,9.3321E-01
1.3451E+03,9.3063E-01
1.3448E+03,9.2748E-01
1.3448E+03,9.2659E-01
1.3445E+03,9.2379E-01
1.3442E+03,9.1958E-01
1.3439E+03,9.1491E-01
1.3436E+03,9.0981E-01
1.3433E+03,9.0432E-01
1.3430E+03,8.9851E-01
1.3427E+03,8.9240E-01
1.3424E+03,8.8607E-01
1.3421E+03,8.7956E-01
1.3418E+03,8.7295E-01
1.3417E+03,8.7076E-01
1.3415E+03,8.6631E-01
1.3412E+03,8.5972E-01
1.3409E+03,8.5328E-01
1.3406E+03,8.4710E-01
1.3403E+03,8.4130E-01
1.3400E+03,8.3601E-01
1.3397E+03,8.3138E-01
1.3394E+03,8.2754E-01
1.3391E+03,8.2463E-01
1.3388E+03,8.2278E-01
1.3387E+03,8.2236E-01
1.3385E+03,8.2210E-01
1.3382E+03,8.2268E-01
1.3379E+03,8.2458E-01
1.3376E+03,8.2782E-01
1.3373E+03,8.3239E-01
1.3370E+03,8.3824E-01
1.3367E+03,8.4528E-01
1.3364E+03,8.5337E-01
1.3361E+03,8.6236E-01
1.3358E+03,8.7206E-01
1.3357E+03,8.7717E-01
1.3355E+03,8.8227E-01
1.3352E+03,8.9277E-01
1.3349E+03,9.0334E-01
1.3346E+03,9.1377E-01
1.3343E+03,9.2388E-01
1.3340E+03,9.3347E-01
1.3337E+03,9.4242E-01
1.3334E+03,9.5059E-01
1.3332E+03,9.5790E-01
1.3329E+03,9.6430E-01
1.3327E+03,9.6765E-01
1.3326E+03,9.6973E-01
1.3323E+03,9.7421E-01
1.3320E+03,9.7774E-01
1.3317E+03,9.8033E-01
1.3314E+03,9.8204E-01
1.3311E+03,9.8288E-01
1.3308E+03,9.8290E-01
1.3305E+03,9.8214E-01
1.3302E+03,9.8064E-01
1.3299E+03,9.7840E-01
1.3297E+03,9.7648E-01
1.3296E+03,9.7548E-01
1.3293E+03,9.7189E-01
1.3290E+03,9.6766E-01
1.3287E+03,9.6281E-01
1.3284E+03,9.5739E-01
1.3281E+03,9.5144E-01
1.3278E+03,9.4500E-01
1.3275E+03,9.3814E-01
1.3272E+03,9.3091E-01
1.3269E+03,9.2340E-01
1.3267E+03,9.1748E-01
1.3266E+03,9.1566E-01
1.3264E+03,9.0777E-01
1.3261E+03,8.9980E-01
1.3258E+03,8.9182E-01
1.3255E+03,8.8387E-01
1.3252E+03,8.7600E-01
1.3249E+03,8.6825E-01
1.3246E+03,8.6064E-01
1.3243E+03,8.5320E-01
1.3240E+03,8.4594E-01
1.3238E+03,8.3989E-01
1.3237E+03,8.3886E-01
1.3234E+03,8.3200E-01
1.3231E+03,8.2538E-01
1.3228E+03,8.1902E-01
1.3225E+03,8.1299E-01
1.3222E+03,8.0735E-01
1.3220E+03,8.0217E-01
1.3217E+03,7.9756E-01
1.3214E+03,7.9360E-01
1.3211E+03,7.9043E-01
1.3208E+03,7.8825E-01
1.3208E+03,7.8814E-01
1.3205E+03,7.8685E-01
1.3202E+03,7.8664E-01
1.3199E+03,7.8760E-01
1.3196E+03,7.8977E-01
1.3193E+03,7.9317E-01
1.3190E+03,7.9779E-01
1.3188E+03,8.0358E-01
1.3185E+03,8.1047E-01
1.3182E+03,8.1835E-01
1.3179E+03,8.2708E-01
1.3179E+03,8.2732E-01
1.3176E+03,8.3649E-01
1.3173E+03,8.4641E-01
1.3170E+03,8.5666E-01
1.3167E+03,8.6704E-01
1.3164E+03,8.7739E-01
1.3161E+03,8.8751E-01
1.3159E+03,8.9726E-01
1.3156E+03,9.0648E-01
1.3153E+03,9.1505E-01
1.3150E+03,9.2287E-01
1.3149E+03,9.2370E-01
1.3147E+03,9.2983E-01
1.3144E+03,9.3587E-01
1.3141E+03,9.4093E-01
1.3138E+03,9.4494E-01
1.3135E+03,9.4786E-01
1.3133E+03,9.4967E-01
1.3130E+03,9.5032E-01
1.3127E+03,9.4981E-01
1.3124E+03,9.4811E-01
1.3121E+03,9.4524E-01
1.3120E+03,9.4451E-01
1.3118E+03,9.4120E-01
1.3115E+03,9.3605E-01
1.3112E+03,9.2985E-01
1.3109E+03,9.2268E-01
1.3107E+03,9.1468E-01
1.3104E+03,9.0598E-01
1.3101E+03,8.9677E-01
1.3098E+03,8.8725E-01
1.3095E+03,8.7764E-01
1.3092E+03,8.6819E-01
1.3091E+03,8.6553E-01
1.3089E+03,8.5913E-01
1.3087E+03,8.5071E-01
1.3084E+03,8.4314E-01
1.3081E+03,8.3664E-01
1.3078E+03,8.3136E-01
1.3075E+03,8.2745E-01
1.3072E+03,8.2499E-01
1.3069E+03,8.2402E-01
1.3067E+03,8.2453E-01
1.3064E+03,8.2647E-01
1.3063E+03,8.2754E-01
1.3061E+03,8.2974E-01
1.3058E+03,8.3422E-01
1.3055E+03,8.3974E-01
1.3052E+03,8.4612E-01
1.3049E+03,8.5319E-01
1.3047E+03,8.6074E-01
1.3044E+03,8.6860E-01
1.3041E+03,8.7659E-01
1.3038E+03,8.8457E-01
1.3035E+03,8.9241E-01
1.3034E+03,8.9595E-01
1.3032E+03,9.0001E-01
1.3030E+03,9.0728E-01
1.3027E+03,9.1417E-01
1.3024E+03,9.2064E-01
1.3021E+03,9.2666E-01
1.3018E+03,9.3223E-01
1.3015E+03,9.3733E-01
1.3013E+03,9.4197E-01
1.3010E+03,9.4613E-01
1.3007E+03,9.4981E-01
1.3005E+03,9.5162E-01
1.3004E+03,9.5300E-01
1.3001E+03,9.5570E-01
1.2998E+03,9.5790E-01
1.2996E+03,9.5958E-01
1.2993E+03,9.6075E-01
1.2990E+03,9.6140E-01
1.2987E+03,9.6156E-01
1.2984E+03,9.6126E-01
1.2981E+03,9.6043E-01
1.2979E+03,9.5882E-01
1.2977E+03,9.5771E-01
1.2949E+03,9.4424E-01
1.2920E+03,9.4991E-01
1.2892E+03,9.7718E-01
1.2864E+03,9.8672E-01
1.2836E+03,8.8283E-01
1.2809E+03,7.4891E-01
1.2781E+03,7.4037E-01
1.2754E+03,7.7856E-01
1.2726E+03,8.1700E-01
1.2699E+03,8.5856E-01
1.2672E+03,8.0477E-01
1.2645E+03,7.8911E-01
1.2618E+03,8.6605E-01
1.2591E+03,9.4848E-01
1.2564E+03,9.6790E-01
1.2538E+03,9.4961E-01
1.2511E+03,8.7410E-01
1.2485E+03,8.1300E-01
1.2459E+03,7.7902E-01
1.2433E+03,7.7170E-01
1.2407E+03,8.1142E-01
1.2381E+03,8.6997E-01
1.2355E+03,8.9975E-01
1.2329E+03,8.7759E-01
1.2304E+03,8.0590E-01
1.2278E+03,7.6205E-01
1.2253E+03,7.5787E-01
1.2228E+03,8.0161E-01
1.2203E+03,8.2067E-01
1.2177E+03,7.7059E-01
1.2153E+03,6.5593E-01
1.2128E+03,5.4978E-01
1.2103E+03,5.0394E-01
1.2078E+03,5.3282E-01
1.2054E+03,5.9339E-01
1.2029E+03,6.2200E-01
1.2005E+03,5.9881E-01
1.1981E+03,5.7347E-01
1.1957E+03,5.6893E-01
1.1932E+03,5.3431E-01
1.1908E+03,5.1199E-01
1.1885E+03,5.3979E-01
1.1861E+03,5.5417E-01
1.1837E+03,4.9757E-01
1.1814E+03,4.0423E-01
1.1790E+03,3.3518E-01
1.1767E+03,3.2048E-01
1.1743E+03,3.5018E-01
1.1720E+03,3.5826E-01
1.1697E+03,2.9330E-01
1.1674E+03,2.2160E-01
1.1651E+03,1.9166E-01
1.1628E+03,1.8694E-01
1.1606E+03,1.7471E-01
1.1583E+03,1.5906E-01
1.1560E+03,1.3734E-01
1.1538E+03,1.1887E-01
1.1515E+03,9.9419E-02
1.1493E+03,9.1564E-02
1.1471E+03,9.8935E-02
1.1449E+03,1.0525E-01
1.1427E+03,1.0380E-01
1.1405E+03,9.3124E-02
1.1383E+03,7.7630E-02
1.1361E+03,6.8750E-02
1.1339E+03,6.8957E-02
1.1318E+03,6.9786E-02
1.1296E+03,5.7668E-02
1.1275E+03,3.8673E-02
1.1253E+03,2.6194E-02
1.1232E+03,2.1181E-02
1.1211E+03,1.8786E-02
1.1189E+03,1.5932E-02
1.1168E+03,1.3420E-02
1.1147E+03,1.1747E-02
1.1127E+03,1.0481E-02
1.1106E+03,9.1465E-03
1.1085E+03,9.5171E-03
1.1064E+03,1.1077E-02
1.1044E+03,1.2171E-02
1.1023E+03,1.1962E-02
1.0989E+03,1.0180E-02
1.0929E+03,8.3314E-03
1.0870E+03,6.8936E-03
1.0811E+03,5.8829E-03
1.0753E+03,5.2319E-03
1.0695E+03,4.7249E-03
1.0638E+03,4.1804E-03
1.0582E+03,3.8116E-03
1.0526E+03,3.5460E-03
1.0471E+03,3.2444E-03
1.0417E+03,2.8004E-03
1.0363E+03,2.5610E-03
1.0309E+03,2.5819E-03
1.0256E+03,2.4658E-03
1.0204E+03,2.1352E-03
1.0152E+03,2.0559E-03
1.0101E+03,2.0925E-03
1.0050E+03,1.9347E-03
1.0000E+03,2.9846E-03
9.9502E+02,2.4847E-03
9.9010E+02,2.1712E-03
9.8522E+02,2.0722E-03
9.8039E+02,2.0137E-03
9.7561E+02,1.9879E-03
9.7087E+02,1.9234E-03
9.6618E+02,1.8561E-03
9.6154E+02,1.7858E-03
9.5694E+02,1.6209E-03
9.5238E+02,1.3715E-03
9.4787E+02,1.3908E-03
9.4340E+02,1.4269E-03
9.3897E+02,1.3080E-03
9.3458E+02,1.1500E-03
9.3023E+02,1.0503E-03
9.2593E+02,1.0323E-03
9.2166E+02,9.7404E-04
9.1743E+02,8.7843E-04
9.1324E+02,8.4947E-04
9.0909E+02,8.8703E-04
9.0498E+02,8.5175E-04
9.0090E+02,7.6593E-04
8.9686E+02,6.6369E-04
8.9286E+02,5.8155E-04
8.8889E+02,5.6912E-04
8.8496E+02,4.8051E-04
8.8106E+02,3.9730E-04
8.7719E+02,3.8320E-04
8.7336E+02,3.6305E-04
8.6957E+02,2.7759E-04
8.6580E+02,2.4168E-04
8.6207E+02,2.5604E-04
8.5837E+02,2.3077E-04
8.5470E+02,1.5916E-04
8.5106E+02,1.5477E-04
8.4746E+02,1.9754E-04
8.4388E+02,1.9479E-04
8.4034E+02,1.2370E-04
8.3682E+02,4.6041E-05
8.3333E+02,1.0577E-05
8.2988E+02,5.1574E-06
8.2645E+02,1.7528E-05
8.2305E+02,2.6447E-05
8.1967E+02,2.3931E-05
8.1633E+02,1.6329E-05
8.1301E+02,6.4200E-06
8.0972E+02,1.6154E-07
8.0645E+02,1.8035E-06
8.0321E+02,1.0343E-07
8.0000E+02,2.6122E-06
7.9681E+02,3.9922E-06
7.9365E+02,3.4543E-06
7.9051E+02,1.6384E-06
7.8740E+02,2.5981E-07
7.8431E+02,5.1866E-07
7.8125E+02,3.7764E-07
7.7821E+02,2.4060E-07
7.7519E+02,6.8341E-07
7.7220E+02,1.0006E-06
7.6923E+02,5.8145E-07
7.6628E+02,1.0988E-06
7.6336E+02,1.2345E-06
7.6046E+02,4.2418E-07
7.5758E+02,6.3742E-08
7.5472E+02,1.0521E-06
7.5188E+02,1.8511E-06
7.4906E+02,2.0756E-06
7.4627E+02,2.1352E-06
7.4349E+02,2.3681E-06
7.4074E+02,2.5976E-06
7.3801E+02,1.8998E-06
7.3529E+02,1.5916E-06
7.3260E+02,1.9980E-06
7.2993E+02,2.2253E-06
