Wavelength,PLANKC_2100
2.1308E+01,4.7904E-28
2.1306E+01,6.6158E-28
2.1304E+01,7.6700E-28
2.1302E+01,7.4237E-28
2.1299E+01,5.6908E-28
2.1297E+01,3.0674E-28
2.1295E+01,8.9216E-29
2.1292E+01,6.2935E-30
2.1290E+01,1.7301E-29
2.1288E+01,1.5908E-29
2.1286E+01,9.8440E-30
2.1283E+01,8.5227E-30
2.1281E+01,4.5515E-29
2.1279E+01,1.0356E-28
2.1277E+01,1.4879E-28
2.1274E+01,1.6797E-28
2.1272E+01,1.5639E-28
2.1270E+01,1.1405E-28
2.1268E+01,4.5894E-29
2.1265E+01,3.7600E-29
2.1263E+01,3.7693E-29
2.1261E+01,3.0133E-29
2.1259E+01,2.1663E-29
2.1256E+01,1.3423E-29
2.1254E+01,6.4857E-30
2.1252E+01,1.7361E-30
2.1249E+01,9.1368E-31
2.1247E+01,1.7567E-30
2.1245E+01,6.1800E-30
2.1243E+01,1.0131E-29
2.1240E+01,1.3011E-29
2.1238E+01,1.4477E-29
2.1236E+01,1.4473E-29
2.1234E+01,9.7725E-30
2.1231E+01,1.0355E-29
2.1229E+01,1.7525E-29
2.1227E+01,1.3307E-29
2.1225E+01,4.7487E-30
2.1222E+01,1.7197E-32
2.1220E+01,2.3829E-29
2.1218E+01,4.9728E-29
2.1216E+01,6.8956E-29
2.1213E+01,7.6707E-29
2.1211E+01,7.2568E-29
2.1209E+01,4.5203E-29
2.1207E+01,3.3348E-29
2.1204E+01,3.2171E-28
2.1202E+01,1.8999E-27
2.1200E+01,4.8112E-27
2.1198E+01,8.4331E-27
2.1195E+01,1.1106E-26
2.1193E+01,1.0273E-26
2.1191E+01,5.4759E-27
2.1189E+01,1.3049E-28
2.1186E+01,1.6486E-27
2.1184E+01,1.5760E-27
2.1182E+01,1.0624E-27
2.1180E+01,1.4889E-28
2.1177E+01,2.2050E-28
2.1175E+01,6.7363E-28
2.1173E+01,9.9558E-28
2.1171E+01,9.9699E-28
2.1169E+01,7.0960E-28
2.1166E+01,3.3144E-28
2.1164E+01,6.3761E-29
2.1162E+01,5.8680E-28
2.1160E+01,1.0089E-27
2.1157E+01,7.0901E-28
2.1155E+01,2.5777E-28
2.1153E+01,1.0096E-28
2.1151E+01,5.7357E-28
2.1148E+01,4.5553E-28
2.1146E+01,1.9941E-28
2.1144E+01,1.5484E-29
2.1142E+01,7.9334E-30
2.1139E+01,7.8765E-30
2.1137E+01,5.2971E-30
2.1135E+01,1.3283E-29
2.1133E+01,1.9531E-29
2.1130E+01,3.0145E-29
2.1128E+01,4.5503E-29
2.1126E+01,6.4794E-29
2.1124E+01,8.4337E-29
2.1122E+01,2.1256E-29
2.1119E+01,1.1015E-28
2.1117E+01,2.2131E-28
2.1115E+01,3.0138E-27
2.1113E+01,6.9193E-27
2.1110E+01,1.0144E-26
2.1108E+01,1.1128E-26
2.1106E+01,9.5564E-27
2.1104E+01,6.6799E-27
2.1101E+01,1.4091E-26
2.1099E+01,1.1005E-26
2.1097E+01,5.3494E-27
2.1095E+01,2.3828E-27
2.1093E+01,1.3682E-27
2.1090E+01,2.6784E-27
2.1088E+01,6.3990E-27
2.1086E+01,9.5574E-27
2.1084E+01,1.0797E-26
2.1081E+01,8.7996E-27
2.1079E+01,5.3170E-27
2.1077E+01,2.0378E-27
2.1075E+01,1.0996E-28
2.1073E+01,1.1443E-27
2.1070E+01,1.2773E-27
2.1068E+01,8.6370E-28
2.1066E+01,1.6581E-27
2.1064E+01,8.1454E-27
2.1061E+01,1.0781E-26
2.1059E+01,3.9662E-26
2.1057E+01,1.4055E-25
2.1055E+01,2.5628E-25
2.1053E+01,3.2832E-25
2.1050E+01,3.2690E-25
2.1048E+01,2.6610E-25
2.1046E+01,1.7509E-25
2.1044E+01,8.3506E-26
2.1042E+01,2.0775E-26
2.1039E+01,3.6908E-29
2.1037E+01,8.5154E-29
2.1035E+01,1.2790E-28
2.1033E+01,1.5205E-28
2.1030E+01,1.5437E-28
2.1028E+01,1.4666E-28
2.1026E+01,1.4261E-28
2.1024E+01,1.3705E-28
2.1022E+01,1.1583E-28
2.1019E+01,7.2927E-29
2.1017E+01,2.4542E-29
2.1015E+01,1.5522E-31
2.1013E+01,3.6732E-30
2.1011E+01,5.4009E-31
2.1008E+01,1.8856E-29
2.1006E+01,5.1331E-29
2.1004E+01,9.5933E-29
2.1002E+01,1.4855E-28
2.1000E+01,2.0501E-28
2.0997E+01,3.2172E-29
2.0995E+01,3.2206E-28
2.0993E+01,7.0019E-28
2.0991E+01,1.0610E-27
2.0989E+01,1.3289E-27
2.0986E+01,1.4216E-27
2.0984E+01,1.2856E-27
2.0982E+01,9.7190E-28
2.0980E+01,3.8310E-27
2.0978E+01,3.9382E-27
2.0975E+01,2.1816E-27
2.0973E+01,1.3110E-28
2.0971E+01,7.0474E-29
2.0969E+01,1.3935E-31
2.0967E+01,3.5393E-29
2.0964E+01,1.6199E-30
2.0962E+01,9.9351E-29
2.0960E+01,2.2028E-28
2.0958E+01,2.5865E-28
2.0956E+01,2.6360E-28
2.0953E+01,7.4775E-27
2.0951E+01,1.2633E-26
2.0949E+01,1.1171E-26
2.0947E+01,4.4698E-27
2.0945E+01,3.2882E-27
2.0942E+01,1.6150E-27
2.0940E+01,7.4916E-28
2.0938E+01,7.3045E-28
2.0936E+01,2.1292E-27
2.0934E+01,1.4921E-27
2.0931E+01,2.3372E-28
2.0929E+01,1.5763E-28
2.0927E+01,1.2868E-28
2.0925E+01,1.6712E-28
2.0923E+01,6.2536E-30
2.0921E+01,3.7508E-28
2.0918E+01,7.1830E-28
2.0916E+01,5.2503E-28
2.0914E+01,2.6414E-28
2.0912E+01,4.8286E-28
2.0910E+01,4.0880E-28
2.0907E+01,3.2886E-28
2.0905E+01,2.6710E-28
2.0903E+01,1.7149E-28
2.0901E+01,1.8940E-28
2.0899E+01,4.6404E-28
2.0896E+01,1.9712E-28
2.0894E+01,1.8345E-29
2.0892E+01,1.7504E-27
2.0890E+01,4.7196E-27
2.0888E+01,7.3682E-27
2.0886E+01,9.0993E-27
2.0883E+01,8.4747E-27
2.0881E+01,4.8863E-27
2.0879E+01,1.8520E-28
2.0877E+01,4.6306E-27
2.0875E+01,6.5478E-27
2.0872E+01,5.7407E-27
2.0870E+01,3.7162E-27
2.0868E+01,1.5518E-27
2.0866E+01,2.3105E-28
2.0864E+01,9.8085E-28
2.0862E+01,7.7566E-28
2.0859E+01,6.3644E-28
2.0857E+01,5.3324E-28
2.0855E+01,5.2771E-29
2.0853E+01,3.6734E-28
2.0851E+01,5.6238E-28
2.0849E+01,5.8213E-28
2.0846E+01,4.5114E-28
2.0844E+01,4.3608E-27
2.0842E+01,1.1371E-26
2.0840E+01,2.3341E-28
2.0838E+01,4.1366E-26
2.0836E+01,1.1443E-25
2.0833E+01,1.9027E-25
2.0831E+01,2.1869E-25
2.0829E+01,1.8005E-25
2.0827E+01,1.0398E-25
2.0825E+01,4.0008E-26
2.0822E+01,8.4280E-27
2.0820E+01,4.2023E-29
2.0818E+01,1.6065E-28
2.0816E+01,7.6202E-28
2.0814E+01,1.7252E-28
2.0812E+01,1.6088E-28
2.0809E+01,1.3851E-28
2.0807E+01,1.5109E-28
2.0805E+01,2.0905E-28
2.0803E+01,2.9553E-28
2.0801E+01,3.8800E-28
2.0799E+01,4.6450E-28
2.0797E+01,5.1755E-28
2.0794E+01,5.3487E-28
2.0792E+01,5.1260E-28
2.0790E+01,4.8078E-28
2.0788E+01,4.8000E-28
2.0786E+01,5.1734E-28
2.0784E+01,5.4750E-28
2.0781E+01,4.8210E-28
2.0779E+01,2.2025E-27
2.0777E+01,1.6869E-27
2.0775E+01,1.8960E-29
2.0773E+01,5.0682E-29
2.0771E+01,1.9120E-29
2.0768E+01,2.9898E-29
2.0766E+01,3.1665E-29
2.0764E+01,2.6519E-30
2.0762E+01,3.6030E-30
2.0760E+01,3.9305E-30
2.0758E+01,3.4329E-30
2.0756E+01,2.9132E-30
2.0753E+01,1.1712E-31
2.0751E+01,4.2054E-30
2.0749E+01,1.7405E-29
2.0747E+01,2.9633E-29
2.0745E+01,9.5536E-29
2.0743E+01,1.3446E-28
2.0740E+01,1.1726E-28
2.0738E+01,6.9358E-29
2.0736E+01,2.8293E-29
2.0734E+01,2.4124E-29
2.0732E+01,2.3379E-29
2.0730E+01,2.2900E-29
2.0728E+01,1.3346E-29
2.0725E+01,6.3121E-30
2.0723E+01,1.0685E-29
2.0721E+01,2.2941E-29
2.0719E+01,2.5872E-29
2.0717E+01,3.1271E-30
2.0715E+01,6.2123E-30
2.0713E+01,8.9120E-30
2.0710E+01,3.4815E-30
2.0708E+01,9.9067E-30
2.0706E+01,1.9200E-29
2.0704E+01,2.2556E-29
2.0702E+01,2.1548E-29
2.0700E+01,1.9335E-29
2.0698E+01,1.8127E-29
2.0695E+01,1.8374E-29
2.0693E+01,4.4971E-29
2.0691E+01,1.3608E-28
2.0689E+01,6.4031E-29
2.0687E+01,8.9524E-29
2.0685E+01,7.6275E-29
2.0683E+01,4.8868E-29
2.0680E+01,4.1179E-29
2.0678E+01,5.4813E-29
2.0676E+01,6.2860E-29
2.0674E+01,4.2074E-29
2.0672E+01,5.8945E-31
2.0670E+01,1.9657E-28
2.0668E+01,2.3546E-28
2.0665E+01,3.1135E-28
2.0663E+01,4.3929E-28
2.0661E+01,5.2824E-28
2.0659E+01,4.6913E-28
2.0657E+01,2.4690E-28
2.0655E+01,2.6952E-29
2.0653E+01,1.3583E-28
2.0650E+01,6.5058E-29
2.0648E+01,1.3077E-29
2.0646E+01,9.1460E-30
2.0644E+01,5.2782E-30
2.0642E+01,1.3666E-30
2.0640E+01,1.2629E-30
2.0638E+01,1.1439E-30
2.0636E+01,9.8848E-31
2.0633E+01,7.9846E-31
2.0631E+01,5.9498E-31
2.0629E+01,1.5189E-30
2.0627E+01,1.6352E-30
2.0625E+01,5.9484E-30
2.0623E+01,8.8680E-30
2.0621E+01,3.1356E-29
2.0619E+01,4.9201E-29
2.0616E+01,5.5643E-29
2.0614E+01,5.1657E-29
2.0612E+01,4.3235E-29
2.0610E+01,2.8367E-29
2.0608E+01,4.4807E-30
2.0606E+01,4.4488E-30
2.0604E+01,7.3692E-31
2.0602E+01,9.8598E-30
2.0599E+01,2.7854E-29
2.0597E+01,2.0610E-29
2.0595E+01,3.7296E-30
2.0593E+01,1.2127E-29
2.0591E+01,1.3206E-29
2.0589E+01,1.5801E-28
2.0587E+01,2.9969E-28
2.0585E+01,2.5409E-28
2.0582E+01,8.7843E-29
2.0580E+01,1.4151E-29
2.0578E+01,2.3293E-31
2.0576E+01,2.3975E-30
2.0574E+01,3.3730E-30
2.0572E+01,3.2975E-30
2.0570E+01,2.5157E-30
2.0568E+01,1.6498E-29
2.0566E+01,1.1229E-29
2.0563E+01,4.0824E-29
2.0561E+01,7.5029E-29
2.0559E+01,6.7120E-29
2.0557E+01,3.5670E-29
2.0555E+01,1.2574E-29
2.0553E+01,1.5725E-29
2.0551E+01,6.4091E-30
2.0549E+01,7.2101E-31
2.0547E+01,2.1876E-30
2.0544E+01,2.5356E-30
2.0542E+01,1.5584E-30
2.0540E+01,1.2291E-29
2.0538E+01,4.4492E-29
2.0536E+01,1.0711E-28
2.0534E+01,1.2552E-28
2.0532E+01,2.0420E-28
2.0530E+01,3.1574E-28
2.0528E+01,7.6333E-29
2.0525E+01,2.9592E-28
2.0523E+01,5.5483E-29
2.0521E+01,6.4218E-29
2.0519E+01,5.9150E-29
2.0517E+01,5.0706E-29
2.0515E+01,1.9058E-29
2.0513E+01,2.9968E-29
2.0511E+01,3.4232E-29
2.0509E+01,1.2530E-29
2.0507E+01,3.8892E-32
2.0504E+01,5.1362E-30
2.0502E+01,1.3218E-29
2.0500E+01,1.2986E-29
2.0498E+01,2.6270E-30
2.0496E+01,2.4217E-30
2.0494E+01,2.5952E-30
2.0492E+01,2.4378E-30
2.0490E+01,4.7339E-30
2.0488E+01,4.0775E-30
2.0486E+01,2.5642E-31
2.0483E+01,6.8076E-31
2.0481E+01,7.7891E-32
2.0479E+01,5.4461E-32
2.0477E+01,6.2841E-32
2.0475E+01,1.7113E-33
2.0473E+01,1.9114E-32
2.0471E+01,1.8757E-32
2.0469E+01,1.3143E-31
2.0467E+01,3.7270E-31
2.0465E+01,1.8110E-31
2.0462E+01,3.7292E-31
2.0460E+01,6.2883E-31
2.0458E+01,9.0006E-31
2.0456E+01,1.1211E-30
2.0454E+01,1.2286E-30
2.0452E+01,1.1757E-30
2.0450E+01,9.8472E-31
2.0448E+01,8.1269E-32
2.0446E+01,8.1408E-30
2.0444E+01,5.5057E-29
2.0442E+01,4.7079E-29
2.0439E+01,3.5915E-29
2.0437E+01,3.1647E-29
2.0435E+01,1.4269E-29
2.0433E+01,2.4263E-29
2.0431E+01,1.4681E-29
2.0429E+01,6.6253E-30
2.0427E+01,2.0206E-30
2.0425E+01,2.0819E-31
2.0423E+01,1.2037E-32
2.0421E+01,3.2916E-32
2.0419E+01,7.5007E-32
2.0416E+01,2.4247E-32
2.0414E+01,3.2592E-31
2.0412E+01,1.1943E-30
2.0410E+01,2.5249E-30
2.0408E+01,3.9748E-30
2.0406E+01,5.0893E-30
2.0404E+01,5.6379E-30
2.0402E+01,5.5215E-30
2.0400E+01,4.6725E-30
2.0398E+01,2.9155E-30
2.0396E+01,1.2514E-32
2.0394E+01,2.5699E-31
2.0392E+01,5.0253E-31
2.0389E+01,6.1700E-31
2.0387E+01,4.2036E-31
2.0385E+01,2.2316E-31
2.0383E+01,7.2712E-31
2.0381E+01,8.6368E-31
2.0379E+01,9.6694E-31
2.0377E+01,1.0240E-30
2.0375E+01,1.0325E-30
2.0373E+01,2.4854E-31
2.0371E+01,9.2226E-31
2.0369E+01,1.4020E-30
2.0367E+01,3.8406E-29
2.0365E+01,9.4441E-29
2.0362E+01,1.1996E-28
2.0360E+01,9.8363E-29
2.0358E+01,5.1715E-29
2.0356E+01,4.4714E-29
2.0354E+01,1.5216E-29
2.0352E+01,3.4639E-29
2.0350E+01,4.9576E-29
2.0348E+01,6.1114E-29
2.0346E+01,6.5972E-29
2.0344E+01,6.2841E-29
2.0342E+01,5.0646E-29
2.0340E+01,3.0205E-29
2.0338E+01,4.6134E-30
2.0336E+01,2.0285E-29
2.0333E+01,3.7847E-29
2.0331E+01,5.6373E-29
2.0329E+01,7.6232E-29
2.0327E+01,9.5581E-29
2.0325E+01,1.0862E-28
2.0323E+01,1.5527E-29
2.0321E+01,6.0079E-29
2.0319E+01,6.3991E-29
2.0317E+01,1.8463E-28
2.0315E+01,2.0062E-28
2.0313E+01,1.5875E-28
2.0311E+01,1.5736E-28
2.0309E+01,2.5677E-28
2.0307E+01,2.1966E-28
2.0305E+01,1.1489E-28
2.0303E+01,2.3165E-29
2.0300E+01,8.8769E-29
2.0298E+01,8.1790E-29
2.0296E+01,7.4018E-29
2.0294E+01,6.3662E-29
2.0292E+01,5.0319E-29
2.0290E+01,3.5600E-29
2.0288E+01,2.2071E-29
2.0286E+01,1.1779E-29
2.0284E+01,5.3129E-30
2.0282E+01,2.0622E-30
2.0280E+01,7.5350E-31
2.0278E+01,2.6711E-31
2.0276E+01,6.8319E-32
2.0274E+01,1.5542E-32
2.0272E+01,5.8897E-31
2.0270E+01,5.3718E-31
2.0268E+01,7.2178E-31
2.0265E+01,1.0678E-30
2.0263E+01,9.9184E-31
2.0261E+01,7.1015E-31
2.0259E+01,3.9688E-31
2.0257E+01,1.7762E-31
2.0255E+01,6.4781E-32
2.0253E+01,1.0545E-30
2.0251E+01,3.4438E-31
2.0249E+01,5.5267E-31
2.0247E+01,2.1379E-30
2.0245E+01,2.7483E-30
2.0243E+01,3.1286E-30
2.0241E+01,1.5207E-30
2.0239E+01,2.8688E-30
2.0237E+01,4.8923E-30
2.0235E+01,3.0599E-31
2.0233E+01,2.0580E-30
2.0231E+01,4.7072E-32
2.0229E+01,1.7275E-31
2.0227E+01,9.4005E-32
2.0224E+01,8.2602E-34
2.0222E+01,1.8618E-32
2.0220E+01,2.0244E-32
2.0218E+01,2.1614E-33
2.0216E+01,4.9883E-32
2.0214E+01,1.9334E-32
2.0212E+01,1.5834E-31
2.0210E+01,4.5902E-31
2.0208E+01,8.2861E-31
2.0206E+01,6.0100E-32
2.0204E+01,2.4176E-31
2.0202E+01,1.5118E-30
2.0200E+01,1.2452E-30
2.0198E+01,2.8950E-30
2.0196E+01,5.5141E-30
2.0194E+01,1.7078E-28
2.0192E+01,1.6639E-27
2.0190E+01,5.8536E-27
2.0188E+01,9.9784E-27
2.0186E+01,1.1499E-26
2.0184E+01,1.0117E-26
2.0182E+01,6.8637E-27
2.0180E+01,3.0315E-27
2.0178E+01,7.2795E-29
2.0176E+01,1.0976E-27
2.0173E+01,3.9937E-28
2.0171E+01,6.4037E-29
2.0169E+01,9.2558E-30
2.0167E+01,1.0347E-30
2.0165E+01,4.8256E-30
2.0163E+01,3.5165E-30
2.0161E+01,3.3060E-30
2.0159E+01,3.0585E-30
2.0157E+01,1.1843E-29
2.0155E+01,6.7015E-30
2.0153E+01,1.5227E-29
2.0151E+01,2.3000E-29
2.0149E+01,1.2027E-29
2.0147E+01,2.9042E-30
2.0145E+01,6.3385E-30
2.0143E+01,2.7507E-30
2.0141E+01,7.3988E-31
2.0139E+01,5.1496E-32
2.0137E+01,1.2968E-32
2.0135E+01,3.4768E-31
2.0133E+01,6.6885E-31
2.0131E+01,1.1533E-30
2.0129E+01,1.7145E-30
2.0127E+01,2.0811E-30
2.0125E+01,1.5865E-30
2.0123E+01,9.5597E-32
2.0121E+01,1.5732E-31
2.0119E+01,3.9095E-31
2.0117E+01,6.7049E-31
2.0115E+01,1.0568E-30
2.0113E+01,4.8048E-31
2.0111E+01,7.8647E-31
2.0109E+01,1.1632E-30
2.0107E+01,1.5649E-30
2.0105E+01,1.5973E-30
2.0103E+01,2.0993E-30
2.0101E+01,5.8834E-30
2.0098E+01,8.2980E-30
2.0096E+01,8.7876E-30
2.0094E+01,7.7638E-30
2.0092E+01,6.2984E-30
2.0090E+01,3.5210E-29
2.0088E+01,5.5115E-29
2.0086E+01,6.8953E-29
2.0084E+01,7.5849E-29
2.0082E+01,7.3883E-29
2.0080E+01,6.2000E-29
2.0078E+01,3.4241E-29
2.0076E+01,1.3580E-29
2.0074E+01,3.7053E-29
2.0072E+01,3.5569E-29
2.0070E+01,3.1541E-29
2.0068E+01,2.5832E-29
2.0066E+01,1.9886E-29
2.0064E+01,1.3897E-29
2.0062E+01,8.5117E-30
2.0060E+01,4.4854E-30
2.0058E+01,1.9496E-30
2.0056E+01,5.1864E-31
2.0054E+01,1.0508E-31
2.0052E+01,1.5802E-31
2.0050E+01,4.6513E-32
2.0048E+01,5.5964E-30
2.0046E+01,1.8006E-29
2.0044E+01,2.7337E-31
2.0042E+01,6.4974E-29
2.0040E+01,1.7377E-28
2.0038E+01,2.7164E-27
2.0036E+01,7.5072E-27
2.0034E+01,1.1444E-26
2.0032E+01,1.0829E-26
2.0030E+01,5.5168E-27
2.0028E+01,7.7846E-29
2.0026E+01,1.3812E-27
2.0024E+01,7.0378E-29
2.0022E+01,1.7819E-30
2.0020E+01,5.5643E-29
2.0018E+01,5.2757E-29
2.0016E+01,4.6018E-29
2.0014E+01,2.6942E-29
2.0012E+01,1.4214E-29
2.0010E+01,8.9018E-29
2.0008E+01,1.4986E-26
2.0006E+01,1.1628E-25
2.0004E+01,4.7509E-25
2.0002E+01,1.2248E-24
2.0000E+01,2.1151E-24
1.9998E+01,2.3716E-24
1.9996E+01,1.7752E-24
1.9994E+01,8.8779E-25
1.9992E+01,2.8159E-25
1.9990E+01,5.1070E-26
1.9988E+01,4.2341E-27
1.9986E+01,2.8034E-29
1.9984E+01,2.0260E-30
1.9982E+01,6.5758E-30
1.9980E+01,4.4395E-29
1.9978E+01,1.3588E-28
1.9976E+01,3.4799E-28
1.9974E+01,5.0978E-28
1.9972E+01,4.3433E-27
1.9970E+01,1.7036E-26
1.9968E+01,2.9299E-26
1.9966E+01,3.0127E-26
1.9964E+01,2.1360E-26
1.9962E+01,1.1124E-26
1.9960E+01,4.5897E-27
1.9958E+01,1.7474E-27
1.9956E+01,7.3576E-28
1.9954E+01,3.8659E-28
1.9952E+01,2.8378E-28
1.9950E+01,3.0729E-28
1.9948E+01,4.9411E-28
1.9946E+01,9.2458E-28
1.9944E+01,1.5361E-27
1.9942E+01,1.8970E-27
1.9940E+01,1.3690E-27
1.9938E+01,2.8154E-28
1.9936E+01,9.2516E-28
1.9934E+01,5.2528E-28
1.9932E+01,2.0827E-28
1.9930E+01,4.1599E-29
1.9928E+01,5.6943E-32
1.9926E+01,3.3681E-30
1.9924E+01,2.8046E-30
1.9922E+01,2.0195E-30
1.9920E+01,1.3389E-30
1.9918E+01,7.2748E-31
1.9916E+01,1.8909E-31
1.9914E+01,1.5497E-31
1.9912E+01,1.1947E-31
1.9910E+01,5.9664E-32
1.9908E+01,4.0776E-31
1.9906E+01,4.9590E-31
1.9904E+01,7.8931E-31
1.9902E+01,9.7042E-31
1.9900E+01,7.9692E-31
1.9899E+01,1.3063E-30
1.9897E+01,3.8130E-30
1.9895E+01,6.2865E-30
1.9893E+01,7.6960E-30
1.9891E+01,4.6500E-30
1.9889E+01,5.2157E-30
1.9887E+01,9.3745E-30
1.9885E+01,6.5538E-30
1.9883E+01,1.2889E-30
1.9881E+01,1.4157E-30
1.9879E+01,1.1781E-30
1.9877E+01,2.8919E-31
1.9875E+01,1.2798E-31
1.9873E+01,2.3119E-30
1.9871E+01,5.1938E-30
1.9869E+01,7.7439E-30
1.9867E+01,9.0263E-30
1.9865E+01,8.6044E-30
1.9863E+01,6.5609E-30
1.9861E+01,3.7229E-30
1.9859E+01,7.1557E-31
1.9857E+01,7.1165E-31
1.9855E+01,1.6158E-30
1.9853E+01,3.3752E-30
1.9851E+01,6.3668E-30
1.9849E+01,9.1059E-30
1.9847E+01,7.0718E-30
1.9845E+01,2.8032E-31
1.9843E+01,4.1619E-31
1.9841E+01,4.0933E-31
1.9839E+01,3.4428E-31
1.9837E+01,1.2422E-29
1.9835E+01,3.0547E-29
1.9833E+01,5.7026E-29
1.9831E+01,8.8208E-29
1.9829E+01,1.1019E-28
1.9828E+01,1.0781E-28
1.9826E+01,7.8765E-29
1.9824E+01,3.8089E-29
1.9822E+01,6.5201E-30
1.9820E+01,2.0586E-30
1.9818E+01,2.3928E-29
1.9816E+01,5.1168E-29
1.9814E+01,4.3525E-29
1.9812E+01,6.7122E-29
1.9810E+01,1.7353E-28
1.9808E+01,2.8699E-28
1.9806E+01,3.6580E-28
1.9804E+01,3.1872E-28
1.9802E+01,1.4557E-28
1.9800E+01,2.7175E-29
1.9798E+01,5.9857E-29
1.9796E+01,2.4444E-29
1.9794E+01,6.7838E-30
1.9792E+01,8.6182E-31
1.9790E+01,1.1272E-33
1.9788E+01,7.3755E-32
1.9786E+01,2.1559E-31
1.9784E+01,1.7416E-31
1.9782E+01,1.1168E-30
1.9780E+01,3.4216E-30
1.9778E+01,4.9016E-30
1.9777E+01,4.0426E-30
1.9775E+01,1.3853E-29
1.9773E+01,7.6200E-30
1.9771E+01,1.8040E-30
1.9769E+01,5.9047E-30
1.9767E+01,1.3730E-29
1.9765E+01,2.5315E-29
1.9763E+01,3.8216E-29
1.9761E+01,4.7305E-29
1.9759E+01,4.7488E-29
1.9757E+01,3.7905E-29
1.9755E+01,2.3101E-29
1.9753E+01,8.9160E-30
1.9751E+01,1.7843E-32
1.9749E+01,1.2813E-31
1.9747E+01,2.7025E-31
1.9745E+01,4.8629E-31
1.9743E+01,4.6344E-31
1.9741E+01,3.5485E-32
1.9739E+01,5.0226E-31
1.9737E+01,1.2804E-30
1.9736E+01,2.4478E-30
1.9734E+01,4.1198E-30
1.9732E+01,6.4708E-31
1.9730E+01,9.2969E-30
1.9728E+01,2.2974E-29
1.9726E+01,3.6886E-29
1.9724E+01,4.4580E-29
1.9722E+01,3.8025E-30
1.9720E+01,2.0767E-29
1.9718E+01,1.6078E-31
1.9716E+01,3.5601E-30
1.9714E+01,3.1945E-31
1.9712E+01,2.9715E-29
1.9710E+01,4.3522E-29
1.9708E+01,4.9789E-29
1.9706E+01,4.5382E-29
1.9704E+01,3.2891E-29
1.9702E+01,4.7457E-30
1.9701E+01,5.7634E-30
1.9699E+01,9.9225E-31
1.9697E+01,6.5761E-30
1.9695E+01,8.4426E-30
1.9693E+01,6.5788E-31
1.9691E+01,2.8078E-30
1.9689E+01,7.9392E-30
1.9687E+01,1.3757E-29
1.9685E+01,1.5497E-29
1.9683E+01,3.2867E-30
1.9681E+01,4.3161E-30
1.9679E+01,4.9129E-30
1.9677E+01,4.8997E-30
1.9675E+01,4.1774E-30
1.9673E+01,2.7517E-30
1.9671E+01,8.9141E-31
1.9670E+01,8.2756E-31
1.9668E+01,7.1876E-31
1.9666E+01,5.8800E-31
1.9664E+01,4.6449E-31
1.9662E+01,3.8397E-31
1.9660E+01,3.5557E-31
1.9658E+01,1.6347E-30
1.9656E+01,2.8562E-30
1.9654E+01,3.9196E-30
1.9652E+01,4.5101E-30
1.9650E+01,4.5497E-30
1.9648E+01,4.2456E-30
1.9646E+01,3.9522E-30
1.9644E+01,3.9422E-30
1.9643E+01,4.4159E-30
1.9641E+01,5.3809E-30
1.9639E+01,6.2548E-30
1.9637E+01,7.9516E-30
1.9635E+01,9.3168E-30
1.9633E+01,1.0746E-29
1.9631E+01,1.2012E-29
1.9629E+01,1.2678E-29
1.9627E+01,1.2365E-29
1.9625E+01,1.0629E-29
1.9623E+01,7.7565E-30
1.9621E+01,9.6944E-30
1.9619E+01,4.5861E-30
1.9617E+01,1.0840E-30
1.9616E+01,7.4982E-32
1.9614E+01,3.6133E-32
1.9612E+01,4.5889E-31
1.9610E+01,1.8519E-30
1.9608E+01,5.3757E-30
1.9606E+01,1.1920E-29
1.9604E+01,1.8606E-29
1.9602E+01,1.5503E-29
1.9600E+01,4.5177E-30
1.9598E+01,2.1231E-29
1.9596E+01,1.6034E-29
1.9594E+01,2.6991E-29
1.9592E+01,1.3721E-29
1.9591E+01,5.0030E-31
1.9589E+01,2.1867E-30
1.9587E+01,1.6901E-30
1.9585E+01,1.1307E-30
1.9583E+01,6.0940E-31
1.9581E+01,2.3657E-31
1.9579E+01,1.8825E-32
1.9577E+01,1.8918E-32
1.9575E+01,1.8014E-32
1.9573E+01,1.5638E-32
1.9571E+01,6.1292E-32
1.9569E+01,1.4558E-31
1.9568E+01,8.0474E-31
1.9566E+01,6.0102E-31
1.9564E+01,3.8506E-31
1.9562E+01,7.1962E-31
1.9560E+01,1.0295E-30
1.9558E+01,1.2360E-30
1.9556E+01,1.2830E-30
1.9554E+01,1.1522E-30
1.9552E+01,8.8673E-31
1.9550E+01,5.6450E-31
1.9548E+01,4.7459E-30
1.9547E+01,4.1443E-30
1.9545E+01,2.3128E-31
1.9543E+01,2.0430E-32
1.9541E+01,5.1063E-31
1.9539E+01,3.3688E-31
1.9537E+01,2.6259E-32
1.9535E+01,6.8687E-31
1.9533E+01,5.7117E-31
1.9531E+01,2.6382E-31
1.9529E+01,7.4496E-32
1.9527E+01,2.4337E-33
1.9526E+01,2.9097E-31
1.9524E+01,9.1687E-31
1.9522E+01,2.3323E-30
1.9520E+01,2.1858E-30
1.9518E+01,8.8232E-32
1.9516E+01,3.0545E-30
1.9514E+01,1.1948E-31
1.9512E+01,2.2849E-30
1.9510E+01,3.6545E-30
1.9508E+01,4.1629E-30
1.9506E+01,3.9862E-30
1.9505E+01,2.7829E-30
1.9503E+01,4.6154E-31
1.9501E+01,2.2308E-29
1.9499E+01,2.1195E-30
1.9497E+01,4.7904E-29
1.9495E+01,9.1713E-29
