Wavelength,PLANKC_2100
8.4998E+01,4.7430E-21
8.4962E+01,4.4985E-21
8.4926E+01,4.2132E-21
8.4890E+01,3.8916E-21
8.4854E+01,3.4835E-21
8.4818E+01,2.9797E-21
8.4782E+01,2.3916E-21
8.4746E+01,1.7254E-21
8.4710E+01,1.0537E-21
8.4674E+01,4.7801E-22
8.4638E+01,1.0115E-22
8.4602E+01,4.0916E-24
8.4567E+01,1.9684E-22
8.4531E+01,5.6937E-22
8.4495E+01,1.0123E-21
8.4459E+01,1.4476E-21
8.4424E+01,1.8452E-21
8.4388E+01,2.2123E-21
8.4353E+01,2.5584E-21
8.4317E+01,2.9084E-21
8.4282E+01,3.2615E-21
8.4246E+01,3.6069E-21
8.4211E+01,3.9485E-21
8.4175E+01,4.2736E-21
8.4140E+01,4.5912E-21
8.4104E+01,4.9142E-21
8.4069E+01,5.2712E-21
8.4034E+01,5.6817E-21
8.3998E+01,6.0694E-21
8.3963E+01,6.4221E-21
8.3928E+01,6.6524E-21
8.3893E+01,6.6612E-21
8.3857E+01,6.4498E-21
8.3822E+01,6.0212E-21
8.3787E+01,5.4695E-21
8.3752E+01,4.8682E-21
8.3717E+01,4.3213E-21
8.3682E+01,3.8698E-21
8.3647E+01,3.5539E-21
8.3612E+01,3.4171E-21
8.3577E+01,3.4851E-21
8.3542E+01,3.7990E-21
8.3507E+01,4.4354E-21
8.3472E+01,5.3694E-21
8.3438E+01,6.5211E-21
8.3403E+01,7.7862E-21
8.3368E+01,8.9537E-21
8.3333E+01,9.7850E-21
8.3299E+01,1.0240E-20
8.3264E+01,1.0444E-20
8.3229E+01,1.0485E-20
8.3195E+01,1.0609E-20
8.3160E+01,1.0965E-20
8.3126E+01,1.1507E-20
8.3091E+01,1.2039E-20
8.3056E+01,1.2435E-20
8.3022E+01,1.2693E-20
8.2988E+01,1.2601E-20
8.2953E+01,1.2319E-20
8.2919E+01,1.1985E-20
8.2884E+01,1.1772E-20
8.2850E+01,1.1730E-20
8.2816E+01,1.1964E-20
8.2781E+01,1.2429E-20
8.2747E+01,1.3219E-20
8.2713E+01,1.4082E-20
8.2679E+01,1.5032E-20
8.2645E+01,1.6012E-20
8.2610E+01,1.6966E-20
8.2576E+01,1.7900E-20
8.2542E+01,1.8999E-20
8.2508E+01,2.0101E-20
8.2474E+01,2.1488E-20
8.2440E+01,2.2951E-20
8.2406E+01,2.4414E-20
8.2372E+01,2.5617E-20
8.2338E+01,2.6495E-20
8.2305E+01,2.6824E-20
8.2271E+01,2.6325E-20
8.2237E+01,2.5316E-20
8.2203E+01,2.3962E-20
8.2169E+01,2.2193E-20
8.2136E+01,2.0262E-20
8.2102E+01,1.8150E-20
8.2068E+01,1.5899E-20
8.2034E+01,1.3706E-20
8.2001E+01,1.1732E-20
8.1967E+01,1.0063E-20
8.1934E+01,8.7441E-21
8.1900E+01,7.7490E-21
8.1867E+01,7.0309E-21
8.1833E+01,6.5340E-21
8.1800E+01,6.2618E-21
8.1766E+01,6.2219E-21
8.1733E+01,6.4390E-21
8.1699E+01,6.9344E-21
8.1666E+01,7.7851E-21
8.1633E+01,9.0946E-21
8.1599E+01,1.1008E-20
8.1566E+01,1.3309E-20
8.1533E+01,1.5989E-20
8.1500E+01,1.8640E-20
8.1466E+01,2.0751E-20
8.1433E+01,2.2029E-20
8.1400E+01,2.2422E-20
8.1367E+01,2.2266E-20
8.1334E+01,2.1527E-20
8.1301E+01,2.0772E-20
8.1268E+01,2.0026E-20
8.1235E+01,1.9327E-20
8.1202E+01,1.9011E-20
8.1169E+01,1.8793E-20
8.1136E+01,1.9097E-20
8.1103E+01,1.9848E-20
8.1070E+01,2.0725E-20
8.1037E+01,2.1489E-20
8.1004E+01,2.1667E-20
8.0972E+01,2.0745E-20
8.0939E+01,1.8896E-20
8.0906E+01,1.6431E-20
8.0873E+01,1.4004E-20
8.0841E+01,1.1938E-20
8.0808E+01,1.0514E-20
8.0775E+01,9.7408E-21
8.0743E+01,9.5383E-21
8.0710E+01,9.7357E-21
8.0678E+01,1.0277E-20
8.0645E+01,1.1118E-20
8.0613E+01,1.2199E-20
8.0580E+01,1.3348E-20
8.0548E+01,1.4356E-20
8.0515E+01,1.4925E-20
8.0483E+01,1.4806E-20
8.0451E+01,1.3918E-20
8.0418E+01,1.2661E-20
8.0386E+01,1.1427E-20
8.0354E+01,1.0559E-20
8.0321E+01,1.0324E-20
8.0289E+01,1.0845E-20
8.0257E+01,1.1908E-20
8.0225E+01,1.3249E-20
8.0192E+01,1.4558E-20
8.0160E+01,1.5466E-20
8.0128E+01,1.5932E-20
8.0096E+01,1.5815E-20
8.0064E+01,1.5362E-20
8.0032E+01,1.4822E-20
8.0000E+01,1.4214E-20
7.9968E+01,1.3680E-20
7.9936E+01,1.3105E-20
7.9904E+01,1.2848E-20
7.9872E+01,1.2719E-20
7.9840E+01,1.2843E-20
7.9808E+01,1.3248E-20
7.9777E+01,1.3972E-20
7.9745E+01,1.4797E-20
7.9713E+01,1.5799E-20
7.9681E+01,1.6892E-20
7.9650E+01,1.7771E-20
7.9618E+01,1.8726E-20
7.9586E+01,1.9601E-20
7.9554E+01,2.0330E-20
7.9523E+01,2.1171E-20
7.9491E+01,2.1886E-20
7.9460E+01,2.2803E-20
7.9428E+01,2.3485E-20
7.9397E+01,2.3995E-20
7.9365E+01,2.4129E-20
7.9334E+01,2.4001E-20
7.9302E+01,2.3767E-20
7.9271E+01,2.3093E-20
7.9239E+01,2.2569E-20
7.9208E+01,2.1840E-20
7.9177E+01,2.1122E-20
7.9145E+01,2.0412E-20
7.9114E+01,1.9804E-20
7.9083E+01,1.9237E-20
7.9051E+01,1.9046E-20
7.9020E+01,1.8865E-20
7.8989E+01,1.8994E-20
7.8958E+01,1.9110E-20
7.8927E+01,1.9115E-20
7.8895E+01,1.9142E-20
7.8864E+01,1.8875E-20
7.8833E+01,1.8449E-20
7.8802E+01,1.7923E-20
7.8771E+01,1.7571E-20
7.8740E+01,1.7409E-20
7.8709E+01,1.7723E-20
7.8678E+01,1.8352E-20
7.8647E+01,1.9417E-20
7.8616E+01,2.1213E-20
7.8585E+01,2.3411E-20
7.8555E+01,2.6406E-20
7.8524E+01,2.9704E-20
7.8493E+01,3.2428E-20
7.8462E+01,3.4052E-20
7.8431E+01,3.3765E-20
7.8401E+01,3.1287E-20
7.8370E+01,2.7405E-20
7.8339E+01,2.2825E-20
7.8309E+01,1.8579E-20
7.8278E+01,1.5181E-20
7.8247E+01,1.2712E-20
7.8217E+01,1.1253E-20
7.8186E+01,1.0587E-20
7.8156E+01,1.0671E-20
7.8125E+01,1.1415E-20
7.8094E+01,1.2996E-20
7.8064E+01,1.5223E-20
7.8034E+01,1.8084E-20
7.8003E+01,2.0954E-20
7.7973E+01,2.3423E-20
7.7942E+01,2.5004E-20
7.7912E+01,2.5119E-20
7.7882E+01,2.4164E-20
7.7851E+01,2.2363E-20
7.7821E+01,1.9898E-20
7.7791E+01,1.7550E-20
7.7760E+01,1.5235E-20
7.7730E+01,1.3414E-20
7.7700E+01,1.2286E-20
7.7670E+01,1.2000E-20
7.7640E+01,1.2771E-20
7.7610E+01,1.4407E-20
7.7580E+01,1.6573E-20
7.7549E+01,1.8927E-20
7.7519E+01,2.1104E-20
7.7489E+01,2.3242E-20
7.7459E+01,2.5024E-20
7.7429E+01,2.6387E-20
7.7399E+01,2.7170E-20
7.7369E+01,2.7209E-20
7.7340E+01,2.6461E-20
7.7310E+01,2.4972E-20
7.7280E+01,2.3052E-20
7.7250E+01,2.1259E-20
7.7220E+01,2.0023E-20
7.7190E+01,1.9290E-20
7.7160E+01,1.9377E-20
7.7131E+01,2.0133E-20
7.7101E+01,2.1001E-20
7.7071E+01,2.2117E-20
7.7042E+01,2.3077E-20
7.7012E+01,2.3889E-20
7.6982E+01,2.4036E-20
7.6953E+01,2.3780E-20
7.6923E+01,2.2587E-20
7.6894E+01,2.0524E-20
7.6864E+01,1.8033E-20
7.6834E+01,1.5226E-20
7.6805E+01,1.2817E-20
7.6775E+01,1.0958E-20
7.6746E+01,9.9040E-21
7.6717E+01,9.6179E-21
7.6687E+01,9.8912E-21
7.6658E+01,1.0530E-20
7.6628E+01,1.1307E-20
7.6599E+01,1.2046E-20
7.6570E+01,1.2491E-20
7.6540E+01,1.2563E-20
7.6511E+01,1.2201E-20
7.6482E+01,1.1359E-20
7.6453E+01,1.0075E-20
7.6423E+01,8.4667E-21
7.6394E+01,6.9401E-21
7.6365E+01,5.8713E-21
7.6336E+01,5.5361E-21
7.6307E+01,6.2077E-21
7.6278E+01,7.9305E-21
7.6249E+01,1.0227E-20
7.6220E+01,1.2613E-20
7.6190E+01,1.4640E-20
7.6161E+01,1.5817E-20
7.6132E+01,1.5818E-20
7.6104E+01,1.5060E-20
7.6075E+01,1.3667E-20
7.6046E+01,1.2318E-20
7.6017E+01,1.1406E-20
7.5988E+01,1.1418E-20
7.5959E+01,1.2351E-20
7.5930E+01,1.4047E-20
7.5901E+01,1.6279E-20
7.5873E+01,1.8715E-20
7.5844E+01,2.0918E-20
7.5815E+01,2.2715E-20
7.5786E+01,2.3865E-20
7.5758E+01,2.3939E-20
7.5729E+01,2.3328E-20
7.5700E+01,2.1769E-20
7.5672E+01,1.9812E-20
7.5643E+01,1.7503E-20
7.5614E+01,1.5092E-20
7.5586E+01,1.2723E-20
7.5557E+01,1.0411E-20
7.5529E+01,8.0969E-21
7.5500E+01,5.8075E-21
7.5472E+01,3.6180E-21
7.5443E+01,1.7427E-21
7.5415E+01,4.2521E-22
7.5386E+01,2.2994E-22
7.5358E+01,2.7061E-22
7.5330E+01,2.0179E-22
7.5301E+01,1.0968E-21
7.5273E+01,2.3088E-21
7.5245E+01,3.7314E-21
7.5216E+01,5.2068E-21
7.5188E+01,6.5507E-21
7.5160E+01,7.6215E-21
7.5131E+01,8.2327E-21
7.5103E+01,8.3386E-21
7.5075E+01,7.9919E-21
7.5047E+01,7.2581E-21
7.5019E+01,6.1700E-21
7.4991E+01,4.7225E-21
7.4963E+01,3.0212E-21
7.4934E+01,1.1428E-21
7.4906E+01,7.8238E-22
7.4878E+01,1.1990E-21
7.4850E+01,1.2297E-21
7.4822E+01,1.2612E-21
7.4794E+01,1.2966E-21
7.4766E+01,1.3420E-21
7.4738E+01,1.3950E-21
7.4710E+01,1.4591E-21
7.4683E+01,1.5272E-21
7.4655E+01,1.5889E-21
7.4627E+01,2.1117E-22
7.4599E+01,1.6683E-21
7.4571E+01,2.8819E-21
7.4543E+01,3.3323E-21
7.4516E+01,3.1416E-21
7.4488E+01,2.4575E-21
7.4460E+01,1.4615E-21
7.4432E+01,3.0819E-22
7.4405E+01,4.0186E-22
7.4377E+01,4.8751E-22
7.4349E+01,5.6924E-22
7.4322E+01,6.5247E-22
7.4294E+01,7.4002E-22
7.4267E+01,8.3586E-22
7.4239E+01,9.4655E-22
7.4212E+01,1.0895E-21
7.4184E+01,1.2785E-21
7.4156E+01,1.7299E-22
7.4129E+01,1.8958E-21
7.4102E+01,4.5137E-21
7.4074E+01,7.3824E-21
7.4047E+01,9.8191E-21
7.4019E+01,1.0991E-20
7.3992E+01,1.0486E-20
7.3965E+01,8.8361E-21
7.3937E+01,6.7302E-21
7.3910E+01,4.8609E-21
7.3883E+01,3.6771E-21
7.3855E+01,3.2411E-21
7.3828E+01,3.1902E-21
7.3801E+01,3.2479E-21
7.3774E+01,3.1733E-21
7.3746E+01,2.7953E-21
7.3719E+01,2.0087E-21
7.3692E+01,9.1981E-22
7.3665E+01,3.0910E-22
7.3638E+01,7.4715E-22
7.3611E+01,6.4235E-22
7.3584E+01,5.2981E-22
7.3556E+01,4.2201E-22
7.3529E+01,3.2360E-22
7.3502E+01,2.3605E-22
7.3475E+01,2.3176E-21
7.3448E+01,5.1756E-21
7.3421E+01,8.6141E-21
7.3394E+01,1.2256E-20
7.3368E+01,1.5314E-20
7.3341E+01,1.7072E-20
7.3314E+01,1.6704E-20
7.3287E+01,1.5012E-20
7.3260E+01,1.2422E-20
7.3233E+01,9.9287E-21
7.3206E+01,8.0357E-21
7.3180E+01,7.0106E-21
7.3153E+01,6.6909E-21
7.3126E+01,6.8057E-21
7.3099E+01,7.1437E-21
7.3073E+01,7.4797E-21
7.3046E+01,7.6466E-21
7.3019E+01,7.8469E-21
7.2993E+01,8.3511E-21
7.2966E+01,9.6116E-21
7.2939E+01,1.2297E-20
7.2913E+01,1.7452E-20
7.2886E+01,2.6703E-20
7.2860E+01,4.1817E-20
7.2833E+01,6.5757E-20
7.2807E+01,1.0075E-19
7.2780E+01,1.4840E-19
7.2754E+01,2.0498E-19
7.2727E+01,2.5847E-19
7.2701E+01,2.9415E-19
7.2674E+01,2.9604E-19
7.2648E+01,2.5985E-19
7.2622E+01,2.0430E-19
7.2595E+01,1.4678E-19
7.2569E+01,9.9492E-20
7.2543E+01,6.6305E-20
7.2516E+01,4.4280E-20
7.2490E+01,3.0121E-20
7.2464E+01,2.0833E-20
7.2438E+01,1.4717E-20
7.2411E+01,1.1021E-20
7.2385E+01,9.3409E-21
7.2359E+01,9.3441E-21
7.2333E+01,1.0696E-20
7.2307E+01,1.3078E-20
7.2280E+01,1.6144E-20
7.2254E+01,1.9430E-20
7.2228E+01,2.2416E-20
7.2202E+01,2.4843E-20
7.2176E+01,2.6285E-20
7.2150E+01,2.6882E-20
7.2124E+01,2.6568E-20
7.2098E+01,2.5373E-20
7.2072E+01,2.3901E-20
7.2046E+01,2.2003E-20
7.2020E+01,2.0306E-20
7.1994E+01,1.8998E-20
7.1968E+01,1.8047E-20
7.1942E+01,1.7602E-20
7.1917E+01,1.7571E-20
7.1891E+01,1.7753E-20
7.1865E+01,1.8272E-20
7.1839E+01,1.8960E-20
7.1813E+01,1.9919E-20
7.1788E+01,2.1065E-20
7.1762E+01,2.2372E-20
7.1736E+01,2.4075E-20
7.1710E+01,2.5960E-20
7.1685E+01,2.7537E-20
7.1659E+01,2.8956E-20
7.1633E+01,2.9326E-20
7.1608E+01,2.8877E-20
7.1582E+01,2.7504E-20
7.1556E+01,2.5211E-20
7.1531E+01,2.2469E-20
7.1505E+01,1.9221E-20
7.1480E+01,1.5799E-20
7.1454E+01,1.2243E-20
7.1429E+01,8.9847E-21
7.1403E+01,6.2428E-21
7.1378E+01,4.1790E-21
7.1352E+01,3.0302E-21
7.1327E+01,2.7940E-21
7.1301E+01,3.3390E-21
7.1276E+01,4.4977E-21
7.1250E+01,6.0679E-21
7.1225E+01,7.8017E-21
7.1200E+01,9.4044E-21
7.1174E+01,1.0677E-20
7.1149E+01,1.1441E-20
7.1124E+01,1.1637E-20
7.1098E+01,1.1223E-20
7.1073E+01,1.0466E-20
7.1048E+01,9.4742E-21
7.1023E+01,8.5540E-21
7.0998E+01,7.6362E-21
7.0972E+01,6.9177E-21
7.0947E+01,6.3635E-21
7.0922E+01,5.9201E-21
7.0897E+01,5.6401E-21
7.0872E+01,5.4953E-21
7.0847E+01,5.5523E-21
7.0822E+01,5.8578E-21
7.0796E+01,6.3058E-21
7.0771E+01,6.8627E-21
7.0746E+01,7.5219E-21
7.0721E+01,8.1927E-21
7.0696E+01,8.7947E-21
7.0671E+01,9.3913E-21
7.0646E+01,9.9073E-21
7.0621E+01,1.0266E-20
7.0597E+01,1.0371E-20
7.0572E+01,1.0131E-20
7.0547E+01,9.5850E-21
7.0522E+01,8.6365E-21
7.0497E+01,7.4737E-21
7.0472E+01,6.1598E-21
7.0447E+01,4.9319E-21
7.0423E+01,3.9209E-21
7.0398E+01,3.2437E-21
7.0373E+01,2.9321E-21
7.0348E+01,3.0240E-21
7.0323E+01,3.4794E-21
7.0299E+01,4.0981E-21
7.0274E+01,4.7471E-21
7.0249E+01,5.2261E-21
7.0225E+01,5.4195E-21
7.0200E+01,5.1894E-21
7.0175E+01,4.6268E-21
7.0151E+01,3.8693E-21
7.0126E+01,3.1605E-21
7.0102E+01,2.6407E-21
7.0077E+01,2.4169E-21
7.0053E+01,2.4043E-21
7.0028E+01,2.5418E-21
7.0004E+01,2.8031E-21
6.9979E+01,3.1812E-21
6.9955E+01,3.5985E-21
6.9930E+01,4.0248E-21
6.9906E+01,4.2997E-21
6.9881E+01,4.2360E-21
6.9857E+01,3.7150E-21
6.9832E+01,2.7696E-21
6.9808E+01,1.5833E-21
6.9784E+01,3.9346E-22
6.9759E+01,3.1480E-22
6.9735E+01,2.3664E-22
6.9711E+01,1.5851E-22
6.9686E+01,7.9562E-23
6.9662E+01,1.6567E-25
6.9638E+01,9.3380E-22
6.9614E+01,1.8692E-21
6.9589E+01,2.6587E-21
6.9565E+01,3.2275E-21
6.9541E+01,3.5787E-21
6.9517E+01,3.6781E-21
6.9493E+01,3.5681E-21
6.9469E+01,3.2751E-21
6.9444E+01,2.8603E-21
6.9420E+01,2.3721E-21
6.9396E+01,1.8660E-21
6.9372E+01,1.4238E-21
6.9348E+01,1.1035E-21
6.9324E+01,9.2063E-22
6.9300E+01,8.6033E-22
6.9276E+01,9.2651E-22
6.9252E+01,1.1117E-21
6.9228E+01,1.4269E-21
6.9204E+01,1.8886E-21
6.9180E+01,2.5084E-21
6.9156E+01,3.2962E-21
6.9132E+01,4.2545E-21
6.9109E+01,5.3352E-21
6.9085E+01,6.5179E-21
6.9061E+01,7.6770E-21
6.9037E+01,8.7265E-21
6.9013E+01,9.5187E-21
6.8989E+01,9.9764E-21
6.8966E+01,9.9907E-21
6.8942E+01,9.5638E-21
6.8918E+01,8.7324E-21
6.8894E+01,7.5326E-21
6.8871E+01,6.1516E-21
6.8847E+01,4.7159E-21
6.8823E+01,3.3273E-21
6.8799E+01,2.1374E-21
6.8776E+01,1.1907E-21
6.8752E+01,5.8473E-22
6.8729E+01,3.2646E-22
6.8705E+01,3.5218E-22
6.8681E+01,5.9283E-22
6.8658E+01,9.4596E-22
6.8634E+01,1.2948E-21
6.8611E+01,1.5699E-21
6.8587E+01,1.7647E-21
6.8564E+01,1.8710E-21
6.8540E+01,1.8715E-21
6.8517E+01,1.7609E-21
6.8493E+01,1.5632E-21
6.8470E+01,1.3327E-21
6.8446E+01,1.1195E-21
6.8423E+01,9.7708E-22
6.8399E+01,9.5771E-22
6.8376E+01,1.0084E-21
6.8353E+01,1.0291E-21
6.8329E+01,9.0726E-22
6.8306E+01,5.5004E-22
6.8283E+01,1.2303E-22
6.8259E+01,5.2526E-22
6.8236E+01,5.0786E-22
6.8213E+01,4.9010E-22
6.8190E+01,4.7154E-22
6.8166E+01,4.5230E-22
6.8143E+01,4.3266E-22
6.8120E+01,4.1715E-22
6.8097E+01,4.0545E-22
6.8074E+01,4.0229E-22
6.8050E+01,4.0971E-22
6.8027E+01,4.2674E-22
6.8004E+01,4.5178E-22
6.7981E+01,4.8018E-22
6.7958E+01,4.6679E-22
6.7935E+01,7.7500E-23
6.7912E+01,5.5320E-22
6.7889E+01,1.4622E-21
6.7866E+01,2.6886E-21
6.7843E+01,4.2593E-21
6.7820E+01,6.1326E-21
6.7797E+01,8.2315E-21
6.7774E+01,1.0218E-20
6.7751E+01,1.1755E-20
6.7728E+01,1.2550E-20
6.7705E+01,1.2548E-20
6.7682E+01,1.1784E-20
6.7659E+01,1.0529E-20
6.7636E+01,8.9641E-21
6.7613E+01,7.3401E-21
6.7590E+01,5.7439E-21
6.7568E+01,4.3115E-21
6.7545E+01,3.0089E-21
6.7522E+01,1.9257E-21
6.7499E+01,1.1179E-21
6.7476E+01,7.0170E-22
6.7454E+01,6.9014E-22
6.7431E+01,9.6656E-22
6.7408E+01,1.3982E-21
6.7385E+01,1.8928E-21
6.7363E+01,2.3796E-21
6.7340E+01,2.8300E-21
6.7317E+01,3.2866E-21
6.7295E+01,3.6734E-21
6.7272E+01,3.9938E-21
6.7249E+01,4.1708E-21
6.7227E+01,4.2057E-21
6.7204E+01,4.1090E-21
6.7182E+01,3.8704E-21
6.7159E+01,3.5846E-21
6.7137E+01,3.3141E-21
6.7114E+01,3.1373E-21
6.7092E+01,3.0949E-21
6.7069E+01,3.1664E-21
6.7047E+01,3.3812E-21
6.7024E+01,3.7004E-21
6.7002E+01,4.1760E-21
6.6979E+01,4.6852E-21
6.6957E+01,5.1357E-21
6.6934E+01,5.4316E-21
6.6912E+01,5.4991E-21
6.6890E+01,5.2583E-21
6.6867E+01,4.7725E-21
6.6845E+01,4.1634E-21
6.6823E+01,3.4673E-21
6.6800E+01,2.7944E-21
6.6778E+01,2.1733E-21
6.6756E+01,1.6355E-21
6.6733E+01,1.1915E-21
6.6711E+01,8.4504E-22
6.6689E+01,6.0556E-22
6.6667E+01,4.8889E-22
6.6644E+01,4.7798E-22
6.6622E+01,5.4454E-22
6.6600E+01,6.6927E-22
6.6578E+01,8.2360E-22
6.6556E+01,9.8963E-22
6.6534E+01,1.1665E-21
6.6511E+01,1.3570E-21
6.6489E+01,1.5800E-21
6.6467E+01,1.8371E-21
6.6445E+01,2.1413E-21
6.6423E+01,2.4949E-21
6.6401E+01,2.8303E-21
6.6379E+01,3.1086E-21
6.6357E+01,3.2321E-21
6.6335E+01,3.1464E-21
6.6313E+01,2.8680E-21
6.6291E+01,2.4896E-21
6.6269E+01,2.1276E-21
6.6247E+01,1.9231E-21
6.6225E+01,2.0069E-21
6.6203E+01,2.3747E-21
6.6181E+01,2.9383E-21
6.6159E+01,3.6367E-21
6.6138E+01,4.4166E-21
6.6116E+01,5.2190E-21
6.6094E+01,6.0751E-21
6.6072E+01,6.9430E-21
6.6050E+01,7.7937E-21
6.6028E+01,8.5996E-21
6.6007E+01,9.2722E-21
6.5985E+01,9.8649E-21
6.5963E+01,1.0460E-20
6.5941E+01,1.1190E-20
6.5920E+01,1.2173E-20
6.5898E+01,1.3471E-20
6.5876E+01,1.5086E-20
6.5854E+01,1.6696E-20
6.5833E+01,1.8024E-20
6.5811E+01,1.8804E-20
6.5789E+01,1.8670E-20
6.5768E+01,1.7349E-20
6.5746E+01,1.5378E-20
6.5725E+01,1.2604E-20
6.5703E+01,9.3683E-21
6.5681E+01,5.9851E-21
6.5660E+01,2.8531E-21
6.5638E+01,3.3396E-22
6.5617E+01,3.6864E-22
6.5595E+01,4.0251E-22
6.5574E+01,4.4814E-22
6.5552E+01,5.1216E-22
6.5531E+01,5.9649E-22
6.5509E+01,6.9417E-22
6.5488E+01,8.0172E-22
6.5466E+01,2.6588E-21
6.5445E+01,4.5301E-21
6.5424E+01,6.1211E-21
6.5402E+01,7.1038E-21
6.5381E+01,7.2779E-21
6.5359E+01,6.5087E-21
6.5338E+01,5.0502E-21
6.5317E+01,3.4011E-21
6.5295E+01,1.9245E-21
6.5274E+01,8.8064E-22
6.5253E+01,4.1714E-22
6.5232E+01,4.8064E-22
6.5210E+01,8.6038E-22
6.5189E+01,1.3614E-21
6.5168E+01,1.8056E-21
6.5147E+01,2.0237E-21
6.5125E+01,1.9529E-21
6.5104E+01,1.6606E-21
6.5083E+01,1.2233E-21
6.5062E+01,7.0448E-22
6.5041E+01,1.3446E-22
6.5020E+01,1.2541E-22
6.4998E+01,1.1861E-22
6.4977E+01,1.1287E-22
6.4956E+01,1.0867E-22
6.4935E+01,1.0495E-22
6.4914E+01,1.0170E-22
6.4893E+01,9.7717E-23
6.4872E+01,9.3153E-23
6.4851E+01,8.7684E-23
6.4830E+01,8.1265E-23
6.4809E+01,7.4147E-23
6.4788E+01,6.6863E-23
6.4767E+01,6.0111E-23
6.4746E+01,5.4266E-23
6.4725E+01,4.9261E-23
6.4704E+01,4.5385E-23
6.4683E+01,4.2392E-23
6.4662E+01,3.9698E-23
6.4641E+01,3.7448E-23
6.4620E+01,3.5267E-23
6.4599E+01,3.3249E-23
6.4579E+01,3.1589E-23
6.4558E+01,3.0388E-23
6.4537E+01,3.0047E-23
6.4516E+01,3.0563E-23
6.4495E+01,3.1996E-23
6.4475E+01,3.3820E-23
6.4454E+01,3.5605E-23
6.4433E+01,3.6508E-23
6.4412E+01,3.6025E-23
6.4391E+01,3.3565E-23
6.4371E+01,2.9807E-23
6.4350E+01,2.5185E-23
6.4329E+01,2.0498E-23
6.4309E+01,4.9672E-22
6.4288E+01,8.2700E-22
6.4267E+01,1.0064E-21
6.4247E+01,1.0639E-21
6.4226E+01,1.0216E-21
6.4205E+01,9.0901E-22
6.4185E+01,7.3259E-22
6.4164E+01,5.0091E-22
6.4144E+01,2.2384E-22
6.4123E+01,8.2410E-23
6.4103E+01,2.5919E-22
6.4082E+01,2.7469E-22
6.4062E+01,2.8619E-22
6.4041E+01,2.9403E-22
6.4020E+01,3.0278E-22
6.4000E+01,3.1082E-22
6.3980E+01,1.4540E-22
6.3959E+01,3.4750E-22
6.3939E+01,9.2845E-22
6.3918E+01,1.5358E-21
6.3898E+01,2.1061E-21
6.3877E+01,2.5187E-21
6.3857E+01,2.7142E-21
6.3837E+01,2.6537E-21
6.3816E+01,2.2647E-21
6.3796E+01,1.4986E-21
6.3776E+01,3.6856E-22
6.3755E+01,3.6663E-22
6.3735E+01,3.5890E-22
6.3715E+01,3.4537E-22
6.3694E+01,3.2466E-22
6.3674E+01,2.9685E-22
6.3654E+01,2.6275E-22
6.3633E+01,2.2513E-22
6.3613E+01,1.8694E-22
6.3593E+01,1.4897E-22
6.3573E+01,1.1351E-22
6.3553E+01,8.2126E-23
6.3532E+01,5.5273E-23
6.3512E+01,4.0593E-23
6.3492E+01,7.9450E-23
6.3472E+01,1.0726E-22
6.3452E+01,1.3958E-22
6.3432E+01,1.7738E-22
6.3412E+01,2.2824E-22
6.3391E+01,3.3275E-22
6.3371E+01,5.4571E-22
6.3351E+01,8.7055E-22
6.3331E+01,1.2561E-21
6.3311E+01,1.6124E-21
6.3291E+01,1.8868E-21
6.3271E+01,2.0192E-21
6.3251E+01,2.0019E-21
6.3231E+01,1.8958E-21
6.3211E+01,1.7342E-21
6.3191E+01,1.5381E-21
6.3171E+01,1.3386E-21
6.3151E+01,1.1223E-21
6.3131E+01,8.7454E-22
6.3111E+01,6.0534E-22
6.3091E+01,3.4708E-22
6.3072E+01,1.4952E-22
6.3052E+01,9.2822E-23
6.3032E+01,2.6854E-22
6.3012E+01,7.5582E-22
6.2992E+01,1.6058E-21
6.2972E+01,2.7960E-21
6.2952E+01,4.1058E-21
6.2933E+01,5.2716E-21
6.2913E+01,6.0491E-21
6.2893E+01,6.3574E-21
6.2873E+01,6.1663E-21
6.2854E+01,5.6274E-21
6.2834E+01,4.9900E-21
6.2814E+01,4.3515E-21
6.2794E+01,3.8297E-21
6.2775E+01,3.4564E-21
6.2755E+01,3.1558E-21
6.2735E+01,2.8434E-21
6.2716E+01,2.4616E-21
6.2696E+01,2.0110E-21
6.2676E+01,1.5815E-21
6.2657E+01,1.2363E-21
6.2637E+01,9.7135E-22
6.2617E+01,7.6592E-22
6.2598E+01,5.8100E-22
6.2578E+01,3.9598E-22
6.2559E+01,2.3985E-22
6.2539E+01,1.4060E-22
6.2520E+01,9.4087E-23
6.2500E+01,8.9373E-23
6.2480E+01,1.3182E-22
6.2461E+01,2.5008E-22
6.2441E+01,4.7806E-22
6.2422E+01,8.3839E-22
6.2402E+01,1.2932E-21
6.2383E+01,1.7143E-21
6.2364E+01,1.9590E-21
6.2344E+01,1.9802E-21
6.2325E+01,1.8104E-21
6.2305E+01,1.5342E-21
6.2286E+01,1.2352E-21
6.2266E+01,9.9352E-22
6.2247E+01,8.2121E-22
6.2228E+01,7.1957E-22
6.2208E+01,6.7876E-22
6.2189E+01,7.0035E-22
6.2170E+01,7.7601E-22
6.2150E+01,8.9101E-22
6.2131E+01,1.0227E-21
6.2112E+01,1.1556E-21
6.2093E+01,1.2807E-21
6.2073E+01,1.3568E-21
6.2054E+01,1.4218E-21
6.2035E+01,1.4834E-21
6.2016E+01,1.5490E-21
6.1996E+01,1.6443E-21
