Wavelength,SPIRE_500
218.776,-1.15918e-11
219.208,6.14152e-11
219.689,1.14123e-11
220.173,4.44414e-11
220.659,-8.67022e-12
221.098,-1.91201e-11
221.588,-5.32015e-12
222.08,-3.01238e-11
222.574,-6.34314e-12
223.071,-6.9555e-11
223.519,3.42477e-11
224.02,2.1148e-12
224.523,1.17835e-11
225.028,6.72501e-12
225.536,1.31684e-11
225.994,1.38672e-11
226.506,5.44699e-11
227.02,2.47302e-11
227.537,-4.03363e-12
228.004,-1.68909e-12
228.525,-1.87505e-13
229.048,-5.46114e-11
229.574,-3.22185e-11
230.102,-2.2537e-11
230.58,1.79516e-11
231.113,2.64166e-10
231.648,1.94153e-10
232.186,1.42777e-11
232.726,-1.19961e-10
233.215,-3.09587e-11
233.76,1.75041e-10
234.308,1.86959e-10
234.858,2.48651e-11
235.355,3.43877e-11
235.911,-4.55416e-11
236.468,6.75372e-11
237.029,2.24092e-11
237.592,-1.4918e-11
238.101,-5.14755e-11
238.669,2.7182e-11
239.24,-2.12492e-11
239.814,4.77764e-11
240.391,-2.17198e-12
240.912,-1.36614e-11
241.494,2.77137e-12
242.078,2.64291e-11
242.666,-2.92535e-13
243.197,-1.04346e-11
243.79,-1.51638e-10
244.385,-1.15964e-10
244.984,1.64709e-11
245.586,-3.91769e-12
246.13,1.87121e-10
246.737,-1.22954e-10
247.347,-4.80283e-11
247.961,-1.19743e-10
248.577,-1.20981e-10
249.134,-8.11144e-11
249.757,-7.40844e-11
250.382,3.72463e-11
251.01,1.59074e-10
251.579,-1.89147e-10
252.213,3.41176e-11
252.851,1.84846e-10
253.492,1.48332e-10
254.136,2.31071e-10
254.719,1.0485e-10
255.369,6.34067e-11
256.023,3.41971e-10
256.68,2.80115e-10
257.34,-2.05655e-10
257.938,1.6372e-10
258.605,7.7167e-11
259.275,1.37038e-11
259.949,1.23205e-10
260.559,6.15843e-11
261.24,-4.75959e-10
261.924,2.33676e-10
262.612,-1.99951e-10
263.303,-1.80947e-10
263.929,8.43758e-11
264.627,-1.70766e-11
265.329,2.10258e-10
266.035,1.7416e-10
266.673,5.81188e-12
267.386,5.28624e-10
268.103,4.95332e-10
268.824,-9.52018e-11
269.549,2.01876e-10
270.204,3.09564e-10
270.936,9.8206e-11
271.672,3.84288e-10
272.412,-1.83312e-11
273.156,-7.28139e-10
273.829,-1.1099e-09
274.581,2.57312e-10
275.337,-1.19611e-09
276.098,-7.57915e-10
276.785,-1.30197e-10
277.553,-5.65453e-10
278.326,1.13072e-10
279.103,-9.18597e-10
279.884,1.71542e-10
280.591,2.63812e-10
281.38,5.88178e-10
282.174,-5.62643e-10
282.973,-2.31346e-10
283.776,1.84512e-10
284.502,-3.63194e-10
285.314,1.8899e-10
286.13,1.34621e-10
286.951,2.08501e-09
287.694,3.2048e-09
288.524,5.23077e-09
289.359,8.06631e-09
290.199,5.55612e-09
291.043,1.4256e-08
291.808,-5.85279e-09
292.662,-3.33283e-08
293.521,-7.77933e-10
294.385,-4.87628e-10
295.254,-7.28991e-11
296.041,-1.0929e-08
296.92,-1.00071e-08
297.804,-3.73468e-09
298.693,4.60669e-08
299.498,3.02984e-08
300.398,5.12672e-08
301.303,-5.13187e-08
302.214,-2.52092e-08
303.13,8.00367e-09
303.959,8.20398e-08
304.886,-4.26991e-08
305.818,6.3645e-08
306.756,-1.32531e-08
307.7,-1.32217e-08
308.555,-3.79334e-08
309.509,2.17879e-07
310.47,1.19168e-07
311.437,7.03412e-08
312.313,6.25899e-09
313.291,-1.51053e-09
314.276,5.15891e-08
315.266,-5.63402e-08
316.263,1.72317e-07
317.166,1.78828e-07
318.175,1.71263e-07
319.191,1.49672e-08
320.213,1.22219e-07
321.138,1.6946e-07
322.173,3.81138e-07
323.214,3.54276e-07
324.262,1.88221e-07
325.317,6.34248e-07
326.272,3.53072e-07
327.34,1.09261e-06
328.415,3.80221e-07
329.498,9.32137e-07
330.587,1.03637e-06
331.573,1.68183e-06
332.676,1.87994e-06
333.787,2.89379e-06
334.905,3.15264e-06
335.917,3.12818e-06
337.049,4.14197e-06
338.189,4.21417e-06
339.337,7.11937e-06
340.492,8.40958e-06
341.539,6.042e-06
342.709,8.43974e-06
343.888,1.61421e-05
345.074,1.82332e-05
346.269,2.25764e-05
347.352,3.63112e-05
348.562,4.77473e-05
349.781,6.10132e-05
351.009,9.33817e-05
352.122,0.000146173
353.366,0.000196826
354.619,0.00021965
355.881,0.000269957
357.152,0.000338143
358.303,0.000328081
359.592,0.000277329
360.89,0.000296555
362.197,0.000343586
363.513,0.000394858
364.706,0.000461399
366.041,0.000432553
367.386,0.000432001
368.741,0.000432746
369.969,0.000486677
371.342,0.000476848
372.727,0.000525815
374.121,0.000568374
375.526,0.000693957
376.799,0.000965648
378.224,0.00113115
379.66,0.00137454
381.107,0.00159838
382.565,0.00210678
383.887,0.0025952
385.366,0.003198
386.857,0.00409122
388.359,0.00520055
389.721,0.0065665
391.246,0.0086401
392.783,0.0116834
394.332,0.0154754
395.893,0.0201252
397.308,0.0260182
398.893,0.0339321
400.491,0.0435032
402.101,0.0555659
403.724,0.0720898
405.197,0.0919133
406.845,0.117695
408.507,0.155181
410.183,0.201115
411.702,0.254129
413.404,0.298692
415.12,0.336954
416.851,0.372671
418.596,0.386563
420.179,0.39731
421.952,0.410656
423.739,0.425393
425.543,0.436229
427.179,0.449568
429.011,0.458787
430.86,0.471625
432.724,0.473535
434.605,0.481767
436.311,0.471978
438.223,0.473342
440.152,0.483813
442.098,0.49581
444.061,0.50054
445.843,0.498034
447.839,0.502163
449.854,0.480023
451.887,0.475802
453.732,0.476312
455.8,0.472746
457.887,0.472471
459.993,0.490924
462.119,0.508694
464.049,0.514337
466.212,0.535289
468.396,0.528998
470.6,0.524847
472.825,0.508794
474.846,0.506634
477.111,0.48868
479.398,0.488107
481.708,0.481035
483.805,0.49765
486.157,0.515213
488.532,0.527766
490.93,0.533051
493.352,0.527167
495.553,0.529102
498.02,0.527928
500.513,0.533129
503.031,0.535473
505.574,0.531421
507.885,0.522515
510.477,0.535345
513.097,0.549009
515.743,0.538968
518.148,0.549516
520.846,0.555999
523.573,0.541923
526.329,0.548854
529.114,0.569544
531.645,0.603265
534.487,0.600132
537.359,0.611615
540.262,0.623403
543.197,0.615125
545.865,0.618413
548.861,0.60158
551.89,0.598955
554.953,0.617034
557.739,0.603523
560.867,0.62801
564.03,0.679701
567.229,0.69457
570.465,0.710203
573.409,0.710386
576.716,0.699648
580.061,0.687381
583.445,0.703833
586.525,0.702946
589.985,0.740086
593.487,0.776073
597.03,0.761119
600.616,0.771775
603.88,0.788568
607.549,0.791716
611.262,0.346298
615.022,0.193661
618.827,0.130123
622.293,0.0953178
626.19,0.0749302
630.136,0.0586051
634.131,0.0475254
637.771,0.0391422
641.865,0.0328274
646.011,0.0271446
650.211,0.0223345
654.467,0.0189013
658.344,0.0173999
662.707,0.0152185
667.128,0.0131432
671.609,0.0123788
676.15,0.0112486
680.289,0.0100257
684.949,0.00901066
689.672,0.00788651
694.462,0.00677893
698.83,0.00603532
703.747,0.00550694
708.735,0.00524411
713.794,0.00457344
718.925,0.00429761
723.607,0.00376605
728.881,0.00368947
734.233,0.00338975
739.664,0.00308612
745.175,0.0029519
750.206,0.00275465
755.877,0.00235405
761.634,0.00218828
767.479,0.00212989
772.817,0.00192537
778.836,0.00165714
784.949,0.0016044
791.159,0.00147528
797.468,0.00147411
803.233,0.00135885
809.737,0.00129159
816.347,0.00120095
823.066,0.00120497
829.896,0.00111174
836.141,0.00111642
843.191,0.001034
850.362,0.000916543
857.654,0.000829344
864.326,0.000719386
871.862,0.000684789
879.53,0.000646737
887.334,0.000647242
895.278,0.00053679
902.55,0.000517203
910.77,0.000496688
919.141,0.000512356
927.667,1.30745e-06
936.353,1.14384e-06
944.311,1.01569e-06
953.313,8.26724e-07
962.488,8.16548e-07
971.842,7.69422e-07
980.417,7.21623e-07
990.124,6.36374e-07
1000.03,5.03943e-07
