Wavelength,SPIRE_250
284.502,0.578798
285.314,0.62029
286.13,0.568841
286.951,0.576801
287.694,0.550902
288.524,0.51061
289.359,0.454913
290.199,0.400852
291.043,0.338741
291.808,0.285887
292.662,0.238946
293.521,0.194949
294.385,0.112433
295.254,0.0510056
296.041,0.028111
296.92,0.0169598
297.804,0.0105802
298.693,0.00686109
299.498,0.00560785
300.398,0.00472785
301.303,0.0043016
302.214,0.00409594
303.13,0.0039339
303.959,0.00375426
304.886,0.00357755
305.818,0.00330741
306.756,0.00300608
307.7,0.00271864
308.555,0.00237969
309.509,0.00213201
310.47,0.00190481
311.437,0.00169697
312.313,0.00149925
313.291,0.00130237
314.276,0.00109996
315.266,0.000924298
316.263,0.00077253
317.166,0.000640208
318.175,0.000540162
319.191,0.000474471
320.213,0.000419938
321.138,0.000386951
322.173,0.000360292
323.214,0.000338597
324.262,0.000311056
325.317,0.000283988
326.272,0.000254587
327.34,0.000231337
328.415,0.000207825
329.498,0.000186284
330.587,0.000172861
331.573,0.00016047
332.676,0.000150212
333.787,0.00014255
334.905,0.000134797
335.917,0.000125726
337.049,0.000116393
338.189,0.000106349
339.337,9.78693e-05
340.492,9.17918e-05
341.539,8.61703e-05
342.709,8.22966e-05
343.888,7.92704e-05
345.074,7.53946e-05
346.269,6.96104e-05
347.352,6.31593e-05
348.562,5.6936e-05
349.781,5.10094e-05
351.009,4.64712e-05
352.122,4.45379e-05
353.366,4.36172e-05
354.619,4.32101e-05
355.881,4.16491e-05
357.152,3.98668e-05
358.303,3.60107e-05
359.592,3.14262e-05
360.89,2.79795e-05
362.197,2.57105e-05
363.513,2.35642e-05
364.706,2.31638e-05
366.041,2.27154e-05
367.386,2.27227e-05
368.741,2.24781e-05
369.969,2.21966e-05
371.342,2.06323e-05
372.727,1.88801e-05
374.121,1.69783e-05
375.526,1.51796e-05
376.799,1.34635e-05
378.224,1.26526e-05
379.66,1.22075e-05
381.107,1.13447e-05
382.565,9.97371e-06
383.887,8.65366e-06
385.366,7.92161e-06
386.857,7.50744e-06
388.359,7.65646e-06
389.721,8.55938e-06
391.246,9.74268e-06
392.783,1.08231e-05
394.332,1.15446e-05
395.893,1.21773e-05
397.308,1.25789e-05
398.893,1.30117e-05
400.491,1.30292e-05
402.101,1.3134e-05
403.724,1.33892e-05
405.197,1.44541e-05
406.845,1.606e-05
408.507,1.80243e-05
410.183,1.99995e-05
411.702,2.18676e-05
413.404,2.27246e-05
415.12,2.2987e-05
416.851,2.33028e-05
418.596,2.30437e-05
420.179,2.2873e-05
421.952,2.2918e-05
423.739,2.30048e-05
425.543,2.29146e-05
427.179,2.28582e-05
429.011,2.26846e-05
430.86,2.26214e-05
432.724,2.22646e-05
434.605,2.20965e-05
436.311,2.12133e-05
438.223,2.08004e-05
440.152,2.06397e-05
442.098,2.05157e-05
444.061,1.97998e-05
445.843,1.88762e-05
447.839,1.81554e-05
449.854,1.66195e-05
451.887,1.54944e-05
453.732,1.43791e-05
455.8,1.33581e-05
457.887,1.22872e-05
459.993,1.18365e-05
462.119,1.1563e-05
464.049,1.11244e-05
466.212,1.07627e-05
468.396,9.98201e-06
470.6,9.15633e-06
472.825,8.22254e-06
474.846,7.30027e-06
477.111,6.47451e-06
479.398,6.01316e-06
481.708,5.48002e-06
483.805,5.34246e-06
486.157,5.16056e-06
488.532,4.99735e-06
490.93,4.6738e-06
493.352,4.22079e-06
495.553,3.67364e-06
498.02,3.05839e-06
500.513,2.56729e-06
503.031,2.21409e-06
505.574,1.89942e-06
507.885,1.703e-06
510.477,1.64477e-06
513.097,1.60686e-06
515.743,1.72474e-06
518.148,1.91345e-06
520.846,2.12162e-06
523.573,2.34504e-06
526.329,2.54864e-06
529.114,2.62097e-06
531.645,2.69822e-06
534.487,2.79848e-06
537.359,3.0257e-06
540.262,3.2774e-06
543.197,3.68214e-06
545.865,4.14519e-06
548.861,4.31338e-06
551.89,4.4769e-06
554.953,4.75973e-06
557.739,4.79259e-06
560.867,4.99636e-06
564.03,5.32748e-06
567.229,5.25012e-06
570.465,5.05315e-06
573.409,4.80639e-06
576.716,4.48503e-06
580.061,4.32024e-06
583.445,4.44343e-06
586.525,4.50042e-06
589.985,4.78671e-06
593.487,5.12642e-06
597.03,5.22688e-06
600.616,5.19605e-06
603.88,5.30237e-06
607.549,5.33915e-06
611.262,5.37189e-06
615.022,5.49747e-06
618.827,5.68147e-06
622.293,5.91005e-06
626.19,6.08265e-06
630.136,5.92649e-06
634.131,5.7764e-06
637.771,5.4889e-06
641.865,5.03229e-06
646.011,4.61005e-06
650.211,4.38538e-06
654.467,4.24533e-06
658.344,4.66627e-06
662.707,5.32372e-06
667.128,5.70782e-06
671.609,6.14335e-06
676.15,6.19785e-06
680.289,6.00475e-06
684.949,5.40356e-06
689.672,4.77442e-06
694.462,4.2289e-06
698.83,3.89535e-06
703.747,3.94323e-06
708.735,4.45885e-06
713.794,4.82491e-06
718.925,5.17979e-06
723.607,5.32863e-06
728.881,5.23573e-06
734.233,4.81364e-06
739.664,4.37994e-06
745.175,4.28895e-06
750.206,4.23468e-06
755.877,4.26103e-06
761.634,4.57815e-06
767.479,4.94096e-06
772.817,5.18683e-06
778.836,5.2129e-06
784.949,5.55402e-06
791.159,5.6984e-06
797.468,6.31113e-06
803.233,6.71764e-06
809.737,7.14219e-06
816.347,7.98473e-06
823.066,8.83216e-06
829.896,9.3108e-06
836.141,9.82736e-06
843.191,1.01582e-05
850.362,9.93687e-06
857.654,9.52116e-06
864.326,8.7906e-06
871.862,9.10522e-06
879.53,9.58124e-06
887.334,9.99328e-06
895.278,9.61231e-06
902.55,1.01977e-05
910.77,0.000129766
919.141,0.000132074
927.667,0.000136951
936.353,0.000133852
944.311,0.000125641
953.313,0.0001162
962.488,0.000118998
971.842,0.000119865
980.417,0.000114115
990.124,0.000113655
1000.03,0.00010641
